GeneID,Intensity.LUAD_phos_03N
RBM47,0
E2F8,0
UBA6,0
ESYT2,689361691
ESYT3,0
MED19,246749116
UHRF1BP1L,379656474
KIAA1598,0
LNP1,0
ARHGAP10,0
CCDC64B,249028116
MEX3A,0
C1orf226,246532116
PLEKHG3,868402307
SH3PXD2B,123768758
FRMD3,0
CXorf23,126131558
NBAS,275685716
TESPA1,123205658
KIAA1467,129941058
DENND3,0
SBNO1,0
KLRG2,125952458
RAB19;RAB43,0
SH3D21,377887974
XIRP2,0
POTEF;POTEI;POTEJ;ACTB;ACTG1;POTEE;POTEKP,0
POTEF;POTEI;ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1;POTEE,122968958
POTEF;ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1;ACTBL2;POTEE;POTEKP,262558816
CCDC151,0
CNOT1,0
ARHGEF35,0
ARHGEF35;ARHGEF5,0
BDP1,133190858
CCDC88B,250564816
FAM83G,0
PALM3,650287591
SOWAHB,0
ZNF316,263081316
TLCD2,0
CCDC69,122458158
WTIP,121904948
PCNXL2,0
CCDC85C,122600058
PCP4L1,0
TRIM64C,0
BTBD11,0
ZSWIM8,0
ARHGAP32,0
DISP2,0
TBKBP1,0
POM121C,246740316
POM121C;POM121B;POM121,0
POM121C;POM121,0
EFCAB7,0
NEURL1B,0
NCF1C;NCF1;NCF1B,0
FAM171A2,0
WASH4P;WASH1;WASH3P;WASH2P,0
WASH4P;WASH1;WASH3P;WASH2P;WASH6P,0
COL6A5,0
MYO1G,122033328
MYO9A,122062248
SMIM1,577798232
TMEM229A,0
PPP1R3G,0
TMEM238,0
FAM195B,125183958
NACA,0
CNKSR3,0
CNKSR3;IPCEF1,0
AGPS,124113558
KIF2A,0
DDX39A;DDX39B,0
PDLIM1,122440358
MYO1C,140727858
SNAP23,405745374
FXYD1,0
GTPBP1,0
STXBP3,122641858
ARVCF,512706632
SMAP,136412858
RAB27B;RAB27A,0
AP3B1,163305858
SULT2B1,0
NFKBIE,0
PSMD11,126426658
MEN1,122276758
CBX4,0
SUPT5H,371952574
DFFA,0
RFXAP,0
HIP1,122457158
CLIC1,0
EIF3F,0
WWP2,0
ARNTL,0
PIK3CD,0
PDHX,0
QSOX1,0
FOXN3,0
IPO5,0
EEF2K,0
EML1,0
DNM1L,125425858
PIK3C2A,269796016
LST1,260085316
GOLIM4,138874858
MEIS1,138169858
ELL2,0
BTN3A1,0
BIN1,248631416
CLDN5,0
KPNA3,130145458
STK25;STK26;STK24,123897958
BCL9,0
LAD1,123767958
EBAG9,390532858
SDCBP,124670458
PITPNM1,367814264
MPHOSPH10,529759522
NOP56,674547391
PEX12,195996858
KPNA4,124794158
NFIB,511167932
ACACB,0
SCD,122464158
PPAP2A,0
PPAP2B,125794058
ARID1A,631098791
BHLHE40,0
C2CD2L,245248716
FCHO1,0
TRAFD1,276514716
HSPB6,0
CIT,0
COPE,124352458
CDC42EP2,124009358
AP3D1,254166516
ENPP3,0
ABLIM1,1575813182
DVL1,0
DVL1;DVL1P1,0
CHD1,0
CHD2,632221501
STX16,122083678
EI24,246873656
TP53I11,296392858
KMT2D,1003823136
RGPD8;RGPD5,0
RGPD8;RGPD5;RGPD1;RGPD2,127562658
RGPD8;RGPD5;RGPD1;RGPD2;RANBP2;RGPD4;RGPD3,0
RGPD8;RGPD5;RANBP2;RGPD4;RGPD3,0
PDCD5,0
SLC9A3R1,555254632
NRP1,0
TNPO2,0
APOL1,258382116
UNC13B,251954916
RASGRF2,0
SCAMP3,368611716
BACH1,0
BCKDK,0
IRF6,0
GIPC1,0
IKBKB,0
RGS12,125704358
CASK,0
PPP1R12A,374906174
GAK,375557074
ZNF263,0
HNRNPDL,124155658
XPO1,0
ARHGEF10,123940658
ZNF609,123412458
ZNF646,122982958
PDZD2,244607576
SPTBN2,0
MAST4,121850538
SEC16A,944809807
PLXNB2,123040558
AREL1,251328516
KHNYN,0
U2SURP,246584346
SETD1A,760778149
SYNJ2,0
SYNM,916535207
KIAA0355,0
MCF2L,383598274
DCLK1,0
ARHGEF11,1365930640
FYB,244610976
TBX3,245027516
SCAMP2,428262858
ARPC1B,0
BET1,135629858
TRIM24,372502574
PGRMC2,739029732
CTDSPL,0
SMAD9;SMAD1,0
RGL2,0
NKRF,0
ZNF185,507994762
CASC3,122186858
RER1,310395216
ATXN7,0
MID1,0
MID1;MID2,0
INPPL1,126768458
SLC16A4,0
HDAC3,0
SIGLEC5,122597358
STX7,397787474
TOX3,0
FOXP2,0
TNRC18,375329274
SLC16A3,141721858
SLC31A2,0
ABCC3,0
ABCC4,387343574
ABCC5,245670916
CD3EAP,0
MSH4,0
PER1,123001658
RNF113A,121990158
KDM6A,0
CLDN3,253033716
FFAR2,122623658
ZZEF1,149657858
ASAP2,122408058
RRP8,0
PJA2,0
SIPA1L1,260557316
ARHGAP6,122057528
PHF1,0
GPR39,0
SEPTIN4,411242374
DYNC1LI2,128602158
PSMD3,0
SART1,244942858
SPINT2,0
HSPA12A,121708518
CCP110,122974658
ADCY6,260544216
CTIF,126051058
PPIP5K2,0
MAP3K7,127974058
RIPK2,0
RASA4;RASA4B,0
WDR62,0
PRPF3,151390858
TXNL1,0
TPD52L2,253370716
SYNJ1,0
EIF4G3,124247758
CBFA2T2,245568516
AKR7A2,0
EPB41L2,644402391
TGOLN2,657477101
WIPF1,0
ATP8B1,0
FOXO3,0
SMAD6,0
SGCE,0
LAT,125171858
RGS14,125041658
RNF13,250711516
AKAP10,0
SYT7,0
DENR,122274058
SPRY2,123003458
DNPH1,0
CHMP2A,0
RGS10,0
BUB3,0
AKAP7,0
ACTN4,122637258
ACTN4;ACTN1,0
ACTN4;ACTN1;ACTN3;ACTN2,128793158
PRKAB2,151816858
STX6,123709058
SYNGR2,137647858
SGTA,0
ENSA,121971308
ENSA;ARPP19,0
STRN,128737458
RRP9,385068674
C21orf2,0
AKAP8,246746516
ZBTB14,0
NRD1,0
CALU,0
AHCYL1,0
KIF1C,256397916
TYROBP,125791458
FIGF,121433838
PEX1,261539716
RAD21,0
TIMM8A,0
KALRN,0
DHX16,371963234
SSSCA1,0
PPP1R12B,0
BNIP3L,682177491
SH3BP5,0
PLIN1,0
BAI3,0
MED14,253702516
PCDH7,122379858
PRPSAP2,139982858
SMARCA5,121490778
GPRIN2,0
SPAG9,295554716
SUSD5,0
MGRN1,0
SIPA1L3,123930358
ZFC3H1,0
TRAK2,0
LZTS3,0
KIAA0556,244016026
AQR,0
MAST3,0
ATP10A,0
ZEB2,256225916
MCM3AP,123877758
KIF1B,0
KDM1A,255584016
TBC1D4,126697058
FZD6,251780516
HBP1,0
PPL,837696419
EVI5,0
LY75,0
PLXNC1,160882858
MPZL2,0
ACSL4,0
SNX3,0
DOK2,0
STX10,125751558
MGEA5,125589558
ADCY9,0
SORBS3,261622858
EIF4EBP3,0
NEMF,0
GMDS,0
NMT2,0
GREM1,0
EIF4E2,122557658
CCNT2,0
SELENOF,0
PDE8A,125149758
PDE8A;PDE8B,0
PLIN3,0
SLC16A7,130781858
MAFK,0
PRMT3,0
KPNA6,0
UGDH,0
LPXN,0
SNX2,247840916
DPM1,151697858
USO1,185918858
TOM1,123398058
PFKFB2,0
EIF5B,716485791
GAS7,246936616
BRD4,258790516
OPHN1,0
PPP1R11,498818632
RNASEH1,0
NBN,0
NOL3,0
DTNB,0
LILRB3,149814858
LILRB5,260859216
MITF,0
SRGAP2,0
SRGAP2;SRGAP2B;SRGAP2C,0
NOS1AP,0
IGSF3,0
DENND4B,0
TMCC2,129754958
CBFA2T3,0
LRP4,0
LDB3,0
N4BP1,0
ROCK2,0
CLASP2,124020758
COBL,121708858
CPNE3,0
ZBED4,0
DEPDC5,246096716
ATG13,123157558
OBSL1,0
PHF2,504676032
PHF2;PHF8,0
ZC3H11A,249987016
RAB11FIP3,0
SOCS5,0
NPHP4,123527258
PHACTR2,0
PPP6R2,122171568
CNOT3,0
ANKRD17,245403516
SIN3B,130577258
DNAJB6,124894658
SNN,132557858
VPS4B,0
VPS4B;VPS4A,0
ENTPD3,0
ZNF217,0
H2AFY,249244816
FLNB,253496696
NCOR1,878487507
VAMP4,274348106
PEX14,0
TRIM3,123427358
ULK1,245999316
SLC43A1,123216658
SEC22B,519890474
DEAF1,0
PRPF40A,632986691
TACC1,248872666
GIGYF1,0
LRCH4,403922374
SAP30,0
MED24,136448858
KATNA1,0
ERN1,0
PSIP1,1037801307
SRSF10,490945716
CLDN11,0
TNFRSF21,122928958
TADA3,0
SF3B1,772469749
WBP4,0
SKAP2,122697058
PRKRA,276104916
RPS6KA5,0
MYCBP2,1026487916
NPM3,0
PRDM1,0
REM1,0
SNRNP200,352992858
OFD1,0
TOM1L1,0
RPS6KA4,0
SURF6,123726058
UTP20,145823858
NUP155,419346554
TCEA3,0
PALM,0
GRAP2,124303458
CAPN15,0
BCAR3,0
EIF3G,149540858
EIF3J,259429446
PPP1R37,0
DGAT1,0
CCNK,126437158
DYSF,0
PIAS1,124443458
FLOT1,0
TRIO,0
MPDZ,375181374
CPD,303043716
SASH3,0
GLRX3,0
RSL1D1,136055858
WFS1,123319358
NEBL,270255516
RNF8,0
PDE5A,0
ZFAND5,122020888
SRP72,129338258
RECQL5,0
URI1,0
STK17B,0
ECM2,122631958
MTA2,128417858
USP1,0
STK10,251317616
PRKD3,257984116
PRKD3;PRKD1,257160416
GFPT2,0
TPPP,0
KBTBD11,122429558
ATP10B,0
TOMM70A,126420358
MYO1D,0
TOX4,122876558
MICAL2,0
KIAA0754,123013958
SUPT7L,0
FCHSD2,0
UFL1,125424158
SORBS2,1617955540
TMCC1,266953416
PHF14,395610874
SASH1,743229949
TMEM63A,246039516
FARP2,0
UBXN7,0
SUN1,127833158
PROSC,122313658
PRPF6,0
PCF11,0
FRYL,0
CDK14,0
GLCE,122361458
ABLIM3,250190886
KDM4B,0
KDM4B;KDM4E;KDM4C,0
SLCO2B1,302430016
WDR47,0
TRIM37,122611658
SEC31A,710717491
CEP152,123569058
FAM13A,0
ARHGEF15,0
TJP3,905702207
YIF1A,0
UBR5,273120416
FSBP,0
SCAF4,125693658
UBE4B,0
SCEL,666404491
VAMP5,126016758
RTN3,278801216
ZNF205,0
EPN2,255966416
STBD1,130998558
ZRANB2,395763374
LUC7L3,0
KIF20A,0
MBD4,0
SBF1,0
KAT7,247530106
ABCC6,0
PDE8B,0
KCNK5,0
VAPB,677234591
SNAPIN,0
MPZL1,648850731
PGLS,0
TACC2,121918278
TRIM16,0
ZBTB7A,256843016
MAP3K6,127251058
SLU7,136245858
PGM3,0
RAPGEF3,0
CD2BP2,327801716
MED26,0
ZFYVE9,0
SVIL,1466327740
BAG4,0
SLC34A2,132679858
PARN,0
FMNL1,518137874
CLDN7,124788658
ABCA1,259853416
SEC24B,0
LPHN2,121768358
CBX6,0
NADK,0
SFT2D2,0
ACSL3,0
POLR1A,123547558
PCNT,373624374
CNOT4,0
NFATC1,121771838
ASMTL,254428256
CDS2,585923574
FGFR1OP,244505706
PPP1R3D,0
BRD1,0
POP4,0
HERC2,123310658
HERC2;HERC2P3,0
OXSR1,121651018
PTBP3,0
STARD3NL,556292032
WIZ,121980328
DDX58,0
STAU1,0
TMEM50A,121396988
BAG2,0
BAG3,611084932
MAP4K4,0
AIFM1,251621516
LATS1,122162948
TSPAN13,0
ABHD16A,125131758
C6orf47,0
EOMES,0
S1PR4,123639958
BCL10,0
MOCS2,0
PEX11B,0
PAK4,0
CHEK2,0
APBA3,0
LDHA,0
ALDH1A1,0
CYB5R3,0
PNP,0
ABL1,0
EGFR,515400332
PGK1,0
AK1,0
F9,0
PLG,0
CA1,0
CA2,128146358
SERPINC1,136730858
SERPINA1,0
KNG1,513198316
FOS,122370458
MYC;MYCN,0
PIGR,342251716
HLA-B,130806408
HLA-DRB1;HLA-DRB3,0
HBD,0
HBD;HBB,0
COL1A1,0
SPTA1,638901101
APOE,0
APOA2,124423358
FGB,0
MBP,128590058
GYPA,878198331
SLC4A1,1171035433
FN1,224122858
AHSG,126152158
TFRC,0
FTH1,174376858
VTN,262572816
HMGCR,122959858
CAT,0
RAF1,122500358
RAF1;ARAF,153567858
ALDOA,250083116
ANXA1,126406058
APOB,0
NR3C1,124948458
TK1,0
CD74,126082658
SEMG1;SEMG2,0
GAPDH,0
ERBB2,499109182
TP53,0
SLC4A2,247168516
GYPC,0
ATP1A1,131109858
ATP1A1;ATP1A3,123142258
ATP1A1;ATP1A3;ATP4A;ATP1A2,0
APP,0
HMGN1,389169074
PRKCG;PRKCB,203923858
SLC25A5;SLC25A4;SLC25A6,124426258
ALPL,164059858
ALPP;ALPPL2,125226058
EIF2S1,122030048
ICAM1,132675858
RPLP2,255770416
RPLP0;RPLP0P6,245654116
JUN,0
JUN;JUND,129943858
SSB,0
PRKCB,123085858
KRT18,754747049
UROD,0
FYN,131526858
GSN,0
RB1,0
PTMA,124671858
CDK1;CDK3;CDK2,0
ATP5B,0
S100A9,0
S100A6,0
APOA4,0
ENO1,0
ENO1;ENO3;ENO2,0
NPM1,289430716
TPM3,125320158
TPM3;TPM1,144231858
EPHX1,0
NEFM,0
CENPB,0
P4HB,0
FES,0
CSF1R,122381858
CTSD,121568458
ANXA2,0
ANXA2;ANXA2P2,1004411107
GP1BA,0
CAPN1,0
ADRB2,123805958
BPGM,124161058
APRT,0
EPRS,508810732
HNRNPC,990832291
UQCRH,0
YES1,0
LYN,507362164
SFTPB,123322658
GJB1,0
SP1,0
ZFY;ZFX,123735258
ANXA6,126537958
NGFR,124940358
ABCB1,0
SLC3A2,0
NR3C2,0
HSP90AB1;HSP90AB3P,177518858
SRPR,267695716
MME,130357258
PDHA1,0
PDHA1;PDHA2,139063858
PTPRC,259367216
MET,122892558
ADRB1,0
SNRNP70,125372558
HCK,0
ITGA5,173079858
NFIC,254414466
RPS17,0
ANXA5,0
RPSA,0
IL6R,0
ADRA2A,0
SNRPA,0
HOXD4,0
GSTA2;GSTA1;GSTA3,0
SNRPC,0
LGALS1,0
TPM1,125317358
CLTA,783192858
ANXA4,125932358
CNP,124015458
CD7,121991858
HMOX1,368021594
CSF1,0
PDGFRB,0
HNRNPA1,360415716
HNRNPA1;HNRNPA1L2,0
PARP1,0
ALDOC,0
TFPT,0
ATXN1L,0
POLR2M;GCOM2,121718448
SMIM13,130773658
RGPD1;RGPD2,0
RGPD1;RGPD2;RANBP2;RGPD4;RGPD3,0
HSPA1B;HSPA1A,0
HSPA1B;HSPA1A;HSPA6;HSPA7,0
PGBD3,0
GLI3,123481558
ZBTB48,0
GLI4,0
TROVE2,0
RRAS,123837258
ARAF,0
HIST1H1E,265627176
HIST1H1E;HIST1H1B;HIST1H1D;HIST1H1C;HIST1H1A,0
HIST1H1E;HIST1H1D,140051858
SPP1,0
PTPRF,0
NR2F6,0
NR2F1,0
MAPT,0
PRKAR1A,271136916
KIT,246132316
HSPD1,122809458
CLU,126001058
IRF1,0
HSPA5,0
MAP2,128716958
SLC2A1,476254194
SLC2A3,122437358
EPB41,868477207
PYGB,0
RALA,0
BCR,126027858
ERG,0
TOP1,0
TOP2A,260626716
G6PD,0
ESRRA,0
DMD,622480941
SFTPC,250819816
IGF2R,479240874
SRF,0
MS4A1,0
COL6A1,0
COL6A3,122140188
TPR,248017116
ANXA3,0
BCKDHA,497918716
SKI,0
ACTN1,245866306
ACE,0
CDH1,122384858
SRC,697203632
XRCC6,0
UNG,0
NR2C1,0
GP1BB,387721116
RNH1,123049158
CYBA,0
SCG2,0
CFTR,0
VCAN,216364858
ITGA4,132837858
CEACAM1,0
HLA-A,784246432
HLA-E,0
HLA-DRB4,0
LCP1,281808716
PLS3,0
APEH,0
GYS1,250185416
PRKAR2A,1404674833
CCDC130,124065358
CD99,124025058
PRKCSH,122354658
HCLS1,123538258
PKM,123695858
HSP90B1,123400358
SLC2A4,0
HNRNPL,0
DARS,0
ETS1,0
JUP,247610716
BRAF,123781658
PVR,0
PGAM2;PGAM1;PGAM4,0
IFNGR1,125847458
B4GALT1,0
EZR,122066028
ATF2,372402274
UCHL3,0
FOSL2,123343958
NME1;NME2;NME2P1,0
HIVEP1,0
RPS2,0
TCF4,0
TCF3,0
DSP,126114958
MUC1,268638016
CD44,182049858
ITGB4,244715216
SPN,264074716
CBR1,0
CREB1,251784416
PECAM1,254859816
PPP3CB,0
NCK1,132535858
GCFC2,0
HIST1H1B,458288716
HIST1H1D,212386858
HIST1H1C,657964716
POR,0
EPB42,123775158
MGMT,0
ATP2A2,147701858
STMN1,123882158
STMN1;STMN2,0
YBX3,0
YBX3;YBX1;YBX2,0
