GeneID,Intensity.LUAD_phos_03N
ZNF22,184123858
ZKSCAN1,123447658
ZSCAN20,0
HMGA1,541478032
TMEM11,0
IFNAR1,125505158
PRKCA,468804874
JUNB,0
GJA1,393467674
UBTF,0
JUND,0
ATF7,124011358
PRKACA,0
PRKACA;PRKACG;PRKACB,135685858
DES,499328132
PTPN2,123543158
CTPS1,0
PFKL,0
IGFBP3,0
SPI1,0
TCP1,0
PTPN1,256999816
ARF4,0
PTPRA,0
NELFE,0
LAG3,0
PGAM1,243492376
PGAM1;PGAM4,122100428
RCC1,140526858
SDC1,122263858
LIG1,122421558
XRCC1,552842464
PAM,0
MYL12A;MYL12B;MYL9,0
PLCG1,0
NCL,246241816
ELK1,0
TRIM21,0
TFEB,123157858
TFE3,248860616
SLC9A1,630394232
ITIH2,0
NFKB1,0
NCF2,0
TYMP,0
ATP2B1,531732332
ATP2B1;ATP2B2,0
EIF2S2,256089026
CD33,162451858
TPSB2;TPSAB1;TPSD1,0
CD22,122307058
RAB4A,0
RAB6A,126180358
MX2,0
LMNB1,125003358
LMNB1;LMNB2,153858858
HOXA5,0
BCL3,0
CAST,782646249
PTMS,0
CDK11B,125758358
CDK11B;CDK11A,554221432
CSRP1,134046858
FLNA;FLNC,129283458
NF1,370596674
MAOA,123901458
S1PR1,123313058
TNFAIP3,0
TAF1,0
C5AR1,312268616
TBXA2R,256375716
MSR1,126752358
VDAC1,149268858
ERBB3,257930116
TGM2,125384158
OSBP,302949716
FBL,0
CDH3,0
PAICS,0
SCP2,0
UBA1,0
ENPP1,0
FGFR4,123881458
HIST1H1T,0
HNRNPA2B1,124117758
RFX1,0
CBL,0
PRKACB,0
MRC1,126485558
FBLN1,133158858
TCEA1,129705258
SFPQ,0
KEL,0
HRC,498534432
RPS3,167224858
PTPRG,0
PTPRZ1,0
SP100,1228446766
MCC,121783858
NFYA,0
CFL1,136975858
EIF4B,250896316
ATP2B4,255314016
PAX7,0
EEF1B2,291441016
AKAP5,0
IGFBP5,0
PRKCH,132434858
TNC,363336516
POLR2A,750840349
APC,246458306
ADRBK1,0
PTAFR,127939158
F2R,0
MCM3,0
BRD2,0
FAS,0
YY1,129010458
DNAJB1;DNAJB4,0
DNAJB2,121573638
ATP5A1,0
PSMA3,0
MSN,248651616
PTPN3,0
DNMT1,0
U2AF2,292633716
RPL13,0
PTBP1,121310998
ZFP36,124392258
PLN,129417058
IL3RA,0
STOM,249420616
MAPK3,303987716
MARK3,0
MARK3;MARK2;MARK4;MARK1,127521158
ARNT,0
RPA1,0
DCK,0
CAD,0
CALR,0
PDE4A,0
MAP4,707561691
PIK3R1,0
PSMA5,122018618
HLA-DMB,0
CHAT,0
TEAD1,0
SMARCA1,0
MAPK1,306955716
ERCC5,128538658
GRN,0
PTPRM,0
EPHA2,0
EPHB2,123333458
PTPN6,0
SHC1,246662416
ARID4A,0
KDM5A,123085458
TKT,0
NOS3,646620691
LMOD1,276324216
OAS2,0
MARCKS,1443466466
AQP1,368003716
PRDX6,0
PEBP1,0
FCER1G,184011858
CDC25B,0
NKTR,638266291
NMT1,0
HLA-F,0
LRPAP1,123598658
ADSL,123777558
CLIP1,0
CLIP1;CLIP2,130726558
PRKAR1B,0
PRKAR2B,214817858
RRM2,0
SDC4,0
HIVEP2,0
SLC6A4,0
AKT1,0
AKT1;AKT2;AKT3,0
AKT2,0
HNRNPH3,0
HNRNPH1,0
HNRNPH1;HNRNPF,0
HNRNPH1;HNRNPH2,283055416
STIP1,0
S100A11,127870058
VIPR1,0
CCR1,589126874
PYCR1,0
SLC8A1,126775458
ELF1,142927858
ICAM3,0
ACSL1,121673618
KIF5B,0
CSTF2,0
ABCC1,255676516
SDC2,0
EVI2B,493565342
EPHX2,0
HSPA4,0
CTNNA1,791651074
CTNNA1;CTNNA2,899478574
CTNNB1,608912574
BMI1,0
NF2,0
RDX,121749968
RFC1,0
GTF2F1,0
SPR,0
HRH1,246544536
PTGER4,0
THBS2,0
FBN1,0
IRS1,0
MYH10,1483021982
MYH10;MYH11,0
COPB2,302392858
ADD1,1010581949
ADD1;ADD2;ADD3,126489558
BSG,132125858
NUP214,638408591
HNF1B,0
SOX5,0
SOX5;SOX6,122475258
SLC16A2,148212858
GJA5,260739316
MAP2K2,289630116
MAP2K2;MAP2K1,0
CPOX,0
RPL4,0
PGM1,0
ACVR1B,122248258
GNL1,0
ACVRL1,397844274
TGFBR2,128225158
HPCAL1;HPCA;NCALD,0
ZEB1,123052958
TAGLN2,129736958
TALDO1,122449058
RBMX,127166458
RBMX;RBMXL1,144843858
COIL,124752458
EIF4A3,0
COL18A1,0
CAPG,0
CAP2,0
IL6ST,384640134
TXLNA,0
PSMB10,0
PBX2,0
MLH1,0
STAT3,279672858
USP8,128203258
PEX19,0
MDH1,0
ETV3,0
CASR,0
BCL6,125193758
CETN2,151003858
ETV6,411241874
NAA10,0
KDM5C,122115458
PPP1R2,0
PPP1R2;PPP1R2P3,261819616
MAP3K8,0
SLC19A1,253665016
PRKCI,0
ELK3,0
TMPO,802881011
STAT1,0
STAT5A;STAT5B,129434458
ARHGAP25,124247658
MTOR,130145058
PI4KA,247869416
EPS15,683172391
CASP2,0
RPS27,0
ABL2,121883628
FRK,244707976
HELZ,0
RBM34,0
WAS,0
HTT,253543216
SLC1A1,128028858
SLC1A4,0
MCAM,246327916
DCC,0
MATR3,1778226766
GRK6;GRK5,252475016
GPD2,121601578
SSR1,0
RANBP1,0
PSMC4,0
NKX2-1,131276858
VDAC2,140941858
CBX5,123116658
USP5,0
MAP2K4,0
MKI67,0
PHKA2,122564758
PHKA1,0
NOP2,0
ATRX,780835949
CRK,0
BAG6,516473432
NSF,123306358
MAP2K3,0
MAP2K3;MAP2K6,0
RPS10;RPS10P5,0
NEDD4,0
YAP1,656669801
UTRN,763175999
IQGAP1,251916216
PLA2G4A,443136774
RAP1GAP,0
CAPZA2,122846658
CAPZB,247768416
SCTR,0
ZFP36L2,0
LIMS1,0
LEPR,0
RFX2,0
RFX5,122301758
ARCN1,0
IFNAR2,247657756
TRAPPC10,252525276
PRRC2A,244434466
GSS,0
PTDSS1,253008916
CSNK1D,0
CD97,130774958
MARCKSL1,498560092
PXN,663087891
NR2C2,125407058
SLC11A1,0
NASP,0
FMO5,0
FASN,128280658
FNTA,0
FNTB,0
CCT3,0
ARRB1,129040458
CYB561,0
CENPA,302474716
CENPF,0
PCYT1A,285207716
PCYT1A;PCYT1B,121783448
HARS2,0
MCM2,250780616
YLPM1,122585958
RBM25,318152116
NUMB,0
CLK1,255514316
CLK1;CLK4,0
CLK2,0
CLK3,495339932
PSEN1,130570858
EIF2B2,0
NUP153,791964569
RANBP2,1168749384
RANBP2;RGPD4,0
RANBP2;RGPD4;RGPD3,127562658
RGS19,0
RGS3,124183058
PSEN2,127440758
TSC2,375144274
GSK3A;GSK3B,258164216
GSK3B,122772558
TAF6,249363816
NT5C2,0
SEPHS1,0
SEPP1,0
GMPS,0
LIG3,125490458
MRE11A,0
GNG10,373835854
EMD,0
SLC26A2,0
SERPINH1,0
PDLIM4,145059858
PEX5,0
ERF,0
VASP,134874858
DNM2,0
CDK7,127720858
HLCS,0
CDK9,0
LRBA,252092116
BCAM,564140032
CCT8,0
PAPOLA,0
FXR1,0
FXR2,122809458
RAB7A,148330858
RAB9A,0
RAB27A,121494778
SCNN1B,0
PLCD1,126719258
DAP,0
MMP15,0
NOVA1,0
ZNF84,0
SMARCA2,820403549
SMARCA4,509706932
BCAP31,123544458
P2RX1,122039258
TPMT,0
RENBP,0
MECP2,435901166
HCFC1,123885158
CAV2,690908632
ALDH3A2,121984318
HSD17B4,145104858
GPM6A,0
KCNQ1,0
CLCN7,273434716
VAMP7,122236458
RPS6KA3,252770096
RPS6KA3;RPS6KA6;RPS6KA1,124781358
PRELP,0
CCNH,0
MNAT1,0
NEK4,0
HNRNPA3,0
PGD,0
HNRNPM,127491558
KPNA2,0
NCBP2,0
JAK3,0
ARHGDIA,0
SLC7A2,0
AGFG1,123088458
HNRNPF,0
STAT2,0
MSH6,123078558
KIF11,0
VAV2,0
RBM5,251196516
EFNB2,0
DGKQ,0
CAPZA1,0
HMGA2,0
CRIP2,0
NUP98,871449749
BLVRA,0
SLC25A1,0
DAPK1,0
ARFIP2,0
ARFIP1,123883158
ACLY,269699816
MVD,0
COPA,122772458
RCAN1;RCAN3,0
SMTN,412292474
SLC16A1,129999858
IST1,123228558
SUB1,122174698
CLNS1A,159551858
HIRA,0
ATXN3,0
ATXN1,0
ATN1,122533758
TERF1,129354258
PMS2,0
USP14,0
PRKAA2,0
PRKAA2;PRKAA1,126865158
RAD23A,0
RAD23B,325336716
EPHB4,0
AK2,0
NAPA,122586758
AIF1,169370858
EIF5,0
SLC12A2,245315916
PSMD4,0
VCP,0
MFAP1,1169872007
AQP4,1013044333
NCKAP1L,0
MLLT4,1060948336
MLLT6,0
ELL,0
BRPF1,0
NAP1L1,0
ADAR,132726858
LAMB2,0
CDH6,252031816
CDH11,566497432
FOXA1,131930858
TPD52,0
PKNOX1,0
HNRNPH2,0
EIF3B,0
FCGRT,122565958
MARS,0
AP1S2,0
HDAC4,250683416
CLDN12,124545258
CLDN18,1011160349
BCAR1,0
STX17,0
SIK1;LOC102724428,0
RWDD2B,0
UBASH3A,0
WDR4,0
TBX4,0
EVC,122806658
KLF3,0
RAB38,0
CORO7,0
CLDN2,0
NUP107,122059088
SNX16,0
EEFSEC,0
SESN2,0
EPPK1,661702064
MLF1,247307906
FAM3B,0
EVA1C,0
GNG2,124362158
TPI1,131162558
SEC61B,305707716
PTEN,0
ACTB,0
ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1,128529758
ACTB;ACTG1,0
ACTB;ACTG1;POTEE,0
RPS20,0
DSTN,122562358
RAB8A,132371858
RAB4B,0
RAB2A;RAB2B,0
CXCR4,122727158
RAB14,0
ZC3H6,0
ACTR2,0
RAP1B;RAP1A,122107428
MAX,250324916
RPS3A,0
MAGOH;MAGOHB,0
SEC61A1,125364558
STXBP1,0
COPZ1,0
UFM1,0
AP1S1,122076368
HNRNPK,134761858
RRAS2,313740916
RPS8,0
YWHAE,126092658
RPS29,0
TMSB4X,122970858
SELT,0
RAB11A,123742358
RAB11A;RAB11B,122321658
CNBP,0
ACTA2;ACTG2;ACTC1;ACTA1,0
RPS6,0
HIST1H4A,252671216
HIST1H2BC;H2BFS;HIST1H2BK;HIST1H2BM;HIST1H2BL;HIST1H2BO;HIST1H2BD;HIST1H2BH;HIST2H2BF;HIST3H2BB;HIST1H2BA;HIST1H2BN,0
HIST1H2BC;H2BFS;HIST1H2BK;HIST1H2BM;HIST1H2BL;HIST1H2BD;HIST1H2BH;HIST2H2BF;HIST1H2BN,0
RAB1A,0
RAN,0
GNB1,0
GNB2;GNB4,0
UBA52;RPS27A;UBB;UBC,123859958
TRA2B,1138367447
TRA2B;TRA2A,452605716
AP2B1,126131358
VAMP2;VAMP1;VAMP3,194982858
VAMP2;VAMP3,125800258
GNAS,127627558
YWHAZ,0
SUMO1,143203858
SKP1,0
GNG5,130225258
TMSB10,0
YBX1,256306416
CSNK2B,0
TPM4,0
