GeneID,Intensity.LUAD_phos_03T
STMN1;STMN2,0
YBX3,0
YBX3;YBX1;YBX2,0
ZNF22,160707926
ZKSCAN1,118167026
ZSCAN20,0
HMGA1,835432531
TMEM11,0
IFNAR1,119267226
PRKCA,253995952
JUNB,0
GJA1,386446078
UBTF,0
JUND,367896878
ATF7,118269726
PRKACA,120793326
PRKACA;PRKACG;PRKACB,141100926
DES,369209178
PTPN2,238199052
CTPS1,125004926
PFKL,0
IGFBP3,119726626
SPI1,0
TCP1,0
PTPN1,246552352
ARF4,117456526
PTPRA,0
NELFE,121048726
LAG3,119919626
PGAM1,117194956
PGAM1;PGAM4,118622526
RCC1,215919926
SDC1,117974726
LIG1,238267652
XRCC1,505705852
PAM,0
MYL12A;MYL12B;MYL9,119923026
PLCG1,0
NCL,375171168
ELK1,0
TRIM21,0
TFEB,0
TFE3,124796426
SLC9A1,703182831
ITIH2,0
NFKB1,0
NCF2,0
TYMP,0
ATP2B1,426411778
ATP2B1;ATP2B2,117171456
EIF2S2,259318682
CD33,117864526
TPSB2;TPSAB1;TPSD1,0
CD22,0
RAB4A,0
RAB6A,241518652
MX2,0
LMNB1,251047292
LMNB1;LMNB2,167929926
HOXA5,0
BCL3,0
CAST,1036759210
PTMS,238551152
CDK11B,121309226
CDK11B;CDK11A,593406274
CSRP1,134176926
FLNA;FLNC,118749526
NF1,601506631
MAOA,119960626
S1PR1,117253206
TNFAIP3,117161336
TAF1,0
C5AR1,179714926
TBXA2R,125202226
MSR1,122902726
VDAC1,183811926
ERBB3,256808752
TGM2,127345926
OSBP,886635457
FBL,0
CDH3,0
PAICS,0
SCP2,0
UBA1,0
ENPP1,0
FGFR4,0
HIST1H1T,0
HNRNPA2B1,116981816
RFX1,118192926
CBL,0
PRKACB,119001226
MRC1,120126426
FBLN1,184355926
TCEA1,260201852
SFPQ,117404126
KEL,0
HRC,366187878
RPS3,195212926
PTPRG,0
PTPRZ1,0
SP100,1221757790
MCC,118508526
NFYA,120066626
CFL1,138090926
EIF4B,367574838
ATP2B4,256231052
PAX7,0
EEF1B2,322974852
AKAP5,0
IGFBP5,0
PRKCH,136144926
TNC,484686852
POLR2A,948589583
APC,0
ADRBK1,0
PTAFR,0
F2R,0
MCM3,249259452
BRD2,0
FAS,119523026
YY1,249284152
DNAJB1;DNAJB4,0
DNAJB2,117859826
ATP5A1,0
PSMA3,0
MSN,359170978
PTPN3,0
DNMT1,0
U2AF2,287765852
RPL13,0
PTBP1,116750346
ZFP36,0
PLN,148813926
IL3RA,0
STOM,237808622
MAPK3,384529852
MARK3,0
MARK3;MARK2;MARK4;MARK1,119137926
ARNT,0
RPA1,0
DCK,0
CAD,241296252
CALR,0
PDE4A,0
MAP4,1641938062
PIK3R1,0
PSMA5,0
HLA-DMB,0
CHAT,0
TEAD1,0
SMARCA1,0
MAPK1,334817852
ERCC5,247014852
GRN,116626606
PTPRM,0
EPHA2,0
EPHB2,121993326
PTPN6,0
SHC1,0
ARID4A,0
KDM5A,117173006
TKT,0
NOS3,649761331
LMOD1,427684478
OAS2,0
MARCKS,1343273983
AQP1,429822478
PRDX6,0
PEBP1,138027926
FCER1G,165076926
CDC25B,0
NKTR,501388604
NMT1,128622926
HLA-F,121892926
LRPAP1,0
ADSL,121082426
CLIP1,0
CLIP1;CLIP2,138748926
PRKAR1B,0
PRKAR2B,440683778
RRM2,0
SDC4,0
HIVEP2,119334926
SLC6A4,118979826
AKT1,0
AKT1;AKT2;AKT3,0
AKT2,0
HNRNPH3,0
HNRNPH1,0
HNRNPH1;HNRNPF,0
HNRNPH1;HNRNPH2,178049926
STIP1,0
S100A11,116981526
VIPR1,0
CCR1,361879852
PYCR1,0
SLC8A1,126275926
ELF1,150224926
ICAM3,120646626
ACSL1,0
KIF5B,120227726
CSTF2,0
ABCC1,475391334
SDC2,0
EVI2B,250600552
EPHX2,0
HSPA4,117189426
CTNNA1,654597578
CTNNA1;CTNNA2,798855704
CTNNB1,772620304
BMI1,0
NF2,117455326
RDX,0
RFC1,0
GTF2F1,119982326
SPR,0
HRH1,117600226
PTGER4,117887126
THBS2,0
FBN1,189331926
IRS1,0
MYH10,1740297638
MYH10;MYH11,0
COPB2,527547926
ADD1,1055029583
ADD1;ADD2;ADD3,125216526
BSG,127754926
NUP214,495658604
HNF1B,0
SOX5,0
SOX5;SOX6,117114116
SLC16A2,145395926
GJA5,126207726
MAP2K2,254423852
MAP2K2;MAP2K1,0
CPOX,0
RPL4,0
PGM1,122418626
ACVR1B,118900626
GNL1,126051226
ACVRL1,383306578
TGFBR2,380230428
HPCAL1;HPCA;NCALD,0
ZEB1,238643452
TAGLN2,134027926
TALDO1,119221226
RBMX,0
RBMX;RBMXL1,148322926
COIL,0
EIF4A3,0
COL18A1,0
CAPG,0
CAP2,0
IL6ST,251064652
TXLNA,0
PSMB10,0
PBX2,0
MLH1,119599826
STAT3,480343352
USP8,125604126
PEX19,119819726
MDH1,0
ETV3,0
CASR,0
BCL6,0
CETN2,150742926
ETV6,375236978
NAA10,117868226
KDM5C,0
PPP1R2,0
PPP1R2;PPP1R2P3,345887852
MAP3K8,0
SLC19A1,118170026
PRKCI,0
ELK3,0
TMPO,756885241
STAT1,126928926
STAT5A;STAT5B,142380926
ARHGAP25,119039326
MTOR,278778852
PI4KA,362026978
EPS15,669940571
CASP2,119155126
RPS27,0
ABL2,117639726
FRK,118853826
HELZ,0
RBM34,118010026
WAS,0
HTT,617126531
SLC1A1,119908926
SLC1A4,0
MCAM,119013926
DCC,0
MATR3,1070123231
GRK6;GRK5,249485652
GPD2,117018906
SSR1,0
RANBP1,0
PSMC4,0
NKX2-1,175332926
VDAC2,143212926
CBX5,0
USP5,121679926
MAP2K4,0
MKI67,0
PHKA2,119758126
PHKA1,0
NOP2,0
ATRX,1114653336
CRK,0
BAG6,408258278
NSF,118556126
MAP2K3,0
MAP2K3;MAP2K6,0
RPS10;RPS10P5,0
NEDD4,118767426
YAP1,810684517
UTRN,122682526
IQGAP1,250398352
PLA2G4A,564376304
RAP1GAP,117724826
CAPZA2,0
CAPZB,239612052
SCTR,0
ZFP36L2,354469588
LIMS1,0
LEPR,0
RFX2,0
RFX5,120124126
ARCN1,0
IFNAR2,242377352
TRAPPC10,0
PRRC2A,711657797
GSS,0
PTDSS1,133532926
CSNK1D,0
CD97,262487852
MARCKSL1,494408204
PXN,515623794
NR2C2,121187226
SLC11A1,0
NASP,129200926
FMO5,0
FASN,266345332
FNTA,0
FNTB,0
CCT3,0
ARRB1,255350052
CYB561,0
CENPA,505487778
CENPF,0
PCYT1A,273897852
PCYT1A;PCYT1B,116687246
HARS2,0
MCM2,515528704
YLPM1,0
RBM25,263959852
NUMB,118900226
CLK1,125373826
CLK1;CLK4,0
CLK2,0
CLK3,245393752
PSEN1,135776926
EIF2B2,117433426
NUP153,1252395572
RANBP2,1256856662
RANBP2;RGPD4,117368126
RANBP2;RGPD4;RGPD3,123990626
RGS19,127522926
RGS3,237714152
PSEN2,122815126
TSC2,487724504
GSK3A;GSK3B,145153926
GSK3B,0
TAF6,122083726
NT5C2,0
SEPHS1,0
SEPP1,0
GMPS,0
LIG3,0
MRE11A,238795452
GNG10,0
EMD,130552926
SLC26A2,243947352
SERPINH1,0
PDLIM4,367511052
PEX5,0
ERF,0
VASP,128113926
DNM2,0
CDK7,125205226
HLCS,0
CDK9,0
LRBA,276482852
BCAM,245206852
CCT8,0
PAPOLA,117344026
FXR1,0
FXR2,0
RAB7A,137641926
RAB9A,0
RAB27A,0
SCNN1B,242969352
PLCD1,255573652
DAP,0
MMP15,0
NOVA1,0
ZNF84,0
SMARCA2,533837004
SMARCA4,488778504
BCAP31,119179226
P2RX1,0
TPMT,125609426
RENBP,0
MECP2,449002152
HCFC1,132191926
CAV2,756632704
ALDH3A2,117001986
HSD17B4,143522926
GPM6A,0
KCNQ1,116666476
CLCN7,268314852
VAMP7,117334126
RPS6KA3,237789852
RPS6KA3;RPS6KA6;RPS6KA1,121428126
PRELP,118219926
CCNH,0
MNAT1,0
NEK4,0
HNRNPA3,0
PGD,0
HNRNPM,124026026
KPNA2,0
NCBP2,0
JAK3,0
ARHGDIA,0
SLC7A2,123787926
AGFG1,239503152
HNRNPF,0
STAT2,0
MSH6,494117084
KIF11,0
VAV2,0
RBM5,247091952
EFNB2,0
DGKQ,0
CAPZA1,0
HMGA2,0
CRIP2,0
NUP98,839300187
BLVRA,0
SLC25A1,119385026
DAPK1,0
ARFIP2,121568126
ARFIP1,239566252
ACLY,268134452
MVD,0
COPA,0
RCAN1;RCAN3,0
SMTN,116960756
SLC16A1,250897352
IST1,0
SUB1,597326311
CLNS1A,161373926
HIRA,0
ATXN3,0
ATXN1,0
ATN1,369353478
TERF1,125823026
PMS2,0
USP14,0
PRKAA2,0
PRKAA2;PRKAA1,0
RAD23A,123280426
RAD23B,207440926
EPHB4,0
AK2,0
NAPA,0
AIF1,172164926
EIF5,0
SLC12A2,120502826
PSMD4,120151926
VCP,0
MFAP1,1347493483
AQP4,627782404
NCKAP1L,116780246
MLLT4,624331831
MLLT6,118605526
ELL,0
BRPF1,240560652
NAP1L1,0
ADAR,132304926
LAMB2,116824076
CDH6,126051626
CDH11,410001178
FOXA1,330444852
TPD52,245068952
PKNOX1,0
HNRNPH2,0
EIF3B,0
FCGRT,117651126
MARS,0
AP1S2,0
HDAC4,251836652
CLDN12,235165652
CLDN18,563865504
BCAR1,0
STX17,0
SIK1;LOC102724428,0
RWDD2B,117887026
UBASH3A,0
WDR4,0
TBX4,0
EVC,117921426
KLF3,0
RAB38,0
CORO7,0
CLDN2,146779926
NUP107,116709536
SNX16,0
EEFSEC,0
SESN2,0
EPPK1,357542318
MLF1,0
FAM3B,128134926
EVA1C,0
GNG2,0
TPI1,266165952
SEC61B,296488852
PTEN,0
ACTB,0
ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1,131194926
ACTB;ACTG1,118017326
ACTB;ACTG1;POTEE,117165706
RPS20,0
DSTN,0
RAB8A,127608926
RAB4B,0
RAB2A;RAB2B,0
CXCR4,120062626
RAB14,255577752
ZC3H6,0
ACTR2,118358026
RAP1B;RAP1A,0
MAX,245425252
RPS3A,119103826
MAGOH;MAGOHB,0
SEC61A1,122765326
STXBP1,118719526
COPZ1,0
UFM1,665344631
AP1S1,119161426
HNRNPK,409430778
RRAS2,301624152
RPS8,118691626
YWHAE,130711926
RPS29,117663626
TMSB4X,125453626
SELT,0
RAB11A,0
RAB11A;RAB11B,0
CNBP,0
ACTA2;ACTG2;ACTC1;ACTA1,0
RPS6,0
HIST1H4A,250183552
HIST1H2BC;H2BFS;HIST1H2BK;HIST1H2BM;HIST1H2BL;HIST1H2BO;HIST1H2BD;HIST1H2BH;HIST2H2BF;HIST3H2BB;HIST1H2BA;HIST1H2BN,0
HIST1H2BC;H2BFS;HIST1H2BK;HIST1H2BM;HIST1H2BL;HIST1H2BD;HIST1H2BH;HIST2H2BF;HIST1H2BN,0
RAB1A,117488926
RAN,0
GNB1,0
GNB2;GNB4,0
UBA52;RPS27A;UBB;UBC,236538652
TRA2B,1071070257
TRA2B;TRA2A,390883852
AP2B1,0
