GeneID,Intensity.LUAD_phos_03T
RBM47,0
E2F8,0
UBA6,0
ESYT2,917841283
ESYT3,0
MED19,122376826
UHRF1BP1L,255462752
KIAA1598,0
LNP1,0
ARHGAP10,0
CCDC64B,241858152
MEX3A,0
C1orf226,0
PLEKHG3,356006678
SH3PXD2B,119059226
FRMD3,0
CXorf23,118194926
NBAS,263983552
TESPA1,234768802
KIAA1467,127265926
DENND3,0
SBNO1,0
KLRG2,0
RAB19;RAB43,0
SH3D21,0
XIRP2,0
POTEF;POTEI;POTEJ;ACTB;ACTG1;POTEE;POTEKP,0
POTEF;POTEI;ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1;POTEE,118525226
POTEF;ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1;ACTBL2;POTEE;POTEKP,249731952
CCDC151,0
CNOT1,0
ARHGEF35,117809926
ARHGEF35;ARHGEF5,0
BDP1,125844826
CCDC88B,248861252
FAM83G,0
PALM3,971668183
SOWAHB,0
ZNF316,171647926
TLCD2,120067426
CCDC69,117438926
WTIP,117150646
PCNXL2,0
CCDC85C,0
PCP4L1,0
TRIM64C,0
BTBD11,0
ZSWIM8,121771526
ARHGAP32,0
DISP2,0
TBKBP1,0
POM121C,120268526
POM121C;POM121B;POM121,0
POM121C;POM121,0
EFCAB7,0
NEURL1B,0
NCF1C;NCF1;NCF1B,0
FAM171A2,0
WASH4P;WASH1;WASH3P;WASH2P,0
WASH4P;WASH1;WASH3P;WASH2P;WASH6P,0
COL6A5,0
MYO1G,0
MYO9A,117086626
SMIM1,249606952
TMEM229A,125276326
PPP1R3G,0
TMEM238,121900326
FAM195B,0
NACA,0
CNKSR3,0
CNKSR3;IPCEF1,118772626
AGPS,119757626
KIF2A,0
DDX39A;DDX39B,0
PDLIM1,118579826
MYO1C,122063726
SNAP23,373585328
FXYD1,0
GTPBP1,117573226
STXBP3,0
ARVCF,371626778
SMAP,167074926
RAB27B;RAB27A,0
AP3B1,406954478
SULT2B1,0
NFKBIE,0
PSMD11,134740926
MEN1,120007826
CBX4,0
SUPT5H,0
DFFA,0
RFXAP,0
HIP1,242902052
CLIC1,128100926
EIF3F,0
WWP2,120796626
ARNTL,0
PIK3CD,0
PDHX,117982926
QSOX1,0
FOXN3,239172252
IPO5,118912726
EEF2K,241371652
EML1,0
DNM1L,123200826
PIK3C2A,127240926
LST1,245730552
GOLIM4,391480178
MEIS1,0
ELL2,0
BTN3A1,0
BIN1,362512378
CLDN5,0
KPNA3,121495226
STK25;STK26;STK24,0
BCL9,0
LAD1,121853726
EBAG9,416137926
SDCBP,120122826
PITPNM1,358768478
MPHOSPH10,403164978
NOP56,752431231
PEX12,0
KPNA4,0
NFIB,257332452
ACACB,0
SCD,0
PPAP2A,0
PPAP2B,123831826
ARID1A,499381704
BHLHE40,0
C2CD2L,0
FCHO1,0
TRAFD1,410258978
HSPB6,0
CIT,0
COPE,238391892
CDC42EP2,118120926
AP3D1,127749926
ENPP3,0
ABLIM1,1190656136
DVL1,0
DVL1;DVL1P1,0
CHD1,0
CHD2,516662404
STX16,0
EI24,239505952
TP53I11,406597926
KMT2D,1320147468
RGPD8;RGPD5,0
RGPD8;RGPD5;RGPD1;RGPD2,123990626
RGPD8;RGPD5;RGPD1;RGPD2;RANBP2;RGPD4;RGPD3,0
RGPD8;RGPD5;RANBP2;RGPD4;RGPD3,314827852
PDCD5,0
SLC9A3R1,557340404
NRP1,0
TNPO2,0
APOL1,241412152
UNC13B,251789952
RASGRF2,0
SCAMP3,321154852
BACH1,0
BCKDK,122679626
IRF6,126163026
GIPC1,0
IKBKB,0
RGS12,119109126
CASK,0
PPP1R12A,598966531
GAK,360190078
ZNF263,0
HNRNPDL,122351326
XPO1,117655826
ARHGEF10,234541712
ZNF609,239384452
ZNF646,117126866
PDZD2,0
SPTBN2,0
MAST4,235842052
SEC16A,1139305010
PLXNB2,117978626
AREL1,247581752
KHNYN,0
U2SURP,118791726
SETD1A,490885304
SYNJ2,0
SYNM,624753831
KIAA0355,0
MCF2L,118601426
DCLK1,0
ARHGEF11,969613509
FYB,117569526
TBX3,0
SCAMP2,555917926
ARPC1B,120297126
BET1,133076926
TRIM24,121690626
PGRMC2,897391431
CTDSPL,0
SMAD9;SMAD1,0
RGL2,0
NKRF,0
ZNF185,360761678
CASC3,118525426
RER1,367828752
ATXN7,0
MID1,0
MID1;MID2,0
INPPL1,128218926
SLC16A4,0
HDAC3,127771926
SIGLEC5,117894826
STX7,364512508
TOX3,0
FOXP2,0
TNRC18,481993604
SLC16A3,147222926
SLC31A2,0
ABCC3,118154026
ABCC4,382105878
ABCC5,118005626
CD3EAP,0
MSH4,116478406
PER1,123229226
RNF113A,0
KDM6A,116444756
CLDN3,319211852
FFAR2,0
ZZEF1,148431926
ASAP2,118105626
RRP8,0
PJA2,127136926
SIPA1L1,257377152
ARHGAP6,0
PHF1,0
GPR39,0
SEPTIN4,140413926
DYNC1LI2,245977152
PSMD3,0
SART1,300397926
SPINT2,0
HSPA12A,0
CCP110,119961826
ADCY6,245631752
CTIF,265137752
PPIP5K2,119405826
MAP3K7,245976552
RIPK2,117801826
RASA4;RASA4B,0
WDR62,0
PRPF3,141762926
TXNL1,0
TPD52L2,379194778
SYNJ1,127112926
EIF4G3,243808952
CBFA2T2,235091042
AKR7A2,0
EPB41L2,722138357
TGOLN2,398540878
WIPF1,0
ATP8B1,0
FOXO3,0
SMAD6,0
SGCE,0
LAT,122638826
RGS14,121334026
RNF13,234857052
AKAP10,0
SYT7,121023226
DENR,119954126
SPRY2,0
DNPH1,0
CHMP2A,0
RGS10,0
BUB3,0
AKAP7,0
ACTN4,118010926
ACTN4;ACTN1,0
ACTN4;ACTN1;ACTN3;ACTN2,129144926
PRKAB2,159331926
STX6,117840626
SYNGR2,138445926
SGTA,118517826
ENSA,120912326
ENSA;ARPP19,0
STRN,118164226
RRP9,500297004
C21orf2,117002676
AKAP8,368929578
ZBTB14,0
NRD1,0
CALU,244364052
AHCYL1,0
KIF1C,0
TYROBP,118249326
FIGF,0
PEX1,121816926
RAD21,0
TIMM8A,0
KALRN,0
DHX16,242419252
SSSCA1,0
PPP1R12B,0
BNIP3L,678114631
SH3BP5,0
PLIN1,0
BAI3,0
MED14,236802252
PCDH7,0
PRPSAP2,130440926
SMARCA5,233701682
GPRIN2,0
SPAG9,606187544
SUSD5,119148626
MGRN1,0
SIPA1L3,0
ZFC3H1,0
TRAK2,0
LZTS3,0
KIAA0556,0
AQR,0
MAST3,0
ATP10A,0
ZEB2,249577852
MCM3AP,121410726
KIF1B,242375852
KDM1A,237346552
TBC1D4,116992516
FZD6,121270626
HBP1,0
PPL,383946078
EVI5,117411026
LY75,0
PLXNC1,233167926
MPZL2,0
ACSL4,0
SNX3,118603826
DOK2,0
STX10,0
MGEA5,122003526
ADCY9,120174726
SORBS3,670142804
EIF4EBP3,0
NEMF,364277278
GMDS,0
NMT2,119044526
GREM1,122178226
EIF4E2,0
CCNT2,0
SELENOF,0
PDE8A,0
PDE8A;PDE8B,0
PLIN3,0
SLC16A7,118112326
MAFK,0
PRMT3,238251252
KPNA6,0
UGDH,0
LPXN,0
SNX2,371413378
DPM1,132896926
USO1,169429926
TOM1,361045428
PFKFB2,0
EIF5B,761418957
GAS7,0
BRD4,378245578
OPHN1,0
PPP1R11,507955704
RNASEH1,0
NBN,0
NOL3,0
DTNB,0
LILRB3,126970926
LILRB5,238915052
MITF,0
SRGAP2,0
SRGAP2;SRGAP2B;SRGAP2C,120278626
NOS1AP,117550526
IGSF3,124125126
DENND4B,0
TMCC2,125529926
CBFA2T3,117856426
LRP4,0
LDB3,0
N4BP1,119373626
ROCK2,0
CLASP2,117203176
COBL,117259626
CPNE3,131772926
ZBED4,0
DEPDC5,118782526
ATG13,0
OBSL1,0
PHF2,751439347
PHF2;PHF8,0
ZC3H11A,181529039
RAB11FIP3,0
SOCS5,0
NPHP4,118082926
PHACTR2,119196726
PPP6R2,118369126
CNOT3,0
ANKRD17,239959552
SIN3B,126191126
DNAJB6,0
SNN,124721726
VPS4B,0
VPS4B;VPS4A,0
ENTPD3,0
ZNF217,118878326
H2AFY,501664204
FLNB,237439752
NCOR1,840403183
VAMP4,168759926
PEX14,118691526
TRIM3,117517126
ULK1,0
SLC43A1,118902826
SEC22B,746088604
DEAF1,0
PRPF40A,654405231
TACC1,138222926
GIGYF1,118267726
LRCH4,255475252
SAP30,0
MED24,263707852
KATNA1,117232826
ERN1,0
PSIP1,986207183
SRSF10,445931852
CLDN11,118395926
TNFRSF21,0
TADA3,0
SF3B1,622950131
WBP4,0
SKAP2,248910552
PRKRA,150963926
RPS6KA5,0
MYCBP2,767380957
NPM3,0
PRDM1,0
REM1,0
SNRNP200,306417926
OFD1,116623576
TOM1L1,0
RPS6KA4,0
SURF6,121923126
UTP20,126761926
NUP155,379965678
TCEA3,0
PALM,0
GRAP2,120680526
CAPN15,0
BCAR3,0
EIF3G,274041152
EIF3J,288355452
PPP1R37,0
DGAT1,0
CCNK,122695126
DYSF,0
PIAS1,123841426
FLOT1,0
TRIO,0
MPDZ,359835478
CPD,317245852
SASH3,0
GLRX3,0
RSL1D1,264958752
WFS1,0
NEBL,126819926
RNF8,0
PDE5A,0
ZFAND5,0
SRP72,146528926
RECQL5,124970726
URI1,0
STK17B,0
ECM2,0
MTA2,122887226
USP1,0
STK10,246768052
PRKD3,245602052
PRKD3;PRKD1,124859626
GFPT2,0
TPPP,0
KBTBD11,118057626
ATP10B,0
TOMM70A,902189978
MYO1D,0
TOX4,125161126
MICAL2,0
KIAA0754,0
SUPT7L,0
FCHSD2,0
UFL1,125627326
SORBS2,1015166180
TMCC1,259204152
PHF14,257414052
SASH1,595985601
TMEM63A,239850852
FARP2,0
UBXN7,0
SUN1,120412626
PROSC,118601726
PRPF6,0
PCF11,118698126
FRYL,120799326
CDK14,117199846
GLCE,121124826
ABLIM3,474702904
KDM4B,0
KDM4B;KDM4E;KDM4C,0
SLCO2B1,280493352
WDR47,0
TRIM37,0
SEC31A,848774831
CEP152,118000126
FAM13A,0
ARHGEF15,0
TJP3,734621257
YIF1A,0
UBR5,290006552
FSBP,0
SCAF4,122517826
UBE4B,239063992
SCEL,358671638
VAMP5,121099726
RTN3,166338926
ZNF205,246300652
EPN2,118179926
STBD1,136069926
ZRANB2,311101852
LUC7L3,0
KIF20A,0
MBD4,0
SBF1,0
KAT7,0
ABCC6,0
PDE8B,0
KCNK5,117937226
VAPB,752249257
SNAPIN,239693452
MPZL1,873029263
PGLS,0
TACC2,638468741
TRIM16,0
ZBTB7A,246042752
MAP3K6,121370126
SLU7,252821252
PGM3,0
RAPGEF3,0
CD2BP2,328731852
MED26,0
ZFYVE9,0
SVIL,1454387188
BAG4,0
SLC34A2,0
PARN,0
FMNL1,404118852
CLDN7,127450926
ABCA1,123274326
SEC24B,235492062
LPHN2,117150376
CBX6,0
NADK,0
SFT2D2,121185326
ACSL3,0
POLR1A,118816826
PCNT,359744178
CNOT4,0
NFATC1,0
ASMTL,247634252
CDS2,468244098
FGFR1OP,122971926
PPP1R3D,0
BRD1,0
POP4,0
HERC2,119668226
HERC2;HERC2P3,0
OXSR1,0
PTBP3,0
STARD3NL,541057104
WIZ,0
DDX58,0
STAU1,0
TMEM50A,116633256
BAG2,0
BAG3,381764852
MAP4K4,0
AIFM1,245336852
LATS1,118345626
TSPAN13,0
ABHD16A,0
C6orf47,118131026
EOMES,0
S1PR4,0
BCL10,0
MOCS2,0
PEX11B,0
PAK4,122412826
CHEK2,0
APBA3,120793326
LDHA,0
ALDH1A1,0
CYB5R3,118301326
PNP,119807026
ABL1,119335326
EGFR,742244557
PGK1,0
AK1,0
F9,118918626
PLG,0
CA1,0
CA2,0
SERPINC1,131149926
SERPINA1,0
KNG1,262937552
FOS,234447372
MYC;MYCN,0
PIGR,351766852
HLA-B,0
HLA-DRB1;HLA-DRB3,0
HBD,0
HBD;HBB,0
COL1A1,0
SPTA1,236492252
APOE,0
APOA2,117743926
FGB,0
MBP,123464026
GYPA,756577704
SLC4A1,741394404
FN1,155250926
AHSG,120547326
TFRC,0
FTH1,285966852
VTN,405508578
HMGCR,0
CAT,0
RAF1,0
RAF1;ARAF,145055926
ALDOA,243232952
ANXA1,0
APOB,0
NR3C1,127037926
TK1,0
CD74,125025326
SEMG1;SEMG2,0
GAPDH,0
ERBB2,603709231
TP53,0
SLC4A2,380584478
GYPC,0
ATP1A1,134701926
ATP1A1;ATP1A3,118599026
ATP1A1;ATP1A3;ATP4A;ATP1A2,0
APP,0
HMGN1,415335778
PRKCG;PRKCB,128446926
SLC25A5;SLC25A4;SLC25A6,120836326
ALPL,126325926
ALPP;ALPPL2,0
EIF2S1,117453426
ICAM1,131752926
RPLP2,245995552
RPLP0;RPLP0P6,273227852
JUN,123995726
JUN;JUND,121531226
SSB,0
PRKCB,0
KRT18,592564368
UROD,0
FYN,124162126
GSN,0
RB1,0
PTMA,124214226
CDK1;CDK3;CDK2,0
ATP5B,0
S100A9,130665926
S100A6,0
APOA4,0
ENO1,0
ENO1;ENO3;ENO2,0
NPM1,269537926
TPM3,237251752
TPM3;TPM1,0
EPHX1,0
NEFM,0
CENPB,0
P4HB,0
FES,0
CSF1R,117789626
CTSD,0
ANXA2,0
ANXA2;ANXA2P2,1144052003
GP1BA,0
CAPN1,0
ADRB2,0
BPGM,0
APRT,0
EPRS,241851852
HNRNPC,908860631
UQCRH,0
YES1,0
LYN,351931852
SFTPB,119299726
GJB1,244940152
SP1,0
ZFY;ZFX,121759226
ANXA6,117460326
NGFR,123329026
ABCB1,0
SLC3A2,0
NR3C2,0
HSP90AB1;HSP90AB3P,306857926
SRPR,516931504
MME,260903652
PDHA1,148017926
PDHA1;PDHA2,515926478
PTPRC,455517926
MET,0
ADRB1,0
SNRNP70,138285926
HCK,0
ITGA5,226777926
NFIC,713424297
RPS17,0
ANXA5,0
RPSA,0
IL6R,0
ADRA2A,251978252
SNRPA,0
HOXD4,0
GSTA2;GSTA1;GSTA3,0
SNRPC,0
LGALS1,0
TPM1,251452752
CLTA,0
ANXA4,122156626
CNP,119997326
CD7,0
HMOX1,0
CSF1,117722026
PDGFRB,117285626
HNRNPA1,438569852
HNRNPA1;HNRNPA1L2,0
PARP1,0
ALDOC,0
TFPT,357811678
ATXN1L,0
POLR2M;GCOM2,0
SMIM13,385776078
RGPD1;RGPD2,0
RGPD1;RGPD2;RANBP2;RGPD4;RGPD3,0
HSPA1B;HSPA1A,0
HSPA1B;HSPA1A;HSPA6;HSPA7,0
PGBD3,0
GLI3,0
ZBTB48,0
GLI4,0
TROVE2,0
RRAS,117863326
ARAF,0
HIST1H1E,1082460852
HIST1H1E;HIST1H1B;HIST1H1D;HIST1H1C;HIST1H1A,0
HIST1H1E;HIST1H1D,303967926
SPP1,236283892
PTPRF,0
NR2F6,0
NR2F1,0
MAPT,0
PRKAR1A,138885926
KIT,241418452
HSPD1,117266326
CLU,120313726
IRF1,0
HSPA5,0
MAP2,261672752
SLC2A1,491766418
SLC2A3,0
EPB41,725466457
PYGB,0
RALA,0
BCR,117678226
ERG,0
TOP1,0
TOP2A,130694926
G6PD,0
ESRRA,0
DMD,243461392
SFTPC,0
IGF2R,258230132
SRF,240408952
MS4A1,238964452
COL6A1,0
COL6A3,119984826
TPR,480982904
ANXA3,0
BCKDHA,320109852
SKI,0
ACTN1,118596526
ACE,0
CDH1,121080326
SRC,774143778
XRCC6,0
UNG,0
NR2C1,0
GP1BB,314717926
RNH1,237107352
CYBA,253568252
SCG2,0
CFTR,0
VCAN,766978704
ITGA4,257619652
CEACAM1,118556926
HLA-A,360805615
HLA-E,0
HLA-DRB4,0
LCP1,349967852
PLS3,234548492
APEH,0
GYS1,357336778
PRKAR2A,1552493779
CCDC130,120658526
CD99,0
PRKCSH,0
HCLS1,0
PKM,118656026
HSP90B1,358494578
SLC2A4,0
HNRNPL,0
DARS,0
ETS1,0
JUP,240882352
BRAF,121193526
PVR,0
PGAM2;PGAM1;PGAM4,116795066
IFNGR1,0
B4GALT1,0
EZR,117576326
ATF2,151046926
UCHL3,0
FOSL2,0
NME1;NME2;NME2P1,0
HIVEP1,0
RPS2,0
TCF4,0
TCF3,124143626
DSP,641685404
MUC1,357262278
CD44,275941852
ITGB4,233426442
SPN,251190852
CBR1,0
CREB1,122849026
PECAM1,361082708
PPP3CB,119515926
NCK1,142472926
GCFC2,254765852
HIST1H1B,823697404
HIST1H1D,449043252
HIST1H1C,1087585852
POR,0
EPB42,117903926
MGMT,0
ATP2A2,159447926
STMN1,362497058
