GeneID,Intensity.LUAD_phos_07T
RBM47,119381599
E2F8,0
UBA6,0
ESYT2,1151773794
ESYT3,0
MED19,132904999
UHRF1BP1L,243498598
KIAA1598,347933597
LNP1,0
ARHGAP10,0
CCDC64B,668557866
MEX3A,0
C1orf226,478124497
PLEKHG3,692229495
SH3PXD2B,0
FRMD3,0
CXorf23,123978999
NBAS,118844499
TESPA1,227819098
KIAA1467,0
DENND3,0
SBNO1,0
KLRG2,0
RAB19;RAB43,113137599
SH3D21,0
XIRP2,0
POTEF;POTEI;POTEJ;ACTB;ACTG1;POTEE;POTEKP,114470199
POTEF;POTEI;ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1;POTEE,113375399
POTEF;ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1;ACTBL2;POTEE;POTEKP,149306999
CCDC151,0
CNOT1,0
ARHGEF35,340924297
ARHGEF35;ARHGEF5,129120999
BDP1,127975999
CCDC88B,121776999
FAM83G,0
PALM3,112998599
SOWAHB,113161199
ZNF316,301328998
TLCD2,112012999
CCDC69,111168839
WTIP,0
PCNXL2,461060997
CCDC85C,0
PCP4L1,112440199
TRIM64C,0
BTBD11,113078799
ZSWIM8,115880899
ARHGAP32,342259497
DISP2,0
TBKBP1,111312429
POM121C,479621397
POM121C;POM121B;POM121,0
POM121C;POM121,116286099
EFCAB7,0
NEURL1B,0
NCF1C;NCF1;NCF1B,111985399
FAM171A2,0
WASH4P;WASH1;WASH3P;WASH2P,0
WASH4P;WASH1;WASH3P;WASH2P;WASH6P,111706899
COL6A5,0
MYO1G,227793998
MYO9A,114428699
SMIM1,353891497
TMEM229A,0
PPP1R3G,0
TMEM238,0
FAM195B,0
NACA,312426998
CNKSR3,0
CNKSR3;IPCEF1,233849998
AGPS,114947699
KIF2A,130301999
DDX39A;DDX39B,0
PDLIM1,113286299
MYO1C,224218978
SNAP23,358778397
FXYD1,0
GTPBP1,0
STXBP3,0
ARVCF,493767597
SMAP,365195999
RAB27B;RAB27A,111648599
AP3B1,245755999
SULT2B1,0
NFKBIE,0
PSMD11,132510999
MEN1,129631999
CBX4,118331199
SUPT5H,252734998
DFFA,120601999
RFXAP,111385019
HIP1,113399799
CLIC1,0
EIF3F,0
WWP2,119176999
ARNTL,117716699
PIK3CD,0
PDHX,0
QSOX1,0
FOXN3,115441899
IPO5,115282699
EEF2K,350372897
EML1,0
DNM1L,125074999
PIK3C2A,116556399
LST1,115069499
GOLIM4,251275998
MEIS1,131241999
ELL2,0
BTN3A1,0
BIN1,351727297
CLDN5,0
KPNA3,242663498
STK25;STK26;STK24,0
BCL9,343732997
LAD1,942405594
EBAG9,258485999
SDCBP,358848297
PITPNM1,341696897
MPHOSPH10,522754897
NOP56,651566096
PEX12,0
KPNA4,113004199
NFIB,237531198
ACACB,0
SCD,0
PPAP2A,0
PPAP2B,113919899
ARID1A,466441117
BHLHE40,0
C2CD2L,0
FCHO1,0
TRAFD1,157468999
HSPB6,0
CIT,111540399
COPE,115271599
CDC42EP2,0
AP3D1,240404498
ENPP3,0
ABLIM1,1634423592
DVL1,0
DVL1;DVL1P1,0
CHD1,0
CHD2,234748198
STX16,113873599
EI24,111318919
TP53I11,617305999
KMT2D,1679168180
RGPD8;RGPD5,0
RGPD8;RGPD5;RGPD1;RGPD2,114301699
RGPD8;RGPD5;RGPD1;RGPD2;RANBP2;RGPD4;RGPD3,240170498
RGPD8;RGPD5;RANBP2;RGPD4;RGPD3,542890997
PDCD5,0
SLC9A3R1,819381895
NRP1,0
TNPO2,112456399
APOL1,228151498
UNC13B,344489697
RASGRF2,111940399
SCAMP3,422897998
BACH1,238070798
BCKDK,425782498
IRF6,112420599
GIPC1,0
IKBKB,0
RGS12,119486499
CASK,113718799
PPP1R12A,733392795
GAK,242001498
ZNF263,0
HNRNPDL,133309999
XPO1,0
ARHGEF10,115927999
ZNF609,585562556
ZNF646,0
PDZD2,343359497
SPTBN2,0
MAST4,341809397
SEC16A,1169697994
PLXNB2,111946899
AREL1,0
KHNYN,0
U2SURP,254784198
SETD1A,375757397
SYNJ2,114215099
SYNM,582812796
KIAA0355,0
MCF2L,347971297
DCLK1,237639498
ARHGEF11,1647924490
FYB,0
TBX3,0
SCAMP2,962395999
ARPC1B,119243899
BET1,135016999
TRIM24,248909798
PGRMC2,673651297
CTDSPL,0
SMAD9;SMAD1,0
RGL2,111794299
NKRF,0
ZNF185,515173997
CASC3,234251098
RER1,350780998
ATXN7,0
MID1,0
MID1;MID2,113255999
INPPL1,239172498
SLC16A4,119543899
HDAC3,138747999
SIGLEC5,0
STX7,476770697
TOX3,0
FOXP2,0
TNRC18,234371298
SLC16A3,159633999
SLC31A2,0
ABCC3,435054897
ABCC4,242185198
ABCC5,0
CD3EAP,0
MSH4,0
PER1,115436399
RNF113A,236364598
KDM6A,115424899
CLDN3,473585997
FFAR2,0
ZZEF1,123512999
ASAP2,111878099
RRP8,239902198
PJA2,228929698
SIPA1L1,576625796
ARHGAP6,0
PHF1,0
GPR39,0
SEPTIN4,168715999
DYNC1LI2,233716198
PSMD3,0
SART1,515845999
SPINT2,124729999
HSPA12A,0
CCP110,116183399
ADCY6,228838698
CTIF,128861999
PPIP5K2,240426698
MAP3K7,252595698
RIPK2,112381199
RASA4;RASA4B,0
WDR62,0
PRPF3,208309999
TXNL1,0
TPD52L2,502948097
SYNJ1,0
EIF4G3,233541798
CBFA2T2,342244097
AKR7A2,0
EPB41L2,941597594
TGOLN2,774241895
WIPF1,0
ATP8B1,0
FOXO3,0
SMAD6,0
SGCE,113920999
LAT,114386399
RGS14,121868999
RNF13,228151398
AKAP10,0
SYT7,0
DENR,122385999
SPRY2,0
DNPH1,0
CHMP2A,113778699
RGS10,111304519
BUB3,227594698
AKAP7,0
ACTN4,116008799
ACTN4;ACTN1,111308209
ACTN4;ACTN1;ACTN3;ACTN2,0
PRKAB2,322520798
STX6,115574599
SYNGR2,131562999
SGTA,113539499
ENSA,114959499
ENSA;ARPP19,0
STRN,341267997
RRP9,348406697
C21orf2,0
AKAP8,341032097
ZBTB14,0
NRD1,118216499
CALU,129931999
AHCYL1,113888299
KIF1C,236607598
TYROBP,121388999
FIGF,0
PEX1,119518299
RAD21,111767299
TIMM8A,115189899
KALRN,0
DHX16,391047997
SSSCA1,0
PPP1R12B,111669599
BNIP3L,894095695
SH3BP5,0
PLIN1,0
BAI3,111460299
MED14,229082898
PCDH7,0
PRPSAP2,147911999
SMARCA5,114171699
GPRIN2,0
SPAG9,1100346696
SUSD5,0
MGRN1,112393299
SIPA1L3,223208098
ZFC3H1,115739999
TRAK2,0
LZTS3,231326398
KIAA0556,226727798
AQR,0
MAST3,338311397
ATP10A,0
ZEB2,117592299
MCM3AP,116125399
KIF1B,591467096
KDM1A,493319297
TBC1D4,226903498
FZD6,226634898
HBP1,0
PPL,534249997
EVI5,118099199
LY75,0
PLXNC1,349887298
MPZL2,0
ACSL4,0
SNX3,120609999
DOK2,113199199
STX10,231291348
MGEA5,243486798
ADCY9,354752097
SORBS3,447491897
EIF4EBP3,0
NEMF,229881798
GMDS,0
NMT2,116881299
GREM1,117130299
EIF4E2,116497199
CCNT2,348657477
SELENOF,0
PDE8A,0
PDE8A;PDE8B,111788199
PLIN3,113787899
SLC16A7,0
MAFK,112659499
PRMT3,0
KPNA6,111984399
UGDH,117372599
