GeneID,Intensity.LUAD_phos_09N
TCP1,114850772
PTPN1,0
ARF4,0
PTPRA,114820472
NELFE,117558072
LAG3,0
PGAM1,227291144
PGAM1;PGAM4,121143972
RCC1,148894972
SDC1,0
LIG1,0
XRCC1,0
PAM,0
MYL12A;MYL12B;MYL9,259591944
PLCG1,0
NCL,0
ELK1,0
TRIM21,0
TFEB,0
TFE3,113861672
SLC9A1,531756489
ITIH2,116806072
NFKB1,0
NCF2,0
TYMP,0
ATP2B1,116411772
ATP2B1;ATP2B2,0
EIF2S2,135457972
CD33,0
TPSB2;TPSAB1;TPSD1,230834544
CD22,0
RAB4A,110224152
RAB6A,0
MX2,0
LMNB1,0
LMNB1;LMNB2,140243972
HOXA5,0
BCL3,0
CAST,638675462
PTMS,236313344
CDK11B,115594372
CDK11B;CDK11A,485605389
CSRP1,128945972
FLNA;FLNC,0
NF1,113324872
MAOA,115318172
S1PR1,112915772
TNFAIP3,0
TAF1,0
C5AR1,139296972
TBXA2R,124645972
MSR1,120417972
VDAC1,128790972
ERBB3,240920144
TGM2,136706972
OSBP,898902734
FBL,0
CDH3,0
PAICS,0
SCP2,0
UBA1,111057972
ENPP1,120257972
FGFR4,0
HIST1H1T,0
HNRNPA2B1,0
RFX1,0
CBL,0
PRKACB,110981172
MRC1,0
FBLN1,134421972
TCEA1,173619972
SFPQ,0
KEL,0
HRC,111391572
RPS3,122984972
PTPRG,117886372
PTPRZ1,0
SP100,738591834
MCC,0
NFYA,0
CFL1,137698972
EIF4B,0
ATP2B4,231847144
PAX7,0
EEF1B2,174636972
AKAP5,0
IGFBP5,0
PRKCH,114430072
TNC,132721972
POLR2A,576144562
APC,0
ADRBK1,0
PTAFR,0
F2R,0
MCM3,114340372
BRD2,0
FAS,0
YY1,224816944
DNAJB1;DNAJB4,0
DNAJB2,0
ATP5A1,0
PSMA3,189649972
MSN,341209817
PTPN3,0
DNMT1,0
U2AF2,249744444
RPL13,0
PTBP1,110801672
ZFP36,0
PLN,130543972
IL3RA,0
STOM,0
MAPK3,254449944
MARK3,0
MARK3;MARK2;MARK4;MARK1,132505972
ARNT,113530872
RPA1,0
DCK,0
CAD,236336844
CALR,0
PDE4A,0
MAP4,978106206
PIK3R1,0
PSMA5,112786272
HLA-DMB,0
CHAT,0
TEAD1,0
SMARCA1,0
MAPK1,251786944
ERCC5,134233972
GRN,0
PTPRM,0
EPHA2,0
EPHB2,0
PTPN6,110925872
SHC1,0
ARID4A,112032472
KDM5A,114847372
TKT,0
NOS3,0
LMOD1,629603662
OAS2,0
MARCKS,569622189
AQP1,155061972
PRDX6,0
PEBP1,193112972
FCER1G,118294772
CDC25B,0
NKTR,113914772
NMT1,0
HLA-F,115968172
LRPAP1,0
ADSL,112251172
CLIP1,0
CLIP1;CLIP2,254318644
PRKAR1B,113076872
PRKAR2B,399854972
RRM2,0
SDC4,112922972
HIVEP2,0
SLC6A4,137228972
AKT1,0
AKT1;AKT2;AKT3,0
AKT2,112108672
HNRNPH3,0
HNRNPH1,0
HNRNPH1;HNRNPF,0
HNRNPH1;HNRNPH2,153011972
STIP1,0
S100A11,112609872
VIPR1,223929144
CCR1,361833717
PYCR1,0
SLC8A1,0
ELF1,0
ICAM3,0
ACSL1,0
KIF5B,0
CSTF2,0
ABCC1,0
SDC2,0
EVI2B,113347872
EPHX2,0
HSPA4,0
CTNNA1,1429838319
CTNNA1;CTNNA2,893954917
CTNNB1,1113253862
BMI1,0
NF2,0
RDX,0
RFC1,111446072
GTF2F1,110918672
SPR,0
HRH1,0
PTGER4,0
THBS2,0
FBN1,315869944
IRS1,0
MYH10,1168707807
MYH10;MYH11,0
COPB2,306714972
ADD1,1117802562
ADD1;ADD2;ADD3,115515972
BSG,119143472
NUP214,125067972
HNF1B,0
SOX5,0
SOX5;SOX6,0
SLC16A2,119633772
GJA5,0
MAP2K2,224954972
MAP2K2;MAP2K1,0
CPOX,0
RPL4,0
PGM1,117433472
ACVR1B,0
GNL1,115766072
ACVRL1,435014517
TGFBR2,118876172
HPCAL1;HPCA;NCALD,126093972
ZEB1,0
TAGLN2,596314972
TALDO1,138059972
RBMX,0
RBMX;RBMXL1,116568872
COIL,0
EIF4A3,0
COL18A1,0
CAPG,115131672
CAP2,0
IL6ST,113109372
TXLNA,114361572
PSMB10,0
PBX2,0
MLH1,0
STAT3,174030972
USP8,246198944
PEX19,0
MDH1,110009682
ETV3,0
CASR,0
BCL6,0
CETN2,155832972
ETV6,235814744
NAA10,0
KDM5C,0
PPP1R2,0
PPP1R2;PPP1R2P3,244715944
MAP3K8,113700372
SLC19A1,0
PRKCI,116733772
ELK3,0
TMPO,571486417
STAT1,0
STAT5A;STAT5B,113832172
ARHGAP25,0
MTOR,124813972
PI4KA,111110372
EPS15,462466889
CASP2,0
RPS27,0
ABL2,0
FRK,0
HELZ,0
RBM34,0
WAS,0
HTT,118312372
SLC1A1,0
SLC1A4,0
MCAM,128529972
DCC,0
MATR3,597632522
GRK6;GRK5,266239944
GPD2,0
SSR1,0
RANBP1,111209272
PSMC4,0
NKX2-1,121457972
VDAC2,122109972
CBX5,0
USP5,0
MAP2K4,0
MKI67,0
PHKA2,118844472
PHKA1,0
NOP2,0
ATRX,366865917
CRK,0
BAG6,376465117
NSF,0
MAP2K3,0
MAP2K3;MAP2K6,114965572
RPS10;RPS10P5,0
NEDD4,0
YAP1,439268017
UTRN,369979017
IQGAP1,347843717
PLA2G4A,120444972
RAP1GAP,0
CAPZA2,0
CAPZB,223951544
SCTR,0
ZFP36L2,0
LIMS1,111785672
LEPR,0
RFX2,0
RFX5,115170172
ARCN1,0
IFNAR2,0
TRAPPC10,111530772
PRRC2A,340052417
GSS,0
PTDSS1,111608872
CSNK1D,0
CD97,119382872
MARCKSL1,112988072
PXN,470868589
NR2C2,0
SLC11A1,0
NASP,114434272
FMO5,0
FASN,0
FNTA,112113372
FNTB,0
CCT3,0
ARRB1,354035944
CYB561,0
CENPA,259620944
CENPF,0
PCYT1A,227632844
PCYT1A;PCYT1B,0
HARS2,0
MCM2,0
YLPM1,0
RBM25,291789044
NUMB,110968772
CLK1,122121972
CLK1;CLK4,0
CLK2,0
CLK3,110777132
PSEN1,118581672
EIF2B2,0
NUP153,112763372
RANBP2,742901384
RANBP2;RGPD4,0
RANBP2;RGPD4;RGPD3,0
RGS19,0
RGS3,224982044
PSEN2,0
TSC2,0
GSK3A;GSK3B,171411972
GSK3B,0
TAF6,0
NT5C2,112150572
SEPHS1,0
SEPP1,113210272
GMPS,0
LIG3,110588812
MRE11A,0
GNG10,111000972
EMD,0
SLC26A2,0
SERPINH1,0
PDLIM4,133347972
PEX5,0
ERF,0
VASP,166281972
DNM2,0
CDK7,127762972
HLCS,0
CDK9,0
LRBA,360897117
BCAM,229747944
CCT8,0
PAPOLA,0
FXR1,0
FXR2,0
RAB7A,128294972
RAB9A,0
RAB27A,0
SCNN1B,0
PLCD1,126414972
DAP,0
MMP15,0
NOVA1,0
ZNF84,0
SMARCA2,481423689
SMARCA4,0
BCAP31,0
P2RX1,0
TPMT,118133772
RENBP,114383372
MECP2,755477717
HCFC1,0
CAV2,545878917
ALDH3A2,0
HSD17B4,125428972
GPM6A,0
KCNQ1,0
CLCN7,235820344
VAMP7,0
RPS6KA3,463509489
RPS6KA3;RPS6KA6;RPS6KA1,113763172
PRELP,0
CCNH,0
MNAT1,0
NEK4,0
HNRNPA3,0
PGD,0
HNRNPM,0
KPNA2,0
NCBP2,0
JAK3,0
ARHGDIA,0
SLC7A2,0
AGFG1,113908372
HNRNPF,0
STAT2,0
MSH6,237437644
KIF11,0
VAV2,113115572
RBM5,244942644
EFNB2,0
DGKQ,0
CAPZA1,0
HMGA2,0
CRIP2,0
NUP98,141720972
BLVRA,0
SLC25A1,0
DAPK1,0
ARFIP2,0
ARFIP1,0
ACLY,255851944
MVD,0
COPA,0
RCAN1;RCAN3,0
SMTN,0
SLC16A1,119063672
IST1,0
SUB1,0
CLNS1A,132775972
HIRA,0
ATXN3,0
ATXN1,0
ATN1,111877372
TERF1,124646972
PMS2,0
USP14,136031972
PRKAA2,0
PRKAA2;PRKAA1,117405772
RAD23A,235804972
RAD23B,124795972
EPHB4,114223172
AK2,0
NAPA,0
AIF1,163461972
EIF5,0
SLC12A2,223834344
PSMD4,0
VCP,0
MFAP1,941836406
AQP4,426914717
NCKAP1L,0
MLLT4,625637362
MLLT6,114669072
ELL,0
BRPF1,0
NAP1L1,0
ADAR,226283044
LAMB2,111433672
CDH6,123837972
CDH11,153272972
FOXA1,236375244
TPD52,240417544
PKNOX1,0
HNRNPH2,0
EIF3B,0
FCGRT,0
MARS,0
AP1S2,0
HDAC4,128479972
CLDN12,0
CLDN18,225225844
BCAR1,0
STX17,111842972
SIK1;LOC102724428,0
RWDD2B,111458372
UBASH3A,0
WDR4,0
TBX4,0
EVC,0
KLF3,0
RAB38,0
CORO7,111553972
CLDN2,0
NUP107,0
SNX16,0
EEFSEC,0
SESN2,0
EPPK1,118514772
MLF1,113030072
FAM3B,0
EVA1C,0
GNG2,0
TPI1,120508972
SEC61B,197656972
PTEN,0
ACTB,0
ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1,223775944
ACTB;ACTG1,113841472
ACTB;ACTG1;POTEE,0
RPS20,0
DSTN,232008944
RAB8A,235006644
RAB4B,0
RAB2A;RAB2B,0
CXCR4,0
RAB14,119767072
ZC3H6,0
ACTR2,0
RAP1B;RAP1A,0
MAX,0
RPS3A,0
MAGOH;MAGOHB,0
SEC61A1,123381972
STXBP1,114739172
COPZ1,0
UFM1,0
AP1S1,0
HNRNPK,366965217
RRAS2,0
RPS8,0
YWHAE,126801972
RPS29,0
TMSB4X,122236972
SELT,0
RAB11A,0
RAB11A;RAB11B,0
CNBP,0
ACTA2;ACTG2;ACTC1;ACTA1,0
RPS6,0
HIST1H4A,143541972
HIST1H2BC;H2BFS;HIST1H2BK;HIST1H2BM;HIST1H2BL;HIST1H2BO;HIST1H2BD;HIST1H2BH;HIST2H2BF;HIST3H2BB;HIST1H2BA;HIST1H2BN,0
HIST1H2BC;H2BFS;HIST1H2BK;HIST1H2BM;HIST1H2BL;HIST1H2BD;HIST1H2BH;HIST2H2BF;HIST1H2BN,0
RAB1A,0
RAN,111033472
GNB1,0
GNB2;GNB4,111714172
UBA52;RPS27A;UBB;UBC,111232972
TRA2B,725968362
TRA2B;TRA2A,257876944
AP2B1,0
VAMP2;VAMP1;VAMP3,124728972
VAMP2;VAMP3,235672144
GNAS,111706872
YWHAZ,111230772
SUMO1,240614972
SKP1,0
GNG5,227411414
TMSB10,0
YBX1,111455972
CSNK2B,0
TPM4,0
TUBA1B;TUBA4A,0
TUBA1B;TUBA1A;TUBA3E;TUBA1C,0
PAFAH1B2,0
HIST1H3A;H3F3A;HIST3H3;HIST2H3A,118363272
HIST1H3A;H3F3C;H3F3A;HIST3H3;HIST2H3A,0
HBB,127513972
NOMO3;NOMO2,0
HBG1,0
HBG1;HBG2,0
HBA1,239326644
CXADR,0
FAM193A,0
SH3BP2,0
NOP14,0
RBM6,0
EIF4G2,0
RPP30,0
GTF2I,0
SRPK2,230762444
PHC1,0
