GeneID,Intensity.LUAD_phos_04N
RBM47,0
E2F8,0
UBA6,131554545
ESYT2,700509876
ESYT3,132031155
MED19,0
UHRF1BP1L,265246510
KIAA1598,401168695
LNP1,0
ARHGAP10,131555655
CCDC64B,131978955
MEX3A,0
C1orf226,267960910
PLEKHG3,526569101
SH3PXD2B,0
FRMD3,0
CXorf23,0
NBAS,272459310
TESPA1,0
KIAA1467,0
DENND3,132097155
SBNO1,0
KLRG2,131431855
RAB19;RAB43,0
SH3D21,0
XIRP2,0
POTEF;POTEI;POTEJ;ACTB;ACTG1;POTEE;POTEKP,132443555
POTEF;POTEI;ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1;POTEE,131493115
POTEF;ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1;ACTBL2;POTEE;POTEKP,280406410
CCDC151,0
CNOT1,0
ARHGEF35,131708365
ARHGEF35;ARHGEF5,0
BDP1,133303455
CCDC88B,137912955
FAM83G,131117945
PALM3,396860865
SOWAHB,0
ZNF316,278865810
TLCD2,131515195
CCDC69,0
WTIP,0
PCNXL2,0
CCDC85C,0
PCP4L1,0
TRIM64C,0
BTBD11,0
ZSWIM8,0
ARHGAP32,133150055
DISP2,0
TBKBP1,0
POM121C,528613921
POM121C;POM121B;POM121,0
POM121C;POM121,0
EFCAB7,0
NEURL1B,0
NCF1C;NCF1;NCF1B,264273310
FAM171A2,0
WASH4P;WASH1;WASH3P;WASH2P,0
WASH4P;WASH1;WASH3P;WASH2P;WASH6P,0
COL6A5,138358355
MYO1G,0
MYO9A,530050771
SMIM1,424086965
TMEM229A,0
PPP1R3G,135353855
TMEM238,0
FAM195B,0
NACA,141331655
CNKSR3,0
CNKSR3;IPCEF1,132380755
AGPS,133283755
KIF2A,0
DDX39A;DDX39B,0
PDLIM1,133485555
MYO1C,268930460
SNAP23,529222181
FXYD1,0
GTPBP1,132887655
STXBP3,0
ARVCF,533931621
SMAP,249410655
RAB27B;RAB27A,0
AP3B1,169006655
SULT2B1,132048555
NFKBIE,131659745
PSMD11,0
MEN1,134250455
CBX4,133807655
SUPT5H,401399165
DFFA,0
RFXAP,131329715
HIP1,0
CLIC1,0
EIF3F,266337910
WWP2,0
ARNTL,0
PIK3CD,0
PDHX,0
QSOX1,0
FOXN3,0
IPO5,0
EEF2K,265778510
EML1,0
DNM1L,137034155
PIK3C2A,131734855
LST1,264535350
GOLIM4,267918470
MEIS1,140787655
ELL2,0
BTN3A1,0
BIN1,409651465
CLDN5,165739655
KPNA3,150105655
STK25;STK26;STK24,132229655
BCL9,264428500
LAD1,132672955
EBAG9,264710655
SDCBP,132398855
PITPNM1,264128710
MPHOSPH10,265465010
NOP56,571518621
PEX12,182587655
KPNA4,136996155
NFIB,552230121
ACACB,0
SCD,0
PPAP2A,0
PPAP2B,134041155
ARID1A,403483465
BHLHE40,131776155
C2CD2L,143385655
FCHO1,131295755
TRAFD1,142202655
HSPB6,353121710
CIT,0
COPE,131620545
CDC42EP2,134356355
AP3D1,140705955
ENPP3,0
ABLIM1,1711524908
DVL1,0
DVL1;DVL1P1,131495775
CHD1,0
CHD2,402836165
STX16,0
EI24,267157880
TP53I11,173997655
KMT2D,1740745519
RGPD8;RGPD5,0
RGPD8;RGPD5;RGPD1;RGPD2,0
RGPD8;RGPD5;RGPD1;RGPD2;RANBP2;RGPD4;RGPD3,133899055
RGPD8;RGPD5;RANBP2;RGPD4;RGPD3,401567965
PDCD5,0
SLC9A3R1,302672310
NRP1,0
TNPO2,0
APOL1,274692210
UNC13B,275617510
RASGRF2,0
SCAMP3,299794310
BACH1,135553355
BCKDK,0
IRF6,0
GIPC1,0
IKBKB,0
RGS12,133202355
CASK,131114765
PPP1R12A,680327886
GAK,265654610
ZNF263,0
HNRNPDL,136380055
XPO1,0
ARHGEF10,265268070
ZNF609,666155126
ZNF646,131937455
PDZD2,801729931
SPTBN2,0
MAST4,263369770
SEC16A,695294576
PLXNB2,0
AREL1,0
KHNYN,0
U2SURP,399121105
SETD1A,803914101
SYNJ2,0
SYNM,1128729302
KIAA0355,131564005
MCF2L,274271210
DCLK1,0
ARHGEF11,1334274133
FYB,0
TBX3,394912805
SCAMP2,184156655
ARPC1B,0
BET1,137147255
TRIM24,0
PGRMC2,662059265
CTDSPL,131472725
SMAD9;SMAD1,0
RGL2,0
NKRF,0
ZNF185,832587461
CASC3,266428610
RER1,153006655
ATXN7,0
MID1,0
MID1;MID2,0
INPPL1,265629080
SLC16A4,0
HDAC3,132178555
SIGLEC5,0
STX7,402233465
TOX3,0
FOXP2,0
TNRC18,399522905
SLC16A3,132454955
SLC31A2,0
ABCC3,0
ABCC4,277549410
ABCC5,0
CD3EAP,0
MSH4,0
PER1,532953591
RNF113A,0
KDM6A,0
CLDN3,0
FFAR2,0
ZZEF1,134094755
ASAP2,265926610
RRP8,0
PJA2,131695445
SIPA1L1,408204905
ARHGAP6,263230770
PHF1,0
GPR39,264288510
SEPTIN4,269296610
DYNC1LI2,132495155
PSMD3,0
SART1,195759655
SPINT2,0
HSPA12A,132417755
CCP110,133821955
ADCY6,266809510
CTIF,268299310
PPIP5K2,132453155
MAP3K7,272998010
RIPK2,0
RASA4;RASA4B,134527655
WDR62,0
PRPF3,142030655
TXNL1,0
TPD52L2,540884021
SYNJ1,140487355
EIF4G3,266338410
CBFA2T2,132119155
AKR7A2,132842355
EPB41L2,1085889242
TGOLN2,420439465
WIPF1,0
ATP8B1,0
FOXO3,131902455
SMAD6,0
SGCE,0
LAT,131191985
RGS14,0
RNF13,0
AKAP10,0
SYT7,0
DENR,133148255
SPRY2,133071555
DNPH1,0
CHMP2A,0
RGS10,0
BUB3,0
AKAP7,0
ACTN4,265122290
ACTN4;ACTN1,0
ACTN4;ACTN1;ACTN3;ACTN2,135043455
PRKAB2,139594855
STX6,132215355
SYNGR2,134251055
SGTA,0
ENSA,0
ENSA;ARPP19,0
STRN,137552755
RRP9,0
C21orf2,131608145
AKAP8,406382465
ZBTB14,131591115
NRD1,133336455
CALU,0
AHCYL1,0
KIF1C,276181310
TYROBP,131522875
FIGF,0
PEX1,132658355
RAD21,131931655
TIMM8A,0
KALRN,0
DHX16,130978725
SSSCA1,0
PPP1R12B,262784620
BNIP3L,678075176
SH3BP5,131675415
PLIN1,132089555
BAI3,0
MED14,135040255
PCDH7,131973855
PRPSAP2,132466055
SMARCA5,132541155
GPRIN2,132174355
SPAG9,932743861
SUSD5,0
MGRN1,131290925
SIPA1L3,264489810
ZFC3H1,399430465
TRAK2,0
LZTS3,0
KIAA0556,131300405
AQR,0
MAST3,0
ATP10A,0
ZEB2,268380310
MCM3AP,136583455
KIF1B,398939555
KDM1A,267695960
TBC1D4,544338621
FZD6,133652655
HBP1,0
PPL,587037821
EVI5,131875255
LY75,0
PLXNC1,149869655
MPZL2,0
ACSL4,0
SNX3,133831155
DOK2,132462355
STX10,0
MGEA5,137676455
ADCY9,396198355
SORBS3,992730531
EIF4EBP3,0
NEMF,263583820
GMDS,0
NMT2,132564955
GREM1,0
EIF4E2,0
CCNT2,262185540
SELENOF,0
PDE8A,0
PDE8A;PDE8B,0
PLIN3,131646995
SLC16A7,131062595
MAFK,0
PRMT3,0
KPNA6,0
UGDH,130865155
LPXN,0
SNX2,418926445
DPM1,0
USO1,141732655
TOM1,408990065
PFKFB2,264701810
EIF5B,708188276
GAS7,135857155
BRD4,282925110
OPHN1,0
PPP1R11,537249821
RNASEH1,0
NBN,131470305
NOL3,132318755
DTNB,0
LILRB3,268831210
LILRB5,137140455
MITF,0
SRGAP2,0
SRGAP2;SRGAP2B;SRGAP2C,132393255
NOS1AP,0
IGSF3,134969855
DENND4B,0
TMCC2,138682755
CBFA2T3,131765255
LRP4,0
LDB3,0
N4BP1,131219655
ROCK2,0
CLASP2,139854955
COBL,398325965
CPNE3,144865655
ZBED4,0
DEPDC5,0
ATG13,0
OBSL1,0
PHF2,975961187
PHF2;PHF8,0
ZC3H11A,263554610
RAB11FIP3,0
SOCS5,0
NPHP4,0
PHACTR2,141534655
PPP6R2,263542610
CNOT3,0
ANKRD17,263116900
SIN3B,0
DNAJB6,0
SNN,0
VPS4B,133085055
VPS4B;VPS4A,0
ENTPD3,0
ZNF217,132014255
H2AFY,278384310
FLNB,285503310
NCOR1,1204508698
VAMP4,142629655
PEX14,398464495
TRIM3,0
ULK1,656587656
SLC43A1,131259145
SEC22B,415412210
DEAF1,0
PRPF40A,263302860
TACC1,548990301
GIGYF1,263126180
LRCH4,267251910
SAP30,0
MED24,139595055
KATNA1,0
ERN1,0
PSIP1,1170063462
SRSF10,288957410
CLDN11,132451955
TNFRSF21,0
TADA3,0
SF3B1,682538106
WBP4,0
SKAP2,133075555
PRKRA,311619990
RPS6KA5,0
MYCBP2,940273587
NPM3,0
PRDM1,0
REM1,132383555
SNRNP200,210382655
OFD1,131005295
TOM1L1,133366955
RPS6KA4,135306555
SURF6,0
UTP20,0
NUP155,136462855
TCEA3,0
PALM,131871255
GRAP2,136307755
CAPN15,0
BCAR3,0
EIF3G,0
EIF3J,410417385
PPP1R37,0
DGAT1,0
CCNK,133358455
DYSF,0
PIAS1,135630555
FLOT1,0
TRIO,266295910
MPDZ,395458165
CPD,264925710
SASH3,0
GLRX3,0
RSL1D1,153951655
WFS1,133865255
NEBL,326125310
RNF8,131040525
PDE5A,139422055
ZFAND5,131543855
SRP72,272104310
RECQL5,133355755
URI1,131046475
STK17B,0
ECM2,131457705
MTA2,0
USP1,0
STK10,564068341
PRKD3,270895910
PRKD3;PRKD1,270304110
GFPT2,131776855
TPPP,146793655
KBTBD11,266100410
ATP10B,0
TOMM70A,201514655
MYO1D,0
TOX4,0
MICAL2,0
KIAA0754,264990890
SUPT7L,134225855
FCHSD2,0
UFL1,0
SORBS2,1049758887
TMCC1,405694975
PHF14,398519315
SASH1,1234772078
TMEM63A,263110830
FARP2,394198345
UBXN7,267404810
SUN1,133428855
PROSC,133792355
PRPF6,264443810
PCF11,263903180
FRYL,132789555
CDK14,0
GLCE,0
ABLIM3,1374652533
KDM4B,0
KDM4B;KDM4E;KDM4C,0
SLCO2B1,142448655
WDR47,131942955
TRIM37,0
SEC31A,597144121
CEP152,131603185
FAM13A,0
ARHGEF15,0
TJP3,686263476
YIF1A,0
UBR5,408094295
FSBP,0
SCAF4,0
UBE4B,265715930
SCEL,697559576
VAMP5,275061610
RTN3,133481555
ZNF205,535161310
EPN2,406558165
STBD1,146502655
ZRANB2,542933965
LUC7L3,131798855
KIF20A,0
MBD4,0
SBF1,0
KAT7,531638861
ABCC6,0
PDE8B,132672855
KCNK5,0
VAPB,536001921
SNAPIN,0
MPZL1,395464455
PGLS,0
TACC2,845293731
TRIM16,132472255
ZBTB7A,300918810
MAP3K6,265725710
SLU7,273678110
PGM3,0
RAPGEF3,131342505
CD2BP2,296598510
MED26,131882155
ZFYVE9,133734555
SVIL,1782684019
BAG4,0
SLC34A2,133502455
PARN,0
FMNL1,607390961
CLDN7,0
ABCA1,0
SEC24B,265081220
LPHN2,401018965
CBX6,131338995
NADK,131577805
SFT2D2,0
ACSL3,0
POLR1A,0
PCNT,263460540
CNOT4,132080455
NFATC1,132148355
ASMTL,138809355
CDS2,318155410
FGFR1OP,135645355
PPP1R3D,0
BRD1,0
POP4,0
HERC2,0
HERC2;HERC2P3,131817955
OXSR1,136765655
PTBP3,0
STARD3NL,273286410
WIZ,395965875
DDX58,131389065
STAU1,0
TMEM50A,131023575
BAG2,0
BAG3,148170655
MAP4K4,136626155
AIFM1,132986655
LATS1,133952455
TSPAN13,0
ABHD16A,265504510
C6orf47,263025680
EOMES,0
S1PR4,0
BCL10,131905955
MOCS2,131237145
PEX11B,0
PAK4,415972765
CHEK2,0
APBA3,0
LDHA,0
ALDH1A1,263013310
CYB5R3,131574875
PNP,132558755
ABL1,132275655
EGFR,553422251
PGK1,135782555
AK1,132522955
F9,135538855
PLG,0
CA1,0
CA2,0
SERPINC1,154201655
SERPINA1,0
KNG1,195064655
FOS,0
MYC;MYCN,0
PIGR,151819655
HLA-B,138005355
HLA-DRB1;HLA-DRB3,131793455
HBD,0
HBD;HBB,0
COL1A1,0
SPTA1,132511755
APOE,0
APOA2,135148255
FGB,0
MBP,0
GYPA,421590565
SLC4A1,498254965
FN1,137602155
AHSG,146545655
TFRC,0
FTH1,286855910
VTN,131260025
HMGCR,0
CAT,135269455
RAF1,265574410
RAF1;ARAF,143987655
ALDOA,422405055
ANXA1,134803755
APOB,137648555
NR3C1,135972955
TK1,0
CD74,134133755
SEMG1;SEMG2,0
GAPDH,0
ERBB2,143268655
TP53,0
SLC4A2,277173010
GYPC,0
ATP1A1,133213755
ATP1A1;ATP1A3,131079035
ATP1A1;ATP1A3;ATP4A;ATP1A2,0
APP,0
HMGN1,429207165
PRKCG;PRKCB,217142655
SLC25A5;SLC25A4;SLC25A6,0
ALPL,132659155
ALPP;ALPPL2,132281155
EIF2S1,131094305
ICAM1,133253455
RPLP2,0
RPLP0;RPLP0P6,0
JUN,267392110
JUN;JUND,138036855
SSB,0
PRKCB,131293265
KRT18,857823731
UROD,0
FYN,0
GSN,0
RB1,131434905
PTMA,139104855
CDK1;CDK3;CDK2,0
ATP5B,0
S100A9,149800655
S100A6,0
APOA4,0
ENO1,132044755
ENO1;ENO3;ENO2,0
NPM1,528956065
TPM3,133105855
TPM3;TPM1,131608925
EPHX1,0
NEFM,0
CENPB,0
P4HB,0
FES,131329655
CSF1R,0
CTSD,0
ANXA2,131885355
ANXA2;ANXA2P2,1227516582
GP1BA,0
CAPN1,131630175
ADRB2,0
BPGM,0
APRT,132891555
EPRS,548003921
HNRNPC,480007965
UQCRH,131015625
YES1,0
LYN,271644910
SFTPB,0
GJB1,0
SP1,133146755
ZFY;ZFX,0
ANXA6,0
NGFR,0
ABCB1,0
SLC3A2,0
NR3C2,0
HSP90AB1;HSP90AB3P,221935655
SRPR,0
MME,301364310
PDHA1,288317910
PDHA1;PDHA2,336927310
PTPRC,209773655
MET,0
ADRB1,0
SNRNP70,140071255
HCK,0
ITGA5,132499955
NFIC,540111091
RPS17,133092055
ANXA5,0
RPSA,0
IL6R,131619175
ADRA2A,0
SNRPA,0
HOXD4,0
GSTA2;GSTA1;GSTA3,0
SNRPC,0
LGALS1,0
TPM1,268384210
CLTA,0
ANXA4,132377155
CNP,132093255
CD7,0
HMOX1,0
CSF1,0
PDGFRB,0
HNRNPA1,545356565
HNRNPA1;HNRNPA1L2,0
PARP1,0
ALDOC,131398985
TFPT,396730165
ATXN1L,397139955
POLR2M;GCOM2,132933855
SMIM13,0
RGPD1;RGPD2,131852955
RGPD1;RGPD2;RANBP2;RGPD4;RGPD3,0
HSPA1B;HSPA1A,0
HSPA1B;HSPA1A;HSPA6;HSPA7,0
PGBD3,0
GLI3,132217955
ZBTB48,0
GLI4,0
TROVE2,0
RRAS,131258645
ARAF,133363255
HIST1H1E,264703990
HIST1H1E;HIST1H1B;HIST1H1D;HIST1H1C;HIST1H1A,0
HIST1H1E;HIST1H1D,221512655
SPP1,131290115
PTPRF,0
NR2F6,0
NR2F1,0
MAPT,0
PRKAR1A,186926655
KIT,263108420
HSPD1,131545015
CLU,133831855
IRF1,0
HSPA5,0
MAP2,852151831
SLC2A1,0
SLC2A3,0
EPB41,527948961
PYGB,0
RALA,0
BCR,400216965
ERG,132148555
TOP1,0
TOP2A,0
G6PD,0
ESRRA,0
DMD,405201725
SFTPC,132250555
IGF2R,305109010
SRF,275815710
MS4A1,0
COL6A1,0
COL6A3,0
TPR,396761965
ANXA3,0
BCKDHA,393341310
SKI,131532035
ACTN1,0
ACE,0
CDH1,132301055
SRC,637048621
XRCC6,0
UNG,0
NR2C1,0
GP1BB,246250655
RNH1,271690120
CYBA,270508380
SCG2,0
CFTR,0
VCAN,571470421
ITGA4,134487355
CEACAM1,0
HLA-A,518900965
HLA-E,131593505
HLA-DRB4,0
LCP1,452712095
PLS3,131069815
APEH,131231065
GYS1,675312776
PRKAR2A,1059154966
CCDC130,131167475
CD99,131701115
PRKCSH,0
HCLS1,131857055
PKM,132505455
HSP90B1,131326925
SLC2A4,0
HNRNPL,0
DARS,0
ETS1,0
JUP,273431110
BRAF,134308555
PVR,0
PGAM2;PGAM1;PGAM4,131461795
IFNGR1,0
B4GALT1,0
EZR,268803210
ATF2,413557765
UCHL3,0
FOSL2,132300055
NME1;NME2;NME2P1,133813855
HIVEP1,0
RPS2,0
TCF4,136775455
TCF3,133224455
DSP,270269630
MUC1,265573110
CD44,159876655
ITGB4,0
SPN,738014566
CBR1,0
CREB1,0
PECAM1,133938455
