GeneID,Intensity.LUAD_phos_09T
PITPNM1,104144171
MPHOSPH10,467275084
NOP56,507968784
PEX12,0
KPNA4,0
NFIB,114548471
ACACB,0
SCD,123476471
PPAP2A,0
PPAP2B,101800051
ARID1A,343417713
BHLHE40,0
C2CD2L,0
FCHO1,0
TRAFD1,174192471
HSPB6,111903471
CIT,0
COPE,118050471
CDC42EP2,0
AP3D1,239013942
ENPP3,0
ABLIM1,961408068
DVL1,0
DVL1;DVL1P1,0
CHD1,0
CHD2,578926195
STX16,101584061
EI24,107115871
TP53I11,477539471
KMT2D,427776684
RGPD8;RGPD5,0
RGPD8;RGPD5;RGPD1;RGPD2,107101171
RGPD8;RGPD5;RGPD1;RGPD2;RANBP2;RGPD4;RGPD3,0
RGPD8;RGPD5;RANBP2;RGPD4;RGPD3,0
PDCD5,105992871
SLC9A3R1,386019113
NRP1,0
TNPO2,102736071
APOL1,212596442
UNC13B,0
RASGRF2,0
SCAMP3,130298471
BACH1,0
BCKDK,191558471
IRF6,104227971
GIPC1,0
IKBKB,0
RGS12,103011671
CASK,0
PPP1R12A,244154342
GAK,110382771
ZNF263,0
HNRNPDL,0
XPO1,0
ARHGEF10,0
ZNF609,105921971
ZNF646,0
PDZD2,102848971
SPTBN2,0
MAST4,103231371
SEC16A,1249589320
PLXNB2,0
AREL1,113793471
KHNYN,0
U2SURP,0
SETD1A,709947826
SYNJ2,216460942
SYNM,103854871
KIAA0355,0
MCF2L,103022571
DCLK1,205116342
ARHGEF11,636962426
FYB,0
TBX3,0
SCAMP2,311639471
ARPC1B,0
BET1,103160971
TRIM24,0
PGRMC2,311869842
CTDSPL,0
SMAD9;SMAD1,0
RGL2,0
NKRF,0
ZNF185,357486713
CASC3,0
RER1,256413942
ATXN7,0
MID1,0
MID1;MID2,0
INPPL1,109647871
SLC16A4,0
HDAC3,0
SIGLEC5,0
STX7,205826142
TOX3,0
FOXP2,0
TNRC18,106160471
SLC16A3,125216471
SLC31A2,0
ABCC3,0
ABCC4,113724471
ABCC5,0
CD3EAP,0
MSH4,0
PER1,0
RNF113A,0
KDM6A,0
CLDN3,225854842
FFAR2,0
ZZEF1,105406071
ASAP2,0
RRP8,0
PJA2,114753471
SIPA1L1,429738084
ARHGAP6,0
PHF1,0
GPR39,0
SEPTIN4,122045471
DYNC1LI2,238344442
PSMD3,0
SART1,309779471
SPINT2,105026471
HSPA12A,0
CCP110,114931471
ADCY6,0
CTIF,246650342
PPIP5K2,216090152
MAP3K7,233098342
RIPK2,104481271
RASA4;RASA4B,0
WDR62,0
PRPF3,134366471
TXNL1,103610871
TPD52L2,430187313
SYNJ1,0
EIF4G3,232802942
CBFA2T2,103690271
AKR7A2,0
EPB41L2,428707984
TGOLN2,392736113
WIPF1,103864071
ATP8B1,0
FOXO3,211689142
SMAD6,0
SGCE,0
LAT,0
RGS14,126643471
RNF13,0
AKAP10,0
SYT7,0
DENR,104334471
SPRY2,0
DNPH1,0
CHMP2A,0
RGS10,0
BUB3,0
AKAP7,0
ACTN4,101988471
ACTN4;ACTN1,0
ACTN4;ACTN1;ACTN3;ACTN2,113846471
PRKAB2,125709471
STX6,107836071
SYNGR2,111145471
SGTA,124768471
ENSA,104435371
ENSA;ARPP19,0
STRN,110632071
RRP9,106601871
C21orf2,0
AKAP8,331003613
ZBTB14,0
NRD1,261038942
CALU,201079471
AHCYL1,0
KIF1C,276394942
TYROBP,0
FIGF,0
PEX1,109650971
RAD21,103727671
TIMM8A,220678442
KALRN,0
DHX16,248073942
SSSCA1,0
PPP1R12B,0
BNIP3L,465888484
SH3BP5,0
PLIN1,0
BAI3,0
MED14,103216871
PCDH7,0
PRPSAP2,119557471
SMARCA5,216261442
GPRIN2,0
SPAG9,943324326
SUSD5,0
MGRN1,0
SIPA1L3,0
ZFC3H1,0
TRAK2,0
LZTS3,0
KIAA0556,0
AQR,0
MAST3,104144671
ATP10A,0
ZEB2,104246571
MCM3AP,105705071
KIF1B,317111513
KDM1A,211000142
TBC1D4,117654471
FZD6,0
HBP1,0
PPL,473356713
EVI5,111934471
LY75,0
PLXNC1,148710471
MPZL2,102127771
ACSL4,0
SNX3,0
DOK2,0
STX10,218640042
MGEA5,0
ADCY9,0
SORBS3,236618542
EIF4EBP3,0
NEMF,320761413
GMDS,0
NMT2,0
GREM1,126375471
EIF4E2,0
CCNT2,0
SELENOF,0
PDE8A,0
PDE8A;PDE8B,0
PLIN3,104437171
SLC16A7,0
MAFK,0
PRMT3,0
KPNA6,0
UGDH,104026971
LPXN,108836071
SNX2,260611042
DPM1,142089471
USO1,353229471
TOM1,316360613
PFKFB2,104475171
EIF5B,1026800298
GAS7,107681271
BRD4,209324742
OPHN1,102338071
PPP1R11,0
RNASEH1,106562771
NBN,0
NOL3,0
DTNB,0
LILRB3,107949071
LILRB5,0
MITF,0
SRGAP2,0
SRGAP2;SRGAP2B;SRGAP2C,0
NOS1AP,0
IGSF3,0
DENND4B,101594721
TMCC2,111130471
CBFA2T3,0
LRP4,0
LDB3,0
N4BP1,114321471
ROCK2,0
CLASP2,104156771
COBL,118812471
CPNE3,0
ZBED4,0
DEPDC5,0
ATG13,115541471
OBSL1,0
PHF2,336116013
PHF2;PHF8,0
ZC3H11A,311471113
RAB11FIP3,0
SOCS5,0
NPHP4,103368671
PHACTR2,111239471
PPP6R2,106064571
CNOT3,0
ANKRD17,121329471
SIN3B,0
DNAJB6,0
SNN,0
VPS4B,0
VPS4B;VPS4A,0
ENTPD3,0
ZNF217,101328281
H2AFY,277571942
FLNB,329365213
NCOR1,207709342
VAMP4,148558471
PEX14,0
TRIM3,124001471
ULK1,103576871
SLC43A1,0
SEC22B,575839942
DEAF1,0
PRPF40A,217968842
TACC1,111189471
GIGYF1,0
LRCH4,0
SAP30,226946942
MED24,219889742
KATNA1,0
ERN1,0
PSIP1,670273755
SRSF10,136994471
CLDN11,0
TNFRSF21,0
TADA3,0
SF3B1,101917071
WBP4,0
SKAP2,0
PRKRA,236449471
RPS6KA5,0
MYCBP2,524352055
NPM3,0
PRDM1,0
REM1,0
SNRNP200,321129471
OFD1,0
TOM1L1,0
RPS6KA4,109304371
SURF6,0
UTP20,132034471
NUP155,213977242
TCEA3,0
PALM,0
GRAP2,101546911
CAPN15,0
BCAR3,0
EIF3G,116307471
EIF3J,118405471
PPP1R37,106210871
DGAT1,0
CCNK,132079471
DYSF,0
PIAS1,106274071
FLOT1,104252471
TRIO,0
MPDZ,0
CPD,102447071
SASH3,223790342
GLRX3,0
RSL1D1,405419471
WFS1,101740321
NEBL,0
RNF8,0
PDE5A,0
ZFAND5,0
SRP72,114649471
RECQL5,128796471
URI1,0
STK17B,0
ECM2,0
MTA2,0
USP1,0
STK10,101711781
PRKD3,107709071
PRKD3;PRKD1,0
GFPT2,0
TPPP,142627471
KBTBD11,0
ATP10B,0
TOMM70A,251169471
MYO1D,0
TOX4,230370842
MICAL2,0
KIAA0754,102889271
SUPT7L,0
FCHSD2,0
UFL1,101967471
SORBS2,489599084
TMCC1,117539471
PHF14,104654871
SASH1,104862071
TMEM63A,0
FARP2,0
UBXN7,104332771
SUN1,0
PROSC,104220171
PRPF6,0
PCF11,0
FRYL,102365271
CDK14,0
GLCE,0
ABLIM3,102785571
KDM4B,0
KDM4B;KDM4E;KDM4C,437632413
SLCO2B1,111886471
WDR47,0
TRIM37,0
SEC31A,1283203884
CEP152,0
FAM13A,0
ARHGEF15,0
TJP3,456708684
YIF1A,0
UBR5,106731271
FSBP,0
SCAF4,121065471
UBE4B,0
SCEL,232926642
VAMP5,0
RTN3,0
ZNF205,0
EPN2,111447471
STBD1,103492671
ZRANB2,554059413
LUC7L3,0
KIF20A,0
MBD4,0
SBF1,0
KAT7,214110742
ABCC6,0
PDE8B,0
KCNK5,0
VAPB,212376742
SNAPIN,107426771
MPZL1,0
PGLS,0
TACC2,646839626
TRIM16,0
ZBTB7A,216313842
MAP3K6,103813671
SLU7,118864471
PGM3,0
RAPGEF3,0
CD2BP2,115580471
MED26,106058171
ZFYVE9,0
SVIL,1039940869
BAG4,0
SLC34A2,115612471
PARN,240492042
FMNL1,704631713
CLDN7,0
ABCA1,106769171
SEC24B,0
LPHN2,207644242
CBX6,0
NADK,102474871
SFT2D2,125552471
ACSL3,0
POLR1A,110637671
PCNT,424180684
CNOT4,0
NFATC1,0
ASMTL,135867471
CDS2,316079842
FGFR1OP,332486813
PPP1R3D,0
BRD1,0
POP4,0
HERC2,0
HERC2;HERC2P3,0
OXSR1,213860642
PTBP3,0
STARD3NL,343308113
WIZ,0
DDX58,0
STAU1,0
TMEM50A,0
BAG2,0
BAG3,247729342
MAP4K4,0
AIFM1,236307742
LATS1,105226171
TSPAN13,0
ABHD16A,0
C6orf47,0
EOMES,0
S1PR4,0
BCL10,0
MOCS2,0
PEX11B,0
PAK4,219075742
CHEK2,0
APBA3,0
LDHA,103042771
ALDH1A1,0
CYB5R3,0
PNP,0
ABL1,108251471
EGFR,110135471
PGK1,115233471
AK1,0
F9,0
PLG,0
CA1,0
CA2,0
SERPINC1,106928871
SERPINA1,0
KNG1,706726613
FOS,0
MYC;MYCN,0
PIGR,892553213
HLA-B,0
HLA-DRB1;HLA-DRB3,102760871
HBD,0
HBD;HBB,0
COL1A1,0
SPTA1,0
APOE,0
APOA2,0
FGB,0
MBP,0
GYPA,0
SLC4A1,216534742
FN1,270889471
AHSG,108264371
TFRC,0
FTH1,106777971
VTN,0
HMGCR,0
CAT,105604171
RAF1,0
RAF1;ARAF,133343471
ALDOA,245563942
ANXA1,0
APOB,109261571
NR3C1,0
TK1,107178071
CD74,104103771
SEMG1;SEMG2,0
GAPDH,0
ERBB2,105932771
TP53,0
SLC4A2,558703055
GYPC,0
ATP1A1,106112571
ATP1A1;ATP1A3,0
ATP1A1;ATP1A3;ATP4A;ATP1A2,0
APP,110040071
HMGN1,345643453
PRKCG;PRKCB,0
SLC25A5;SLC25A4;SLC25A6,105927271
ALPL,130920471
ALPP;ALPPL2,0
EIF2S1,102154071
ICAM1,0
RPLP2,0
RPLP0;RPLP0P6,0
JUN,105665671
JUN;JUND,0
SSB,0
PRKCB,0
KRT18,456253784
UROD,0
FYN,0
GSN,0
RB1,0
PTMA,126818471
CDK1;CDK3;CDK2,106875371
ATP5B,101849451
S100A9,146885471
S100A6,0
APOA4,0
ENO1,205109542
ENO1;ENO3;ENO2,0
NPM1,595665084
TPM3,109083071
TPM3;TPM1,0
EPHX1,0
NEFM,0
CENPB,0
P4HB,0
FES,0
CSF1R,210125142
CTSD,0
ANXA2,0
ANXA2;ANXA2P2,1413098498
GP1BA,0
CAPN1,0
ADRB2,0
BPGM,0
APRT,103292271
EPRS,0
HNRNPC,879970884
UQCRH,0
YES1,0
LYN,265734942
SFTPB,0
GJB1,0
SP1,0
ZFY;ZFX,0
ANXA6,0
NGFR,0
ABCB1,0
SLC3A2,0
NR3C2,0
HSP90AB1;HSP90AB3P,625909471
SRPR,113645471
MME,230139942
PDHA1,216723142
PDHA1;PDHA2,422726413
PTPRC,277779471
MET,0
ADRB1,108643571
SNRNP70,159831471
HCK,0
ITGA5,146125471
NFIC,205390842
RPS17,0
ANXA5,0
RPSA,0
IL6R,0
ADRA2A,0
SNRPA,0
HOXD4,0
GSTA2;GSTA1;GSTA3,102869771
SNRPC,0
LGALS1,0
TPM1,107453471
CLTA,101720561
ANXA4,105758771
CNP,102823671
CD7,0
HMOX1,0
CSF1,0
PDGFRB,0
HNRNPA1,1285588942
HNRNPA1;HNRNPA1L2,0
PARP1,0
ALDOC,0
TFPT,0
ATXN1L,0
POLR2M;GCOM2,0
SMIM13,108605071
RGPD1;RGPD2,0
RGPD1;RGPD2;RANBP2;RGPD4;RGPD3,0
HSPA1B;HSPA1A,107433371
HSPA1B;HSPA1A;HSPA6;HSPA7,0
PGBD3,0
GLI3,0
ZBTB48,0
GLI4,0
TROVE2,0
RRAS,0
ARAF,0
HIST1H1E,157402471
HIST1H1E;HIST1H1B;HIST1H1D;HIST1H1C;HIST1H1A,0
HIST1H1E;HIST1H1D,210089471
SPP1,1513792311
PTPRF,0
NR2F6,0
NR2F1,0
MAPT,0
PRKAR1A,185519471
KIT,0
HSPD1,103083871
CLU,0
IRF1,0
HSPA5,101442211
MAP2,400176413
SLC2A1,0
SLC2A3,0
EPB41,538456555
PYGB,0
RALA,0
BCR,251306942
ERG,0
TOP1,0
TOP2A,134674471
G6PD,0
ESRRA,0
DMD,206815042
SFTPC,0
IGF2R,287823942
SRF,107530271
MS4A1,0
COL6A1,106704171
COL6A3,102259771
TPR,208974742
ANXA3,0
BCKDHA,1065919513
SKI,0
ACTN1,0
ACE,0
CDH1,0
SRC,138047471
XRCC6,103305871
UNG,210103742
NR2C1,0
GP1BB,116043471
RNH1,117325471
CYBA,107673571
SCG2,0
CFTR,0
VCAN,531607413
ITGA4,105222071
CEACAM1,0
HLA-A,653049413
HLA-E,0
HLA-DRB4,0
LCP1,437270813
PLS3,106850871
APEH,0
GYS1,206768042
PRKAR2A,907247413
CCDC130,0
CD99,109135271
PRKCSH,0
HCLS1,109290371
PKM,117344471
HSP90B1,0
SLC2A4,0
HNRNPL,0
DARS,0
ETS1,0
JUP,0
BRAF,227433142
PVR,0
PGAM2;PGAM1;PGAM4,0
IFNGR1,0
B4GALT1,0
EZR,101587301
ATF2,0
UCHL3,110146971
FOSL2,106576371
NME1;NME2;NME2P1,0
HIVEP1,0
RPS2,0
TCF4,0
TCF3,0
DSP,109733671
MUC1,0
CD44,153806471
ITGB4,0
SPN,106548071
CBR1,0
CREB1,105028371
PECAM1,102081771
PPP3CB,0
NCK1,143157471
GCFC2,232638942
HIST1H1B,967997084
HIST1H1D,268750642
HIST1H1C,845008942
POR,0
EPB42,0
MGMT,0
ATP2A2,139860471
STMN1,230127242
STMN1;STMN2,109603271
YBX3,0
YBX3;YBX1;YBX2,0
ZNF22,120952471
ZKSCAN1,106225371
ZSCAN20,0
HMGA1,373718213
TMEM11,0
IFNAR1,103415671
PRKCA,0
JUNB,0
GJA1,0
UBTF,0
JUND,0
ATF7,0
PRKACA,104094471
PRKACA;PRKACG;PRKACB,174399471
DES,219415542
PTPN2,208471942
CTPS1,256105942
PFKL,0
IGFBP3,102886971
SPI1,0
TCP1,0
PTPN1,0
ARF4,102460471
PTPRA,0
NELFE,230152942
LAG3,0
PGAM1,104012771
PGAM1;PGAM4,108856771
RCC1,413289471
SDC1,0
LIG1,207163242
XRCC1,798380655
PAM,0
MYL12A;MYL12B;MYL9,271728942
PLCG1,0
NCL,914150668
ELK1,0
TRIM21,0
TFEB,107617971
TFE3,221581242
SLC9A1,359951413
ITIH2,108790771
NFKB1,102550371
NCF2,0
TYMP,126619471
ATP2B1,116377471
ATP2B1;ATP2B2,105889871
EIF2S2,179613471
CD33,0
TPSB2;TPSAB1;TPSD1,0
CD22,0
RAB4A,103131771
RAB6A,0
MX2,0
LMNB1,538646884
LMNB1;LMNB2,165588471
HOXA5,0
BCL3,0
CAST,1127433911
PTMS,212444342
CDK11B,0
CDK11B;CDK11A,467385413
CSRP1,104217071
FLNA;FLNC,0
NF1,110015871
MAOA,103873171
S1PR1,0
TNFAIP3,0
TAF1,0
C5AR1,120655471
TBXA2R,0
MSR1,102848871
VDAC1,132477471
ERBB3,120181471
TGM2,0
OSBP,1458565398
FBL,0
CDH3,0
PAICS,0
SCP2,0
UBA1,0
ENPP1,0
FGFR4,0
HIST1H1T,0
HNRNPA2B1,0
RFX1,0
CBL,109507571
PRKACB,0
MRC1,0
FBLN1,151791471
TCEA1,622347942
SFPQ,0
KEL,0
HRC,208523042
RPS3,137191471
PTPRG,0
PTPRZ1,103523071
SP100,713393984
MCC,103196871
NFYA,0
CFL1,134766471
EIF4B,0
ATP2B4,0
PAX7,0
EEF1B2,224939471
AKAP5,0
IGFBP5,0
PRKCH,110560671
TNC,285215942
POLR2A,320087513
APC,320775713
ADRBK1,0
PTAFR,0
F2R,0
MCM3,126281471
BRD2,0
FAS,0
YY1,211014842
DNAJB1;DNAJB4,0
DNAJB2,101351971
ATP5A1,0
PSMA3,0
MSN,113233471
PTPN3,215812642
DNMT1,102075071
U2AF2,412645942
RPL13,117094471
PTBP1,0
ZFP36,0
PLN,0
IL3RA,0
STOM,0
MAPK3,0
MARK3,0
MARK3;MARK2;MARK4;MARK1,0
ARNT,104426871
RPA1,0
DCK,103921971
CAD,228571842
CALR,0
PDE4A,0
MAP4,1147415498
PIK3R1,0
PSMA5,0
HLA-DMB,0
CHAT,0
TEAD1,0
SMARCA1,0
MAPK1,0
ERCC5,105460871
GRN,0
PTPRM,0
EPHA2,102404771
EPHB2,0
PTPN6,0
SHC1,222080642
ARID4A,0
KDM5A,0
TKT,217218142
NOS3,0
LMOD1,424480184
OAS2,0
MARCKS,592446384
AQP1,110741471
PRDX6,0
PEBP1,112652471
FCER1G,135947471
CDC25B,0
NKTR,111833471
NMT1,0
HLA-F,0
LRPAP1,0
ADSL,127883471
CLIP1,315511613
CLIP1;CLIP2,238794242
PRKAR1B,107949671
PRKAR2B,234399471
RRM2,0
SDC4,0
HIVEP2,105634671
SLC6A4,0
AKT1,249391942
AKT1;AKT2;AKT3,0
AKT2,103510171
HNRNPH3,0
HNRNPH1,0
HNRNPH1;HNRNPF,0
HNRNPH1;HNRNPH2,293955342
STIP1,0
S100A11,0
VIPR1,0
CCR1,151624471
PYCR1,102598571
SLC8A1,0
ELF1,114079471
ICAM3,0
ACSL1,0
KIF5B,180704471
CSTF2,0
ABCC1,213816942
SDC2,0
EVI2B,0
EPHX2,0
HSPA4,0
CTNNA1,1290499942
CTNNA1;CTNNA2,595435413
CTNNB1,488497413
BMI1,0
NF2,0
RDX,0
RFC1,0
GTF2F1,110376971
SPR,0
HRH1,0
PTGER4,0
THBS2,104958171
FBN1,445329471
IRS1,308314663
MYH10,567554964
MYH10;MYH11,0
COPB2,776379471
ADD1,482547113
ADD1;ADD2;ADD3,0
BSG,108143471
NUP214,344727813
HNF1B,0
SOX5,0
SOX5;SOX6,0
SLC16A2,106247671
GJA5,0
MAP2K2,238968042
MAP2K2;MAP2K1,0
CPOX,0
RPL4,0
PGM1,0
ACVR1B,0
GNL1,129579471
ACVRL1,0
TGFBR2,0
HPCAL1;HPCA;NCALD,0
ZEB1,0
TAGLN2,641989471
TALDO1,108823671
RBMX,154667471
RBMX;RBMXL1,224509471
COIL,0
EIF4A3,101992671
COL18A1,0
CAPG,107956671
CAP2,0
IL6ST,0
TXLNA,127207471
PSMB10,0
PBX2,0
MLH1,107217671
STAT3,174147471
USP8,224091942
PEX19,0
MDH1,0
ETV3,0
CASR,0
BCL6,0
CETN2,162687471
ETV6,0
NAA10,0
KDM5C,109359671
PPP1R2,0
PPP1R2;PPP1R2P3,441178942
MAP3K8,105988571
SLC19A1,0
PRKCI,114450471
ELK3,0
TMPO,900478926
STAT1,0
STAT5A;STAT5B,0
ARHGAP25,0
MTOR,129765471
PI4KA,101896561
EPS15,233762742
CASP2,0
RPS27,0
ABL2,106850871
FRK,216581042
HELZ,0
RBM34,0
WAS,0
HTT,248841942
SLC1A1,0
SLC1A4,105104771
MCAM,0
DCC,0
MATR3,662733826
GRK6;GRK5,111873471
GPD2,0
SSR1,0
RANBP1,105936371
PSMC4,0
NKX2-1,163185471
VDAC2,108709171
CBX5,0
USP5,103465071
MAP2K4,0
MKI67,0
PHKA2,111197471
PHKA1,226288942
NOP2,0
ATRX,1003527669
CRK,0
BAG6,525668184
NSF,0
MAP2K3,0
MAP2K3;MAP2K6,102932771
RPS10;RPS10P5,102900671
NEDD4,0
YAP1,506530184
UTRN,109901071
IQGAP1,233850942
PLA2G4A,1072725056
RAP1GAP,215958142
CAPZA2,0
CAPZB,106525071
SCTR,0
ZFP36L2,219203142
LIMS1,0
LEPR,0
RFX2,0
RFX5,112812471
ARCN1,0
IFNAR2,0
TRAPPC10,102957571
PRRC2A,664541126
GSS,105002671
PTDSS1,213043402
CSNK1D,0
CD97,107355871
MARCKSL1,242587942
PXN,315323173
NR2C2,0
SLC11A1,0
NASP,110282771
FMO5,0
FASN,224993542
FNTA,0
FNTB,0
CCT3,108200871
ARRB1,400752942
CYB561,0
CENPA,285856942
CENPF,0
PCYT1A,250752942
PCYT1A;PCYT1B,0
HARS2,0
MCM2,348251713
YLPM1,0
RBM25,239393842
NUMB,103598971
CLK1,124054471
CLK1;CLK4,0
CLK2,0
CLK3,229108542
PSEN1,115941471
EIF2B2,0
NUP153,206772842
RANBP2,801005686
RANBP2;RGPD4,0
RANBP2;RGPD4;RGPD3,107101171
RGS19,0
RGS3,218168542
PSEN2,110441171
TSC2,108124971
GSK3A;GSK3B,118769471
GSK3B,0
TAF6,109065871
NT5C2,0
SEPHS1,0
SEPP1,0
GMPS,0
LIG3,0
MRE11A,0
GNG10,0
EMD,107187371
SLC26A2,0
SERPINH1,0
PDLIM4,233979471
PEX5,0
ERF,0
VASP,181529471
DNM2,0
CDK7,122427471
HLCS,0
CDK9,0
LRBA,297894542
BCAM,0
CCT8,0
PAPOLA,0
FXR1,0
FXR2,0
RAB7A,112950471
RAB9A,0
RAB27A,0
SCNN1B,0
PLCD1,0
DAP,109151471
MMP15,0
NOVA1,0
ZNF84,0
SMARCA2,374204913
SMARCA4,222013542
BCAP31,102037771
P2RX1,0
TPMT,123471471
RENBP,101771921
MECP2,615189642
HCFC1,209913442
CAV2,177737471
ALDH3A2,0
HSD17B4,0
GPM6A,0
KCNQ1,0
CLCN7,107956771
VAMP7,0
RPS6KA3,229485942
RPS6KA3;RPS6KA6;RPS6KA1,129474471
PRELP,0
CCNH,0
MNAT1,0
NEK4,0
HNRNPA3,104754671
PGD,0
HNRNPM,111361471
KPNA2,0
NCBP2,0
JAK3,0
ARHGDIA,0
SLC7A2,0
AGFG1,216948942
HNRNPF,0
STAT2,0
MSH6,437949284
KIF11,0
VAV2,0
RBM5,354340513
EFNB2,0
DGKQ,0
CAPZA1,106643671
HMGA2,0
CRIP2,0
NUP98,281158892
BLVRA,0
SLC25A1,0
DAPK1,0
ARFIP2,0
ARFIP1,388177813
ACLY,116619471
MVD,0
COPA,106145871
RCAN1;RCAN3,0
SMTN,118756471
SLC16A1,113739471
IST1,104710771
SUB1,318474313
CLNS1A,699599471
HIRA,0
ATXN3,0
ATXN1,0
ATN1,103096571
TERF1,119491471
PMS2,0
USP14,125885471
PRKAA2,0
PRKAA2;PRKAA1,108302271
RAD23A,0
RAD23B,139630471
EPHB4,0
AK2,0
NAPA,0
AIF1,187908471
EIF5,210155142
SLC12A2,463739384
PSMD4,109381371
VCP,0
MFAP1,962899297
AQP4,395374513
NCKAP1L,0
MLLT4,457281084
MLLT6,104012371
ELL,0
BRPF1,104134071
NAP1L1,0
ADAR,109265771
LAMB2,0
CDH6,109227771
CDH11,244478442
FOXA1,300958942
TPD52,378778942
PKNOX1,0
HNRNPH2,0
EIF3B,0
FCGRT,0
MARS,0
AP1S2,0
HDAC4,247751442
CLDN12,0
CLDN18,0
BCAR1,0
STX17,116203471
SIK1;LOC102724428,0
RWDD2B,102854271
UBASH3A,0
WDR4,102442671
TBX4,0
EVC,0
KLF3,0
RAB38,0
CORO7,111880471
CLDN2,0
NUP107,0
SNX16,0
EEFSEC,0
SESN2,104866171
EPPK1,412459471
MLF1,0
FAM3B,102617071
EVA1C,0
GNG2,0
TPI1,460205242
SEC61B,102519071
PTEN,0
ACTB,0
ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1,219917842
ACTB;ACTG1,0
ACTB;ACTG1;POTEE,0
RPS20,0
DSTN,105081971
RAB8A,101336301
RAB4B,0
RAB2A;RAB2B,0
CXCR4,102943571
RAB14,111206471
ZC3H6,0
ACTR2,0
RAP1B;RAP1A,0
MAX,0
RPS3A,107555271
MAGOH;MAGOHB,0
SEC61A1,0
STXBP1,0
COPZ1,0
UFM1,0
AP1S1,102850671
HNRNPK,331348942
RRAS2,126675471
RPS8,0
YWHAE,124006471
RPS29,0
TMSB4X,124246471
SELT,0
RAB11A,0
RAB11A;RAB11B,0
CNBP,0
ACTA2;ACTG2;ACTC1;ACTA1,0
RPS6,0
HIST1H4A,264741242
HIST1H2BC;H2BFS;HIST1H2BK;HIST1H2BM;HIST1H2BL;HIST1H2BO;HIST1H2BD;HIST1H2BH;HIST2H2BF;HIST3H2BB;HIST1H2BA;HIST1H2BN,0
HIST1H2BC;H2BFS;HIST1H2BK;HIST1H2BM;HIST1H2BL;HIST1H2BD;HIST1H2BH;HIST2H2BF;HIST1H2BN,0
RAB1A,0
RAN,0
GNB1,0
GNB2;GNB4,0
UBA52;RPS27A;UBB;UBC,102463171
TRA2B,701546855
TRA2B;TRA2A,682718942
AP2B1,0
VAMP2;VAMP1;VAMP3,114263471
VAMP2;VAMP3,102421371
GNAS,101907151
YWHAZ,0
SUMO1,437069471
SKP1,0
GNG5,0
TMSB10,0
YBX1,486362413
CSNK2B,0
TPM4,0
TUBA1B;TUBA4A,0
TUBA1B;TUBA1A;TUBA3E;TUBA1C,0
PAFAH1B2,126934471
HIST1H3A;H3F3A;HIST3H3;HIST2H3A,123186471
HIST1H3A;H3F3C;H3F3A;HIST3H3;HIST2H3A,0
HBB,0
