GeneID,Intensity.LUAD_phos_05N
FIGF,113885814
PEX1,0
RAD21,114157254
TIMM8A,0
KALRN,0
DHX16,370646114
SSSCA1,127184804
PPP1R12B,0
BNIP3L,777018028
SH3BP5,0
PLIN1,116501104
BAI3,0
MED14,249227709
PCDH7,0
PRPSAP2,122743604
SMARCA5,239600309
GPRIN2,0
SPAG9,1091294033
SUSD5,0
MGRN1,230991309
SIPA1L3,114987904
ZFC3H1,118099704
TRAK2,0
LZTS3,0
KIAA0556,230275909
AQR,0
MAST3,117041104
ATP10A,0
ZEB2,245777909
MCM3AP,0
KIF1B,358988614
KDM1A,714643128
TBC1D4,593300823
FZD6,0
HBP1,0
PPL,742453223
EVI5,115660804
LY75,0
PLXNC1,169113804
MPZL2,0
ACSL4,0
SNX3,115983404
DOK2,114909604
STX10,234654509
MGEA5,135253804
ADCY9,237246909
SORBS3,740443714
EIF4EBP3,0
NEMF,115855804
GMDS,0
NMT2,0
GREM1,0
EIF4E2,0
CCNT2,350330614
SELENOF,0
PDE8A,114303014
PDE8A;PDE8B,115580404
PLIN3,117283904
SLC16A7,118678504
MAFK,0
PRMT3,0
KPNA6,0
UGDH,114589154
LPXN,0
SNX2,371075314
DPM1,135555804
USO1,152635804
TOM1,466601518
PFKFB2,115531904
EIF5B,913156502
GAS7,349463464
BRD4,386972714
OPHN1,116418404
PPP1R11,235127609
RNASEH1,0
NBN,115933104
NOL3,0
DTNB,115581204
LILRB3,122699504
LILRB5,121172204
MITF,115942504
SRGAP2,115761004
SRGAP2;SRGAP2B;SRGAP2C,118808604
NOS1AP,115664604
IGSF3,121956104
DENND4B,114715504
TMCC2,129335804
CBFA2T3,0
LRP4,0
LDB3,0
N4BP1,231606909
ROCK2,0
CLASP2,234167309
COBL,466463818
CPNE3,114519574
ZBED4,0
DEPDC5,232287009
ATG13,116863204
OBSL1,0
PHF2,1131407742
PHF2;PHF8,0
ZC3H11A,116901704
RAB11FIP3,0
SOCS5,0
NPHP4,115505104
PHACTR2,0
PPP6R2,116227204
CNOT3,115618604
ANKRD17,237255509
SIN3B,0
DNAJB6,117890204
SNN,0
VPS4B,0
VPS4B;VPS4A,0
ENTPD3,0
ZNF217,0
H2AFY,519287118
FLNB,469224498
NCOR1,1079660742
VAMP4,218217804
PEX14,116298404
TRIM3,0
ULK1,229085349
SLC43A1,116302404
SEC22B,689881014
DEAF1,0
PRPF40A,118789604
TACC1,381486614
GIGYF1,0
LRCH4,250739609
SAP30,0
MED24,137752804
KATNA1,115732104
ERN1,0
PSIP1,711858123
SRSF10,766575609
CLDN11,120162704
TNFRSF21,0
TADA3,0
SF3B1,1148846742
WBP4,114066004
SKAP2,117308804
PRKRA,364450609
RPS6KA5,0
MYCBP2,864669632
NPM3,0
PRDM1,0
REM1,115438904
SNRNP200,426937804
OFD1,114431154
TOM1L1,0
RPS6KA4,350897214
SURF6,115833704
UTP20,132021804
NUP155,137540804
TCEA3,128669804
PALM,0
GRAP2,121600804
CAPN15,0
BCAR3,0
EIF3G,0
EIF3J,327149209
PPP1R37,114272044
DGAT1,0
CCNK,122324304
DYSF,115326204
PIAS1,120449304
FLOT1,0
TRIO,235828809
MPDZ,349723404
CPD,124584804
SASH3,125555804
GLRX3,0
RSL1D1,176345804
WFS1,115086404
NEBL,295253609
RNF8,0
PDE5A,122319204
ZFAND5,115431904
SRP72,130332804
RECQL5,127748804
URI1,119743904
STK17B,0
ECM2,117956404
MTA2,132087804
USP1,0
STK10,376601714
PRKD3,241033909
PRKD3;PRKD1,243213809
GFPT2,0
TPPP,241737009
KBTBD11,118014304
ATP10B,0
TOMM70A,591147804
MYO1D,0
TOX4,115364204
MICAL2,0
KIAA0754,115650804
SUPT7L,126039804
FCHSD2,114353164
UFL1,121745804
SORBS2,1878675361
TMCC1,138508804
PHF14,260215809
SASH1,856366932
TMEM63A,234750609
FARP2,232055819
UBXN7,115297704
SUN1,122661004
PROSC,118897504
PRPF6,115820004
PCF11,231212719
FRYL,0
CDK14,114342664
GLCE,116330104
ABLIM3,606085423
KDM4B,0
KDM4B;KDM4E;KDM4C,0
SLCO2B1,267665209
WDR47,0
TRIM37,0
SEC31A,648009218
CEP152,115342504
FAM13A,115565204
ARHGEF15,0
TJP3,564578218
YIF1A,114337294
UBR5,545807018
FSBP,0
SCAF4,137641804
UBE4B,0
SCEL,722856628
VAMP5,115414204
RTN3,0
ZNF205,0
EPN2,246433309
STBD1,143275804
ZRANB2,420209609
LUC7L3,0
KIF20A,0
MBD4,0
SBF1,0
KAT7,697012628
ABCC6,0
PDE8B,117098804
KCNK5,0
VAPB,757230128
SNAPIN,0
MPZL1,373901514
PGLS,0
TACC2,830559028
TRIM16,0
ZBTB7A,125851804
MAP3K6,120496304
SLU7,263944609
PGM3,0
RAPGEF3,0
CD2BP2,368491609
MED26,0
ZFYVE9,0
SVIL,1342269047
BAG4,0
SLC34A2,0
PARN,281409609
FMNL1,468662964
CLDN7,115695004
ABCA1,0
SEC24B,0
LPHN2,354156214
CBX6,0
NADK,116377404
SFT2D2,0
ACSL3,0
POLR1A,0
PCNT,233993109
CNOT4,0
NFATC1,0
ASMTL,247676509
CDS2,354463609
FGFR1OP,122525804
PPP1R3D,0
BRD1,0
POP4,0
HERC2,116824204
HERC2;HERC2P3,238260409
OXSR1,119743704
PTBP3,120691604
STARD3NL,660521623
WIZ,117074304
DDX58,114262344
STAU1,0
TMEM50A,114851804
BAG2,0
BAG3,729510623
MAP4K4,0
AIFM1,121029404
LATS1,0
TSPAN13,0
ABHD16A,0
C6orf47,234389309
EOMES,0
S1PR4,0
BCL10,0
MOCS2,0
PEX11B,0
PAK4,259140609
CHEK2,0
APBA3,115272204
LDHA,0
ALDH1A1,0
CYB5R3,0
PNP,116118304
ABL1,115608204
EGFR,715381423
PGK1,117026504
AK1,0
F9,125685804
PLG,116410004
CA1,0
CA2,0
SERPINC1,150192804
SERPINA1,0
KNG1,573567804
FOS,114835804
MYC;MYCN,0
PIGR,439861609
HLA-B,0
HLA-DRB1;HLA-DRB3,121373104
HBD,0
HBD;HBB,115089104
COL1A1,0
SPTA1,350273414
APOE,0
APOA2,125233804
FGB,0
MBP,133911804
GYPA,432846914
SLC4A1,963773518
FN1,163528804
AHSG,118210804
TFRC,0
FTH1,125887804
VTN,115039904
HMGCR,0
CAT,119223704
RAF1,117675404
RAF1;ARAF,162915804
ALDOA,416938414
ANXA1,125797804
APOB,0
NR3C1,127690804
TK1,0
CD74,142811804
SEMG1;SEMG2,0
GAPDH,0
ERBB2,367547214
TP53,0
SLC4A2,133792804
GYPC,121973004
ATP1A1,119350004
ATP1A1;ATP1A3,0
ATP1A1;ATP1A3;ATP4A;ATP1A2,115703404
APP,117232604
HMGN1,399558414
PRKCG;PRKCB,219577804
SLC25A5;SLC25A4;SLC25A6,0
ALPL,127664804
ALPP;ALPPL2,114878204
EIF2S1,114526614
ICAM1,128845804
RPLP2,240370309
RPLP0;RPLP0P6,275631609
JUN,122592604
JUN;JUND,130922804
SSB,0
PRKCB,0
KRT18,590160388
UROD,0
FYN,118608104
GSN,0
RB1,116945104
PTMA,248298509
CDK1;CDK3;CDK2,0
ATP5B,0
S100A9,0
S100A6,0
APOA4,0
ENO1,238276509
ENO1;ENO3;ENO2,0
NPM1,533512384
TPM3,115195304
TPM3;TPM1,118751004
EPHX1,114848604
NEFM,0
CENPB,0
P4HB,0
FES,0
CSF1R,114558414
CTSD,0
ANXA2,0
ANXA2;ANXA2P2,1036902933
GP1BA,0
CAPN1,0
ADRB2,0
BPGM,118041404
APRT,0
EPRS,239360709
HNRNPC,664964018
UQCRH,0
YES1,0
LYN,272696109
SFTPB,116930104
GJB1,0
SP1,117213204
ZFY;ZFX,0
ANXA6,0
NGFR,0
ABCB1,0
SLC3A2,0
NR3C2,0
HSP90AB1;HSP90AB3P,268117804
SRPR,449223414
MME,316592609
PDHA1,160224804
PDHA1;PDHA2,431534609
PTPRC,299187804
MET,116807104
ADRB1,0
SNRNP70,269585409
HCK,0
ITGA5,0
NFIC,637460523
RPS17,123028204
ANXA5,0
RPSA,0
IL6R,0
ADRA2A,0
SNRPA,127148804
HOXD4,0
GSTA2;GSTA1;GSTA3,0
SNRPC,0
LGALS1,115931004
TPM1,239929909
CLTA,0
ANXA4,119368804
CNP,117880004
CD7,0
HMOX1,0
CSF1,0
PDGFRB,115591804
HNRNPA1,803613974
HNRNPA1;HNRNPA1L2,0
PARP1,0
ALDOC,0
TFPT,243571209
ATXN1L,114249454
POLR2M;GCOM2,119960204
SMIM13,120417404
RGPD1;RGPD2,115251404
RGPD1;RGPD2;RANBP2;RGPD4;RGPD3,0
HSPA1B;HSPA1A,152349804
HSPA1B;HSPA1A;HSPA6;HSPA7,0
PGBD3,115082204
GLI3,0
ZBTB48,0
GLI4,0
TROVE2,0
RRAS,116337904
ARAF,120592904
HIST1H1E,120874604
HIST1H1E;HIST1H1B;HIST1H1D;HIST1H1C;HIST1H1A,0
HIST1H1E;HIST1H1D,377517804
SPP1,0
PTPRF,0
NR2F6,0
NR2F1,0
MAPT,123252104
PRKAR1A,206325804
KIT,117737204
HSPD1,115614304
CLU,0
IRF1,0
HSPA5,0
MAP2,420714114
SLC2A1,358958609
SLC2A3,0
EPB41,969638437
PYGB,0
RALA,0
BCR,365867414
ERG,0
TOP1,0
TOP2A,117522304
G6PD,0
ESRRA,0
DMD,484682418
SFTPC,0
IGF2R,504049414
SRF,260641609
MS4A1,0
COL6A1,116501204
COL6A3,116780904
TPR,593223683
ANXA3,0
BCKDHA,647105609
SKI,0
ACTN1,0
ACE,114480094
CDH1,121548804
SRC,564781414
XRCC6,229192279
UNG,0
NR2C1,0
GP1BB,172836804
RNH1,355677614
CYBA,137915804
SCG2,0
CFTR,0
VCAN,292038509
ITGA4,117252304
CEACAM1,115256204
HLA-A,337830979
HLA-E,0
HLA-DRB4,115241804
LCP1,414097814
PLS3,0
APEH,0
GYS1,364328514
PRKAR2A,1614173414
CCDC130,0
CD99,0
PRKCSH,0
HCLS1,0
PKM,117654404
HSP90B1,231183209
SLC2A4,0
HNRNPL,0
DARS,0
ETS1,0
JUP,234398509
BRAF,250804609
PVR,0
PGAM2;PGAM1;PGAM4,117137004
IFNGR1,121273104
B4GALT1,0
EZR,348893714
ATF2,269198109
UCHL3,0
FOSL2,122373104
NME1;NME2;NME2P1,0
HIVEP1,0
RPS2,0
TCF4,0
TCF3,118967504
DSP,290741609
MUC1,499536618
CD44,158181804
ITGB4,115091304
SPN,285597709
CBR1,0
CREB1,124489804
PECAM1,239092409
PPP3CB,117185304
NCK1,290669809
GCFC2,476563218
HIST1H1B,461614414
HIST1H1D,168638804
HIST1H1C,1879425610
POR,0
EPB42,0
MGMT,0
ATP2A2,149155804
STMN1,351802734
STMN1;STMN2,0
YBX3,134235804
YBX3;YBX1;YBX2,114522854
ZNF22,188558804
ZKSCAN1,116234204
ZSCAN20,0
HMGA1,475345414
TMEM11,0
IFNAR1,117196204
PRKCA,347445609
JUNB,0
GJA1,378316414
UBTF,0
JUND,0
ATF7,241873409
PRKACA,122705204
PRKACA;PRKACG;PRKACB,0
DES,864477928
PTPN2,0
CTPS1,254737109
PFKL,0
IGFBP3,114281764
SPI1,0
TCP1,123725804
PTPN1,359063614
ARF4,0
PTPRA,119209304
NELFE,507923918
LAG3,0
PGAM1,239153909
PGAM1;PGAM4,0
RCC1,248817804
SDC1,115956104
LIG1,117784604
XRCC1,817296018
PAM,0
MYL12A;MYL12B;MYL9,266486309
PLCG1,0
NCL,646643163
ELK1,0
TRIM21,0
TFEB,247405409
TFE3,0
SLC9A1,916128828
ITIH2,116586004
NFKB1,230109109
NCF2,0
TYMP,0
ATP2B1,372770714
ATP2B1;ATP2B2,0
EIF2S2,372012804
CD33,122042604
TPSB2;TPSAB1;TPSD1,123876804
CD22,0
RAB4A,0
RAB6A,124884804
MX2,0
LMNB1,261905109
LMNB1;LMNB2,157130804
HOXA5,0
BCL3,114379404
CAST,1352510247
PTMS,0
CDK11B,136116804
CDK11B;CDK11A,869611428
CSRP1,174167804
FLNA;FLNC,116811004
NF1,248654309
MAOA,117003104
S1PR1,115235604
TNFAIP3,0
TAF1,115426004
C5AR1,144450804
TBXA2R,126336804
MSR1,258425609
VDAC1,143332804
ERBB3,250318109
TGM2,0
OSBP,865635128
FBL,116164804
CDH3,0
PAICS,0
SCP2,0
UBA1,0
ENPP1,0
FGFR4,0
HIST1H1T,0
HNRNPA2B1,240195509
RFX1,123004204
CBL,0
PRKACB,114854004
MRC1,129638804
FBLN1,135987804
TCEA1,146785804
SFPQ,0
KEL,0
HRC,239069419
RPS3,249247804
PTPRG,0
PTPRZ1,0
SP100,1748330756
MCC,246832809
NFYA,135280804
CFL1,319074509
EIF4B,596212723
ATP2B4,240304709
PAX7,0
EEF1B2,431691414
AKAP5,0
IGFBP5,0
PRKCH,256026409
TNC,388098909
POLR2A,360784714
APC,351624914
ADRBK1,117800904
PTAFR,0
F2R,0
MCM3,0
BRD2,0
FAS,0
YY1,137086804
DNAJB1;DNAJB4,114429574
DNAJB2,0
ATP5A1,0
PSMA3,0
MSN,382538414
PTPN3,0
DNMT1,118850204
U2AF2,319017609
RPL13,0
PTBP1,0
ZFP36,0
PLN,246885509
IL3RA,0
STOM,240509309
MAPK3,514415609
MARK3,0
MARK3;MARK2;MARK4;MARK1,129364804
ARNT,0
RPA1,0
DCK,0
CAD,121420304
CALR,0
PDE4A,0
MAP4,1595307738
PIK3R1,0
PSMA5,0
HLA-DMB,0
CHAT,0
TEAD1,0
SMARCA1,0
MAPK1,441065609
ERCC5,508166418
GRN,0
PTPRM,0
EPHA2,0
EPHB2,0
PTPN6,117634904
SHC1,236231109
ARID4A,114071464
KDM5A,345522214
TKT,116032304
NOS3,244551109
LMOD1,477929218
OAS2,0
MARCKS,931692023
AQP1,390054609
PRDX6,115889504
PEBP1,194902804
FCER1G,128427804
CDC25B,0
NKTR,363252814
NMT1,236876209
HLA-F,115567304
LRPAP1,0
ADSL,119511004
CLIP1,0
CLIP1;CLIP2,265007209
PRKAR1B,116425404
PRKAR2B,542431414
RRM2,0
SDC4,0
HIVEP2,0
SLC6A4,122386504
AKT1,0
AKT1;AKT2;AKT3,117695404
AKT2,117859004
HNRNPH3,116352604
HNRNPH1,0
HNRNPH1;HNRNPF,0
HNRNPH1;HNRNPH2,328154009
STIP1,0
S100A11,123031204
VIPR1,0
CCR1,152970804
PYCR1,0
SLC8A1,116342204
ELF1,344916614
ICAM3,0
ACSL1,0
KIF5B,260049609
CSTF2,129450804
ABCC1,125696804
SDC2,0
EVI2B,357982014
EPHX2,0
HSPA4,114022454
CTNNA1,905499214
CTNNA1;CTNNA2,1684731219
CTNNB1,1375152328
BMI1,0
NF2,0
RDX,117802404
RFC1,118148704
GTF2F1,716168828
SPR,0
HRH1,0
PTGER4,0
THBS2,0
FBN1,123122204
IRS1,113966434
MYH10,1526031077
MYH10;MYH11,114302004
COPB2,684077804
ADD1,1045873533
ADD1;ADD2;ADD3,128983804
BSG,117549204
NUP214,489938118
HNF1B,239699609
SOX5,0
SOX5;SOX6,116846904
SLC16A2,129384804
GJA5,119517904
MAP2K2,447978314
MAP2K2;MAP2K1,0
CPOX,0
RPL4,0
PGM1,133181804
ACVR1B,114511164
GNL1,277223609
ACVRL1,375550114
TGFBR2,484756018
HPCAL1;HPCA;NCALD,0
ZEB1,234887209
TAGLN2,215837804
TALDO1,115987704
RBMX,134752804
RBMX;RBMXL1,218737804
COIL,116016204
EIF4A3,0
COL18A1,0
CAPG,114904304
CAP2,114057104
IL6ST,247749809
TXLNA,0
PSMB10,0
PBX2,231456109
MLH1,0
STAT3,637818914
USP8,129841804
PEX19,123035404
MDH1,0
ETV3,0
CASR,120857304
BCL6,235866309
CETN2,189754804
ETV6,643419823
NAA10,0
KDM5C,114865104
PPP1R2,0
PPP1R2;PPP1R2P3,272242609
MAP3K8,0
SLC19A1,118001704
PRKCI,0
ELK3,0
TMPO,660920380
STAT1,135400804
STAT5A;STAT5B,133475804
ARHGAP25,118743104
MTOR,123152604
PI4KA,352912414
EPS15,747056023
CASP2,0
RPS27,118755204
ABL2,0
FRK,0
HELZ,0
RBM34,115060404
WAS,0
HTT,263264709
SLC1A1,121400404
SLC1A4,0
MCAM,234810029
DCC,0
MATR3,939050628
GRK6;GRK5,131652804
GPD2,114084304
SSR1,118516704
RANBP1,117853904
PSMC4,0
NKX2-1,315067804
VDAC2,121159604
CBX5,117938304
USP5,116892504
MAP2K4,0
MKI67,0
PHKA2,123521004
PHKA1,0
NOP2,0
ATRX,1771063266
CRK,243573409
BAG6,521957518
NSF,116457304
MAP2K3,0
MAP2K3;MAP2K6,0
RPS10;RPS10P5,0
NEDD4,117157804
YAP1,964162232
UTRN,743502328
IQGAP1,252039609
PLA2G4A,362676914
RAP1GAP,236775709
CAPZA2,116748904
CAPZB,242221409
SCTR,0
ZFP36L2,0
LIMS1,115152504
LEPR,115844704
RFX2,119482704
RFX5,133033804
ARCN1,0
IFNAR2,234256509
TRAPPC10,0
PRRC2A,592039023
GSS,0
PTDSS1,243340709
CSNK1D,0
CD97,122603104
MARCKSL1,267670009
PXN,1438790342
NR2C2,123003604
SLC11A1,0
NASP,114260814
FMO5,114389414
FASN,123752804
FNTA,0
FNTB,0
CCT3,0
ARRB1,303613609
CYB561,0
CENPA,257443609
CENPF,0
PCYT1A,265215609
PCYT1A;PCYT1B,0
HARS2,120484504
MCM2,374346114
YLPM1,118242104
RBM25,369511209
NUMB,236070209
CLK1,239920009
CLK1;CLK4,0
CLK2,117055604
CLK3,241398109
PSEN1,123702804
EIF2B2,0
NUP153,1322032402
RANBP2,1629394741
RANBP2;RGPD4,115175404
RANBP2;RGPD4;RGPD3,0
RGS19,0
RGS3,235948409
PSEN2,235965499
TSC2,478253718
GSK3A;GSK3B,159050804
GSK3B,120232204
TAF6,234114609
NT5C2,0
SEPHS1,0
SEPP1,118157204
GMPS,0
LIG3,243573409
MRE11A,249409609
GNG10,117146504
EMD,229787929
SLC26A2,0
SERPINH1,0
PDLIM4,172185804
PEX5,115387104
ERF,0
VASP,139701804
DNM2,0
CDK7,0
HLCS,0
CDK9,116990004
LRBA,636172023
BCAM,362561614
CCT8,0
PAPOLA,0
FXR1,0
FXR2,254319609
RAB7A,141225804
RAB9A,0
RAB27A,0
SCNN1B,0
PLCD1,160798804
DAP,0
MMP15,0
NOVA1,0
ZNF84,0
SMARCA2,647502023
SMARCA4,632239223
BCAP31,0
P2RX1,0
TPMT,118264304
RENBP,0
MECP2,580154409
HCFC1,384117114
CAV2,1296517219
ALDH3A2,118056004
HSD17B4,138665804
GPM6A,0
KCNQ1,0
CLCN7,248553609
VAMP7,0
RPS6KA3,503677118
RPS6KA3;RPS6KA6;RPS6KA1,127910804
PRELP,0
CCNH,115797704
MNAT1,0
NEK4,0
HNRNPA3,241411409
PGD,0
HNRNPM,117380904
KPNA2,0
NCBP2,0
JAK3,0
ARHGDIA,115048304
SLC7A2,0
AGFG1,124307804
HNRNPF,0
STAT2,0
MSH6,474755598
KIF11,0
VAV2,0
RBM5,366988114
EFNB2,0
DGKQ,0
CAPZA1,0
HMGA2,0
CRIP2,0
NUP98,815198728
BLVRA,0
SLC25A1,0
DAPK1,0
ARFIP2,115127804
ARFIP1,277807509
ACLY,296541609
MVD,0
COPA,118950404
RCAN1;RCAN3,0
SMTN,236186209
SLC16A1,0
IST1,0
SUB1,354140914
CLNS1A,218627804
HIRA,0
ATXN3,115299804
ATXN1,116443804
ATN1,117881804
TERF1,124138804
PMS2,0
USP14,116892704
PRKAA2,0
PRKAA2;PRKAA1,131841804
RAD23A,334817804
RAD23B,280982409
EPHB4,0
AK2,0
NAPA,0
AIF1,155953804
EIF5,0
SLC12A2,0
PSMD4,0
VCP,0
MFAP1,1208915633
AQP4,590742414
NCKAP1L,0
MLLT4,967955932
MLLT6,117090804
ELL,0
BRPF1,0
NAP1L1,0
ADAR,382264314
LAMB2,115707304
CDH6,128660804
CDH11,272398309
FOXA1,378734714
TPD52,245013409
PKNOX1,0
HNRNPH2,0
EIF3B,0
FCGRT,114451494
MARS,0
AP1S2,0
HDAC4,263486609
CLDN12,235398409
CLDN18,685035023
BCAR1,0
STX17,0
SIK1;LOC102724428,0
RWDD2B,115737604
UBASH3A,0
WDR4,0
TBX4,0
EVC,0
KLF3,0
RAB38,0
CORO7,351940914
CLDN2,0
NUP107,114790804
SNX16,0
EEFSEC,0
SESN2,0
EPPK1,348127769
MLF1,114689404
FAM3B,0
EVA1C,0
GNG2,0
TPI1,382111609
SEC61B,309716909
PTEN,0
ACTB,0
ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1,121386704
ACTB;ACTG1,115681504
ACTB;ACTG1;POTEE,0
RPS20,115628904
DSTN,262175609
RAB8A,124711804
RAB4B,0
RAB2A;RAB2B,0
CXCR4,0
RAB14,256708609
ZC3H6,0
ACTR2,0
RAP1B;RAP1A,115268404
MAX,0
RPS3A,115067904
MAGOH;MAGOHB,0
SEC61A1,122161404
STXBP1,0
COPZ1,0
UFM1,0
AP1S1,114561104
HNRNPK,341731609
RRAS2,175150804
RPS8,116028204
YWHAE,147870804
RPS29,0
TMSB4X,141080804
SELT,0
RAB11A,117579504
RAB11A;RAB11B,0
CNBP,0
ACTA2;ACTG2;ACTC1;ACTA1,114884304
RPS6,0
HIST1H4A,307418009
HIST1H2BC;H2BFS;HIST1H2BK;HIST1H2BM;HIST1H2BL;HIST1H2BO;HIST1H2BD;HIST1H2BH;HIST2H2BF;HIST3H2BB;HIST1H2BA;HIST1H2BN,0
