GeneID,Intensity.LUAD_phos_01N
RBM47,0
E2F8,0
UBA6,0
ESYT2,592291052
ESYT3,0
MED19,132743035
UHRF1BP1L,257267591
KIAA1598,0
LNP1,0
ARHGAP10,0
CCDC64B,127421205
MEX3A,0
C1orf226,0
PLEKHG3,128769635
SH3PXD2B,0
FRMD3,128296235
CXorf23,0
NBAS,135015835
TESPA1,0
KIAA1467,0
DENND3,0
SBNO1,0
KLRG2,128565135
RAB19;RAB43,0
SH3D21,0
XIRP2,0
POTEF;POTEI;POTEJ;ACTB;ACTG1;POTEE;POTEKP,130270835
POTEF;POTEI;ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1;POTEE,129439035
POTEF;ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1;ACTBL2;POTEE;POTEKP,135144735
CCDC151,0
CNOT1,128930835
ARHGEF35,0
ARHGEF35;ARHGEF5,0
BDP1,0
CCDC88B,263776671
FAM83G,0
PALM3,679082848
SOWAHB,0
ZNF316,287194571
TLCD2,127081835
CCDC69,127285135
WTIP,127173995
PCNXL2,0
CCDC85C,0
PCP4L1,0
TRIM64C,0
BTBD11,0
ZSWIM8,0
ARHGAP32,0
DISP2,0
TBKBP1,128465235
POM121C,129649335
POM121C;POM121B;POM121,0
POM121C;POM121,127250005
EFCAB7,0
NEURL1B,0
NCF1C;NCF1;NCF1B,0
FAM171A2,0
WASH4P;WASH1;WASH3P;WASH2P,0
WASH4P;WASH1;WASH3P;WASH2P;WASH6P,0
COL6A5,131793235
MYO1G,0
MYO9A,127729235
SMIM1,394390506
TMEM229A,0
PPP1R3G,0
TMEM238,0
FAM195B,127268445
NACA,0
CNKSR3,0
CNKSR3;IPCEF1,0
AGPS,0
KIF2A,0
DDX39A;DDX39B,0
PDLIM1,0
MYO1C,266230971
SNAP23,395007906
FXYD1,0
GTPBP1,0
STXBP3,0
ARVCF,133881935
SMAP,181324235
RAB27B;RAB27A,0
AP3B1,408626606
SULT2B1,0
NFKBIE,0
PSMD11,130559635
MEN1,128278035
CBX4,0
SUPT5H,261924471
DFFA,0
RFXAP,0
HIP1,133865735
CLIC1,0
EIF3F,0
WWP2,128016135
ARNTL,0
PIK3CD,0
PDHX,0
QSOX1,0
FOXN3,130286135
IPO5,0
EEF2K,127785035
EML1,0
DNM1L,129945235
PIK3C2A,0
LST1,128906235
GOLIM4,261568471
MEIS1,139802235
ELL2,0
BTN3A1,0
BIN1,264934271
CLDN5,140520235
KPNA3,139038235
STK25;STK26;STK24,128850935
BCL9,127023315
LAD1,0
EBAG9,419797235
SDCBP,128196135
PITPNM1,128933135
MPHOSPH10,128139735
NOP56,260388671
PEX12,0
KPNA4,129434735
NFIB,257499871
ACACB,0
SCD,0
PPAP2A,0
PPAP2B,0
ARID1A,652824998
BHLHE40,0
C2CD2L,0
FCHO1,0
TRAFD1,142253235
HSPB6,132561235
CIT,0
COPE,128515135
CDC42EP2,0
AP3D1,128314735
ENPP3,0
ABLIM1,1681657592
DVL1,0
DVL1;DVL1P1,0
CHD1,0
CHD2,258910671
STX16,0
EI24,139197235
TP53I11,201653235
KMT2D,1715563613
RGPD8;RGPD5,0
RGPD8;RGPD5;RGPD1;RGPD2,0
RGPD8;RGPD5;RGPD1;RGPD2;RANBP2;RGPD4;RGPD3,130263335
RGPD8;RGPD5;RANBP2;RGPD4;RGPD3,0
PDCD5,0
SLC9A3R1,533662242
NRP1,0
TNPO2,0
APOL1,403276606
UNC13B,259088171
RASGRF2,127511105
SCAMP3,338602471
BACH1,128115935
BCKDK,0
IRF6,0
GIPC1,0
IKBKB,0
RGS12,128502235
CASK,0
PPP1R12A,395989606
GAK,261165471
ZNF263,0
HNRNPDL,0
XPO1,0
ARHGEF10,257467131
ZNF609,385145986
ZNF646,129330335
PDZD2,256635671
SPTBN2,0
MAST4,254222941
SEC16A,803781413
PLXNB2,128768435
AREL1,128478135
KHNYN,0
U2SURP,127560945
SETD1A,400826206
SYNJ2,127521455
SYNM,964250189
KIAA0355,128851935
MCF2L,258528471
DCLK1,0
ARHGEF11,641969358
FYB,0
TBX3,130269835
SCAMP2,333337235
ARPC1B,0
BET1,134886335
TRIM24,267680071
PGRMC2,618223471
CTDSPL,127501835
SMAD9;SMAD1,0
RGL2,0
NKRF,0
ZNF185,402877906
CASC3,128489935
RER1,282269671
ATXN7,0
MID1,0
MID1;MID2,0
INPPL1,129234835
SLC16A4,0
HDAC3,0
SIGLEC5,0
STX7,385673426
TOX3,0
FOXP2,0
TNRC18,389395306
SLC16A3,131460035
SLC31A2,0
ABCC3,0
ABCC4,263761371
ABCC5,0
CD3EAP,0
MSH4,0
PER1,394669106
RNF113A,0
KDM6A,255007111
CLDN3,260657971
FFAR2,0
ZZEF1,0
ASAP2,129073735
RRP8,0
PJA2,0
SIPA1L1,264936871
ARHGAP6,0
PHF1,0
GPR39,0
SEPTIN4,136961235
DYNC1LI2,127586025
PSMD3,0
SART1,211851235
SPINT2,0
HSPA12A,0
CCP110,0
ADCY6,258651471
CTIF,0
PPIP5K2,127338115
MAP3K7,129096035
RIPK2,0
RASA4;RASA4B,0
WDR62,0
PRPF3,137942235
TXNL1,0
TPD52L2,262991871
SYNJ1,135434835
EIF4G3,129058935
CBFA2T2,127446315
AKR7A2,0
EPB41L2,919194419
TGOLN2,694805678
WIPF1,0
ATP8B1,0
FOXO3,0
SMAD6,0
SGCE,0
LAT,127556755
RGS14,127425145
RNF13,0
AKAP10,0
SYT7,0
DENR,128202435
SPRY2,130549135
DNPH1,0
CHMP2A,0
RGS10,0
BUB3,0
AKAP7,0
ACTN4,128695635
ACTN4;ACTN1,128383835
ACTN4;ACTN1;ACTN3;ACTN2,0
PRKAB2,145725235
STX6,0
SYNGR2,133066635
SGTA,0
ENSA,0
ENSA;ARPP19,0
STRN,131188235
RRP9,0
C21orf2,0
AKAP8,391599306
ZBTB14,0
NRD1,0
CALU,132063935
AHCYL1,0
KIF1C,258523171
TYROBP,0
FIGF,0
PEX1,127282395
RAD21,0
TIMM8A,0
KALRN,0
DHX16,391950306
SSSCA1,0
PPP1R12B,0
BNIP3L,814495913
SH3BP5,0
PLIN1,0
BAI3,0
MED14,389990406
PCDH7,0
PRPSAP2,150065235
SMARCA5,128658935
GPRIN2,0
SPAG9,738773788
SUSD5,0
MGRN1,0
SIPA1L3,127689505
ZFC3H1,0
TRAK2,0
LZTS3,0
KIAA0556,127060485
AQR,0
MAST3,0
ATP10A,127897635
ZEB2,263478771
MCM3AP,128219635
KIF1B,128761335
KDM1A,141137235
TBC1D4,0
FZD6,0
HBP1,0
PPL,708250898
EVI5,127274885
LY75,0
PLXNC1,145190235
MPZL2,0
ACSL4,0
SNX3,127617425
DOK2,0
STX10,257193741
MGEA5,0
ADCY9,0
SORBS3,534539482
EIF4EBP3,0
NEMF,0
GMDS,0
NMT2,0
GREM1,0
EIF4E2,0
CCNT2,0
SELENOF,0
PDE8A,0
PDE8A;PDE8B,0
PLIN3,127581525
SLC16A7,131492735
MAFK,0
PRMT3,0
KPNA6,0
UGDH,0
LPXN,0
SNX2,265602771
DPM1,0
USO1,143507235
TOM1,646003758
PFKFB2,0
EIF5B,150668235
GAS7,0
BRD4,268425671
OPHN1,0
PPP1R11,0
RNASEH1,0
NBN,127094145
NOL3,0
DTNB,0
LILRB3,129780035
LILRB5,262469971
MITF,0
SRGAP2,0
SRGAP2;SRGAP2B;SRGAP2C,129106535
NOS1AP,0
IGSF3,0
DENND4B,0
TMCC2,255361811
CBFA2T3,127734535
LRP4,0
LDB3,0
N4BP1,0
ROCK2,0
CLASP2,0
COBL,0
CPNE3,136419435
ZBED4,0
DEPDC5,130987035
ATG13,133632835
OBSL1,0
PHF2,521862962
PHF2;PHF8,0
ZC3H11A,258871071
RAB11FIP3,0
SOCS5,0
NPHP4,0
PHACTR2,0
PPP6R2,0
CNOT3,0
ANKRD17,0
SIN3B,0
DNAJB6,128581335
SNN,132140935
VPS4B,0
VPS4B;VPS4A,0
ENTPD3,0
ZNF217,0
H2AFY,0
FLNB,0
NCOR1,1176125980
VAMP4,145827235
PEX14,127193585
TRIM3,128692835
ULK1,255224481
SLC43A1,128507435
SEC22B,322932471
DEAF1,0
PRPF40A,383561786
TACC1,0
GIGYF1,128375235
LRCH4,0
SAP30,0
MED24,129731835
KATNA1,0
ERN1,0
PSIP1,973501249
SRSF10,289206571
CLDN11,0
TNFRSF21,0
TADA3,127166665
SF3B1,650881708
WBP4,0
SKAP2,126978915
PRKRA,145753235
RPS6KA5,0
MYCBP2,388098306
NPM3,128106035
PRDM1,0
REM1,0
SNRNP200,425737235
OFD1,0
TOM1L1,0
RPS6KA4,0
SURF6,0
UTP20,134169535
NUP155,270542671
TCEA3,127568705
PALM,127812535
GRAP2,130265435
CAPN15,0
BCAR3,127334385
EIF3G,184553235
EIF3J,127283315
PPP1R37,0
DGAT1,0
CCNK,128756335
DYSF,128061935
PIAS1,136038135
FLOT1,0
TRIO,0
MPDZ,128673435
CPD,0
SASH3,0
GLRX3,0
RSL1D1,128937835
WFS1,131683635
NEBL,256860771
RNF8,0
PDE5A,137930235
ZFAND5,127365325
SRP72,129807535
RECQL5,0
URI1,0
STK17B,0
ECM2,128409235
MTA2,0
USP1,0
STK10,260813271
PRKD3,265196771
PRKD3;PRKD1,392032806
GFPT2,127891435
TPPP,0
KBTBD11,128792735
ATP10B,0
TOMM70A,281277235
MYO1D,0
TOX4,0
MICAL2,0
KIAA0754,132304235
SUPT7L,0
FCHSD2,0
UFL1,134234935
SORBS2,839142123
TMCC1,133085035
PHF14,386042356
SASH1,393344106
TMEM63A,259831671
FARP2,129773035
UBXN7,0
SUN1,0
PROSC,127652075
PRPF6,0
PCF11,128447535
FRYL,127536395
CDK14,0
GLCE,0
ABLIM3,798333013
KDM4B,0
KDM4B;KDM4E;KDM4C,0
SLCO2B1,146637235
WDR47,0
TRIM37,0
SEC31A,768996178
CEP152,0
FAM13A,0
ARHGEF15,0
TJP3,665047378
YIF1A,0
UBR5,274271931
FSBP,0
SCAF4,0
UBE4B,129032035
SCEL,795808213
VAMP5,256912401
RTN3,198617235
ZNF205,0
EPN2,129441035
STBD1,275102071
ZRANB2,482270906
LUC7L3,0
KIF20A,0
MBD4,0
SBF1,0
KAT7,128402535
ABCC6,0
PDE8B,127357955
KCNK5,0
VAPB,260821671
SNAPIN,0
MPZL1,517236742
PGLS,0
TACC2,385300716
TRIM16,0
ZBTB7A,137291235
MAP3K6,0
SLU7,260138071
PGM3,0
RAPGEF3,0
CD2BP2,285976971
MED26,0
ZFYVE9,0
SVIL,942934149
BAG4,0
SLC34A2,128461735
PARN,0
FMNL1,451311306
CLDN7,0
ABCA1,0
SEC24B,259336971
LPHN2,260467361
CBX6,0
NADK,0
SFT2D2,0
ACSL3,0
POLR1A,0
PCNT,515727362
CNOT4,0
NFATC1,0
ASMTL,140395235
CDS2,176759235
FGFR1OP,263605471
PPP1R3D,0
BRD1,0
POP4,0
HERC2,127516805
HERC2;HERC2P3,0
OXSR1,0
PTBP3,0
STARD3NL,133105435
WIZ,0
DDX58,0
STAU1,0
TMEM50A,126927465
BAG2,0
BAG3,293448471
MAP4K4,129321735
AIFM1,255903091
LATS1,0
TSPAN13,128166735
ABHD16A,0
C6orf47,128275135
EOMES,0
S1PR4,0
BCL10,0
MOCS2,0
PEX11B,0
PAK4,130491635
CHEK2,0
APBA3,127257975
LDHA,0
ALDH1A1,0
CYB5R3,127191755
PNP,0
ABL1,0
EGFR,404189006
PGK1,130167635
AK1,0
F9,0
PLG,127236595
CA1,0
CA2,0
SERPINC1,144374235
SERPINA1,0
KNG1,262357235
FOS,0
MYC;MYCN,0
PIGR,285314871
HLA-B,0
HLA-DRB1;HLA-DRB3,0
HBD,0
HBD;HBB,0
COL1A1,0
SPTA1,0
APOE,0
APOA2,0
FGB,0
MBP,0
GYPA,276463071
SLC4A1,607295342
FN1,242877235
AHSG,131506735
TFRC,0
FTH1,256098601
VTN,256332371
HMGCR,0
CAT,130739835
RAF1,0
RAF1;ARAF,138413235
ALDOA,131059135
ANXA1,129458735
APOB,133580135
NR3C1,131289835
TK1,0
CD74,128297335
SEMG1;SEMG2,127732835
GAPDH,127839935
ERBB2,258301471
TP53,0
SLC4A2,414985506
GYPC,0
ATP1A1,128790535
ATP1A1;ATP1A3,128216735
ATP1A1;ATP1A3;ATP4A;ATP1A2,0
APP,127917135
HMGN1,401099676
PRKCG;PRKCB,180108235
SLC25A5;SLC25A4;SLC25A6,128728235
ALPL,141891235
ALPP;ALPPL2,0
EIF2S1,0
ICAM1,131518335
RPLP2,135623635
RPLP0;RPLP0P6,0
JUN,0
JUN;JUND,129285935
SSB,0
PRKCB,0
KRT18,525050012
UROD,0
FYN,0
GSN,0
RB1,0
PTMA,132177935
CDK1;CDK3;CDK2,0
ATP5B,0
S100A9,0
S100A6,0
APOA4,0
ENO1,0
ENO1;ENO3;ENO2,0
NPM1,495638706
TPM3,259346241
TPM3;TPM1,0
EPHX1,0
NEFM,0
CENPB,0
P4HB,0
FES,0
CSF1R,127414905
CTSD,0
ANXA2,0
ANXA2;ANXA2P2,707238278
GP1BA,0
CAPN1,0
ADRB2,0
BPGM,0
APRT,0
EPRS,0
HNRNPC,517860706
UQCRH,0
YES1,0
LYN,278969871
SFTPB,0
GJB1,0
SP1,128502335
ZFY;ZFX,0
ANXA6,0
NGFR,0
ABCB1,0
SLC3A2,0
NR3C2,0
HSP90AB1;HSP90AB3P,202854235
SRPR,0
MME,274056471
PDHA1,138389235
PDHA1;PDHA2,263163571
PTPRC,210724235
MET,0
ADRB1,129215835
SNRNP70,131177435
HCK,0
ITGA5,0
NFIC,649184138
RPS17,0
ANXA5,0
RPSA,0
IL6R,0
ADRA2A,0
SNRPA,0
HOXD4,0
GSTA2;GSTA1;GSTA3,0
SNRPC,0
LGALS1,0
TPM1,259504071
CLTA,0
ANXA4,0
CNP,127914735
CD7,0
HMOX1,0
CSF1,0
PDGFRB,0
HNRNPA1,472913106
HNRNPA1;HNRNPA1L2,0
PARP1,0
ALDOC,0
TFPT,0
ATXN1L,513043552
POLR2M;GCOM2,0
SMIM13,0
RGPD1;RGPD2,0
RGPD1;RGPD2;RANBP2;RGPD4;RGPD3,0
HSPA1B;HSPA1A,0
HSPA1B;HSPA1A;HSPA6;HSPA7,0
PGBD3,0
GLI3,0
ZBTB48,0
GLI4,0
TROVE2,0
RRAS,127196555
ARAF,0
HIST1H1E,134131735
HIST1H1E;HIST1H1B;HIST1H1D;HIST1H1C;HIST1H1A,0
HIST1H1E;HIST1H1D,133450735
SPP1,261413271
PTPRF,0
NR2F6,0
NR2F1,0
MAPT,0
PRKAR1A,138729235
KIT,257500271
HSPD1,127577265
CLU,0
IRF1,0
HSPA5,0
MAP2,272112771
SLC2A1,0
SLC2A3,0
EPB41,382852026
PYGB,0
RALA,0
BCR,127865835
ERG,0
TOP1,0
TOP2A,0
G6PD,0
ESRRA,0
DMD,396265626
SFTPC,130344635
IGF2R,362576471
SRF,128969135
MS4A1,0
COL6A1,0
COL6A3,134259935
TPR,516760742
ANXA3,0
BCKDHA,337789471
SKI,0
ACTN1,128127235
ACE,0
CDH1,127472695
SRC,526670706
XRCC6,0
UNG,0
NR2C1,0
GP1BB,143623235
RNH1,0
CYBA,277187631
SCG2,0
CFTR,0
VCAN,406349806
ITGA4,137061235
CEACAM1,0
HLA-A,645952742
HLA-E,0
HLA-DRB4,0
LCP1,284412271
PLS3,0
APEH,0
GYS1,519046412
PRKAR2A,1119001152
CCDC130,0
CD99,128877835
PRKCSH,0
HCLS1,129974135
PKM,0
HSP90B1,255873401
SLC2A4,0
HNRNPL,0
DARS,0
ETS1,0
JUP,278232071
BRAF,128297535
PVR,0
PGAM2;PGAM1;PGAM4,0
IFNGR1,127735535
B4GALT1,0
EZR,128096735
ATF2,129343535
UCHL3,0
FOSL2,130033735
NME1;NME2;NME2P1,0
HIVEP1,0
RPS2,0
TCF4,128021735
TCF3,128411735
DSP,264759371
MUC1,132164635
CD44,302012571
ITGB4,128617035
SPN,540441442
CBR1,0
CREB1,129181835
PECAM1,138816235
PPP3CB,127212605
NCK1,265697801
GCFC2,0
HIST1H1B,313971471
HIST1H1D,127743235
HIST1H1C,550547971
POR,0
EPB42,0
MGMT,0
ATP2A2,140879235
STMN1,255708171
STMN1;STMN2,0
YBX3,0
YBX3;YBX1;YBX2,0
ZNF22,0
ZKSCAN1,129347235
ZSCAN20,0
HMGA1,388683406
TMEM11,0
IFNAR1,129711535
PRKCA,326431471
JUNB,0
GJA1,303186171
UBTF,0
JUND,0
