GeneID,Intensity.LUAD_phos_01N
ATF7,133426435
PRKACA,130455635
PRKACA;PRKACG;PRKACB,0
DES,635162112
PTPN2,128182435
CTPS1,0
PFKL,0
IGFBP3,127518685
SPI1,0
TCP1,0
PTPN1,128775535
ARF4,0
PTPRA,0
NELFE,255276011
LAG3,0
PGAM1,127423015
PGAM1;PGAM4,0
RCC1,142590235
SDC1,127883635
LIG1,0
XRCC1,391360471
PAM,127758335
MYL12A;MYL12B;MYL9,134960535
PLCG1,0
NCL,130127635
ELK1,0
TRIM21,0
TFEB,0
TFE3,260149171
SLC9A1,566148942
ITIH2,0
NFKB1,0
NCF2,0
TYMP,0
ATP2B1,413480606
ATP2B1;ATP2B2,127907635
EIF2S2,136131635
CD33,137805235
TPSB2;TPSAB1;TPSD1,132738235
CD22,0
RAB4A,0
RAB6A,0
MX2,0
LMNB1,393293006
LMNB1;LMNB2,0
HOXA5,0
BCL3,127357805
CAST,916717699
PTMS,0
CDK11B,0
CDK11B;CDK11A,518636206
CSRP1,147592235
FLNA;FLNC,129694935
NF1,385684516
MAOA,0
S1PR1,0
TNFAIP3,0
TAF1,129058935
C5AR1,145662235
TBXA2R,136068535
MSR1,132538335
VDAC1,273069871
ERBB3,264548271
TGM2,134893535
OSBP,310537471
FBL,0
CDH3,0
PAICS,0
SCP2,0
UBA1,0
ENPP1,130949835
FGFR4,0
HIST1H1T,0
HNRNPA2B1,127502665
RFX1,0
CBL,0
PRKACB,0
MRC1,128512135
FBLN1,139910235
TCEA1,260195671
SFPQ,0
KEL,0
HRC,900578489
RPS3,136227035
PTPRG,128639635
PTPRZ1,0
SP100,888400313
MCC,128635735
NFYA,128625335
CFL1,130597935
EIF4B,255714451
ATP2B4,384383126
PAX7,0
EEF1B2,298113971
AKAP5,127561475
IGFBP5,0
PRKCH,259744871
TNC,382727071
POLR2A,785096313
APC,0
ADRBK1,0
PTAFR,0
F2R,0
MCM3,255792271
BRD2,0
FAS,0
YY1,142548235
DNAJB1;DNAJB4,0
DNAJB2,0
ATP5A1,0
PSMA3,0
MSN,256682721
PTPN3,0
DNMT1,0
U2AF2,282864371
RPL13,0
PTBP1,0
ZFP36,0
PLN,133879235
IL3RA,127346725
STOM,254860271
MAPK3,277167771
MARK3,0
MARK3;MARK2;MARK4;MARK1,136809235
ARNT,0
RPA1,0
DCK,0
CAD,129812535
CALR,0
PDE4A,0
MAP4,1205666885
PIK3R1,0
PSMA5,0
HLA-DMB,0
CHAT,0
TEAD1,0
SMARCA1,0
MAPK1,288322471
ERCC5,648522268
GRN,0
PTPRM,0
EPHA2,0
EPHB2,0
PTPN6,0
SHC1,0
ARID4A,0
KDM5A,128432535
TKT,128993235
NOS3,261861071
LMOD1,562325942
OAS2,0
MARCKS,419624106
AQP1,294963471
PRDX6,127413775
PEBP1,136699935
FCER1G,0
CDC25B,0
NKTR,396693406
NMT1,0
HLA-F,129792135
LRPAP1,0
ADSL,128504135
CLIP1,0
CLIP1;CLIP2,272990771
PRKAR1B,0
PRKAR2B,249647235
RRM2,0
SDC4,0
HIVEP2,0
SLC6A4,135455035
AKT1,0
AKT1;AKT2;AKT3,0
AKT2,0
HNRNPH3,127523045
HNRNPH1,0
HNRNPH1;HNRNPF,0
HNRNPH1;HNRNPH2,144089235
STIP1,0
S100A11,127329455
VIPR1,0
CCR1,673184878
PYCR1,0
SLC8A1,261608071
ELF1,146806235
ICAM3,0
ACSL1,0
KIF5B,129598035
CSTF2,136518135
ABCC1,259956521
SDC2,129232335
EVI2B,392237676
EPHX2,0
HSPA4,0
CTNNA1,939720122
CTNNA1;CTNNA2,966409942
CTNNB1,923108742
BMI1,0
NF2,0
RDX,0
RFC1,0
GTF2F1,386694236
SPR,0
HRH1,128490535
PTGER4,130112735
THBS2,0
FBN1,431061471
IRS1,0
MYH10,788212858
MYH10;MYH11,0
COPB2,449797235
ADD1,978064813
ADD1;ADD2;ADD3,128972935
BSG,130453335
NUP214,389548296
HNF1B,0
SOX5,0
SOX5;SOX6,0
SLC16A2,131333135
GJA5,132950035
MAP2K2,268043111
MAP2K2;MAP2K1,0
CPOX,0
RPL4,0
PGM1,0
ACVR1B,0
GNL1,128614435
ACVRL1,416372806
TGFBR2,405627606
HPCAL1;HPCA;NCALD,0
ZEB1,131313835
TAGLN2,168551235
TALDO1,129187535
RBMX,130485835
RBMX;RBMXL1,0
COIL,0
EIF4A3,0
COL18A1,0
CAPG,0
CAP2,127861835
IL6ST,144830235
TXLNA,0
PSMB10,0
PBX2,0
MLH1,127308325
STAT3,182924235
USP8,131761635
PEX19,0
MDH1,0
ETV3,0
CASR,0
BCL6,127342035
CETN2,293385471
ETV6,284297071
NAA10,0
KDM5C,127127915
PPP1R2,0
PPP1R2;PPP1R2P3,275892471
MAP3K8,0
SLC19A1,128890935
PRKCI,0
ELK3,127563555
TMPO,624685539
STAT1,128907035
STAT5A;STAT5B,129459035
ARHGAP25,0
MTOR,143439235
PI4KA,256622271
EPS15,550565042
CASP2,0
RPS27,0
ABL2,0
FRK,0
HELZ,0
RBM34,0
WAS,0
HTT,269756371
SLC1A1,133166835
SLC1A4,0
MCAM,139781235
DCC,129155835
MATR3,872656878
GRK6;GRK5,0
GPD2,126923265
SSR1,0
RANBP1,0
PSMC4,0
NKX2-1,136094235
VDAC2,142556235
CBX5,0
USP5,0
MAP2K4,0
MKI67,0
PHKA2,128651035
PHKA1,0
NOP2,0
ATRX,1334346206
CRK,0
BAG6,557232912
NSF,127757835
MAP2K3,0
MAP2K3;MAP2K6,0
RPS10;RPS10P5,0
NEDD4,0
YAP1,696815478
UTRN,544236372
IQGAP1,262621471
PLA2G4A,264542471
RAP1GAP,127345925
CAPZA2,129840035
CAPZB,128731735
SCTR,0
ZFP36L2,0
LIMS1,0
LEPR,130322735
RFX2,127304455
RFX5,257729001
ARCN1,0
IFNAR2,258145071
TRAPPC10,0
PRRC2A,255598561
GSS,129443635
PTDSS1,128310235
CSNK1D,0
CD97,127959935
MARCKSL1,127551075
PXN,411530786
NR2C2,146632235
SLC11A1,0
NASP,393912606
FMO5,0
FASN,127269195
FNTA,0
FNTB,0
CCT3,127188485
ARRB1,138385235
CYB561,0
CENPA,420763006
CENPF,0
PCYT1A,0
PCYT1A;PCYT1B,0
HARS2,0
MCM2,130259935
YLPM1,126929485
RBM25,448714006
NUMB,0
CLK1,131464235
CLK1;CLK4,0
CLK2,127471515
CLK3,128155735
PSEN1,134237635
EIF2B2,0
NUP153,384605406
RANBP2,1075652785
RANBP2;RGPD4,0
RANBP2;RGPD4;RGPD3,0
RGS19,0
RGS3,127390105
PSEN2,129510535
TSC2,127828535
GSK3A;GSK3B,140689235
GSK3B,0
TAF6,128975035
NT5C2,0
SEPHS1,0
SEPP1,128646135
GMPS,0
LIG3,127543865
MRE11A,0
GNG10,255200721
EMD,0
SLC26A2,0
SERPINH1,0
PDLIM4,153356235
PEX5,0
ERF,0
VASP,134140935
DNM2,0
CDK7,132962035
HLCS,0
CDK9,0
LRBA,131271735
BCAM,384179471
CCT8,0
PAPOLA,0
FXR1,0
FXR2,0
RAB7A,153593235
RAB9A,0
RAB27A,0
SCNN1B,0
PLCD1,131998935
DAP,0
MMP15,0
NOVA1,0
ZNF84,0
SMARCA2,686277378
SMARCA4,262555271
BCAP31,129388335
P2RX1,0
TPMT,0
RENBP,127953435
MECP2,376519171
HCFC1,136862235
CAV2,649724471
ALDH3A2,127494805
HSD17B4,137814235
GPM6A,0
KCNQ1,0
CLCN7,276927471
VAMP7,127335075
RPS6KA3,386062206
RPS6KA3;RPS6KA6;RPS6KA1,137816235
PRELP,0
CCNH,128925235
MNAT1,127388415
NEK4,0
HNRNPA3,0
PGD,0
HNRNPM,129960435
KPNA2,0
NCBP2,0
JAK3,0
ARHGDIA,0
SLC7A2,0
AGFG1,135255035
HNRNPF,0
STAT2,0
MSH6,127469645
KIF11,0
VAV2,0
RBM5,257599971
EFNB2,0
DGKQ,0
CAPZA1,0
HMGA2,0
CRIP2,0
NUP98,822407483
BLVRA,0
SLC25A1,0
DAPK1,0
ARFIP2,0
ARFIP1,268948371
ACLY,277342771
MVD,0
COPA,127067535
RCAN1;RCAN3,0
SMTN,127352845
SLC16A1,129124935
IST1,0
SUB1,0
CLNS1A,161041235
HIRA,0
ATXN3,0
ATXN1,255685891
ATN1,513934142
TERF1,0
PMS2,0
USP14,130457335
PRKAA2,0
PRKAA2;PRKAA1,0
RAD23A,172224235
RAD23B,138731235
EPHB4,0
AK2,0
NAPA,128525335
AIF1,143423235
EIF5,0
SLC12A2,392681006
PSMD4,129089635
VCP,0
MFAP1,1021202579
AQP4,481699471
NCKAP1L,0
MLLT4,1063200435
MLLT6,0
ELL,0
BRPF1,260625971
NAP1L1,0
ADAR,0
LAMB2,127055585
CDH6,138388235
CDH11,439164006
FOXA1,267361371
TPD52,127584095
PKNOX1,0
HNRNPH2,0
EIF3B,0
FCGRT,128601135
MARS,0
AP1S2,0
HDAC4,401176806
CLDN12,264591071
CLDN18,891476713
BCAR1,0
STX17,0
SIK1;LOC102724428,0
RWDD2B,0
UBASH3A,0
WDR4,0
TBX4,0
EVC,0
KLF3,0
RAB38,0
CORO7,0
CLDN2,0
NUP107,0
SNX16,0
EEFSEC,0
SESN2,0
EPPK1,715400496
MLF1,0
FAM3B,0
EVA1C,0
GNG2,0
TPI1,194980235
SEC61B,530467752
PTEN,0
ACTB,0
ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1,127171485
ACTB;ACTG1,0
ACTB;ACTG1;POTEE,0
RPS20,0
DSTN,0
RAB8A,131237435
RAB4B,0
RAB2A;RAB2B,0
CXCR4,0
RAB14,0
ZC3H6,0
ACTR2,0
RAP1B;RAP1A,0
MAX,256740671
RPS3A,0
MAGOH;MAGOHB,0
SEC61A1,0
STXBP1,0
COPZ1,0
UFM1,0
AP1S1,127169195
HNRNPK,476106006
RRAS2,281087871
RPS8,0
YWHAE,139180235
RPS29,0
TMSB4X,128463935
SELT,0
RAB11A,0
RAB11A;RAB11B,0
CNBP,0
ACTA2;ACTG2;ACTC1;ACTA1,0
RPS6,0
HIST1H4A,259898471
HIST1H2BC;H2BFS;HIST1H2BK;HIST1H2BM;HIST1H2BL;HIST1H2BO;HIST1H2BD;HIST1H2BH;HIST2H2BF;HIST3H2BB;HIST1H2BA;HIST1H2BN,0
HIST1H2BC;H2BFS;HIST1H2BK;HIST1H2BM;HIST1H2BL;HIST1H2BD;HIST1H2BH;HIST2H2BF;HIST1H2BN,0
RAB1A,0
RAN,0
GNB1,0
GNB2;GNB4,0
UBA52;RPS27A;UBB;UBC,127677095
TRA2B,983762513
TRA2B;TRA2A,347120471
AP2B1,0
VAMP2;VAMP1;VAMP3,133032235
VAMP2;VAMP3,259623371
GNAS,134010835
YWHAZ,0
SUMO1,144422235
SKP1,0
GNG5,256834971
TMSB10,0
YBX1,130613535
CSNK2B,0
TPM4,0
TUBA1B;TUBA4A,130748335
TUBA1B;TUBA1A;TUBA3E;TUBA1C,0
PAFAH1B2,0
HIST1H3A;H3F3A;HIST3H3;HIST2H3A,0
HIST1H3A;H3F3C;H3F3A;HIST3H3;HIST2H3A,0
