Ensembl_gene_id	p53_mock_2
ENSMUSG00000032436	1977
ENSMUSG00000067547	321
ENSMUSG00000072235	1798
ENSMUSG00000024246	368
ENSMUSG00000054072	411
ENSMUSG00000006567	70
ENSMUSG00000057069	8689
ENSMUSG00000022468	221
ENSMUSG00000029338	1238
ENSMUSG00000094338	492
ENSMUSG00000091095	12
ENSMUSG00000047139	13784
ENSMUSG00000039770	1541
ENSMUSG00000029428	439
ENSMUSG00000072949	99
ENSMUSG00000054150	1708
ENSMUSG00000047180	4968
ENSMUSG00000026249	737
ENSMUSG00000044156	873
ENSMUSG00000038335	2413
ENSMUSG00000052920	11
ENSMUSG00000073725	7309
ENSMUSG00000020573	5373
ENSMUSG00000084230	94
ENSMUSG00000069830	35
ENSMUSG00000062545	201
ENSMUSG00000024145	280
ENSMUSG00000030246	19
ENSMUSG00000039997	25120
ENSMUSG00000026688	84
ENSMUSG00000063286	36106
ENSMUSG00000049871	2439
ENSMUSG00000061615	822
ENSMUSG00000063065	576
ENSMUSG00000020520	1516
ENSMUSG00000002319	976
ENSMUSG00000039670	153
ENSMUSG00000032744	12
ENSMUSG00000003955	453
ENSMUSG00000083745	206
ENSMUSG00000092367	23
ENSMUSG00000082873	59
ENSMUSG00000106327	0
ENSMUSG00000076615	1856
ENSMUSG00000020288	1270
ENSMUSG00000108872	388
ENSMUSG00000081528	43
ENSMUSG00000031378	2563
ENSMUSG00000000184	4618
ENSMUSG00000022962	2257
ENSMUSG00000094993	144
ENSMUSG00000015599	216
ENSMUSG00000057193	8419
ENSMUSG00000021175	456
ENSMUSG00000021061	614
ENSMUSG00000070056	2774
ENSMUSG00000028261	632
ENSMUSG00000042195	70
ENSMUSG00000039873	133
ENSMUSG00000047370	222
ENSMUSG00000033192	1077
ENSMUSG00000020525	1098
ENSMUSG00000009108	18
ENSMUSG00000019796	62
ENSMUSG00000000248	845
ENSMUSG00000026202	2263
ENSMUSG00000075031	1957
ENSMUSG00000064109	378
ENSMUSG00000080896	38
ENSMUSG00000033227	1
ENSMUSG00000030068	4780
ENSMUSG00000020248	1277
ENSMUSG00000022519	68
ENSMUSG00000032892	113
ENSMUSG00000040296	6808
ENSMUSG00000069833	17909
ENSMUSG00000042514	1945
ENSMUSG00000062038	95
ENSMUSG00000031246	3775
ENSMUSG00000033318	396
ENSMUSG00000054435	10963
ENSMUSG00000032193	619
ENSMUSG00000027293	2177
ENSMUSG00000014226	1645
ENSMUSG00000056888	2867
ENSMUSG00000047793	768
ENSMUSG00000017754	575
ENSMUSG00000019539	246
ENSMUSG00000027073	215
ENSMUSG00000040466	2254
ENSMUSG00000040997	378
ENSMUSG00000062312	125
ENSMUSG00000041779	1168
ENSMUSG00000074420	92
ENSMUSG00000024891	67
ENSMUSG00000015745	3447
ENSMUSG00000101892	451
ENSMUSG00000042331	595
ENSMUSG00000058392	1241
ENSMUSG00000083316	49
ENSMUSG00000043895	119
ENSMUSG00000046865	1605
ENSMUSG00000108226	72
ENSMUSG00000040699	13244
ENSMUSG00000039159	3387
ENSMUSG00000031428	707
ENSMUSG00000050822	75
ENSMUSG00000047415	322
ENSMUSG00000044330	7
ENSMUSG00000079543	1470
ENSMUSG00000036718	44
ENSMUSG00000062028	212
ENSMUSG00000047861	2
ENSMUSG00000035722	4341
ENSMUSG00000095661	36
ENSMUSG00000042444	5363
ENSMUSG00000082463	158
ENSMUSG00000034858	4593
ENSMUSG00000042377	248
ENSMUSG00000074628	41
ENSMUSG00000038845	1468
ENSMUSG00000050244	5091
ENSMUSG00000022181	2013
ENSMUSG00000026377	1218
ENSMUSG00000057506	779
ENSMUSG00000051615	234
ENSMUSG00000028479	1738
ENSMUSG00000094652	433
ENSMUSG00000031328	36125
ENSMUSG00000049588	971
ENSMUSG00000022051	3347
ENSMUSG00000021200	2233
ENSMUSG00000026770	266
ENSMUSG00000022371	1575
ENSMUSG00000058761	2908
ENSMUSG00000008540	325
ENSMUSG00000032489	546
ENSMUSG00000030357	2703
ENSMUSG00000024867	358
ENSMUSG00000095217	1229
ENSMUSG00000028795	414
ENSMUSG00000066632	0
ENSMUSG00000000204	325
ENSMUSG00000007987	510
ENSMUSG00000029084	11179
ENSMUSG00000021573	252
ENSMUSG00000044424	27
ENSMUSG00000037405	2378
ENSMUSG00000067038	30614
ENSMUSG00000108823	55
ENSMUSG00000058773	1302
ENSMUSG00000003379	29917
ENSMUSG00000001288	219
ENSMUSG00000025877	632
ENSMUSG00000079003	727
ENSMUSG00000000056	2011
ENSMUSG00000099875	0
ENSMUSG00000026755	7210
ENSMUSG00000071379	425
ENSMUSG00000029449	2805
ENSMUSG00000082686	46
ENSMUSG00000089967	22
ENSMUSG00000005125	360
ENSMUSG00000064225	1513
ENSMUSG00000087520	130
ENSMUSG00000012777	64
ENSMUSG00000004897	2574
ENSMUSG00000021037	2125
ENSMUSG00000062478	392
ENSMUSG00000027395	1620
ENSMUSG00000071068	4772
ENSMUSG00000026664	1244
ENSMUSG00000045932	923
ENSMUSG00000107425	94
ENSMUSG00000056091	238
ENSMUSG00000052212	71
ENSMUSG00000001436	400
ENSMUSG00000004748	70
ENSMUSG00000030590	577
ENSMUSG00000056457	28
ENSMUSG00000032577	1164
ENSMUSG00000090946	1659
ENSMUSG00000041429	58
ENSMUSG00000041954	425
ENSMUSG00000030662	3238
ENSMUSG00000021879	62
ENSMUSG00000018008	5535
ENSMUSG00000045294	997
ENSMUSG00000095071	123
ENSMUSG00000062611	18
ENSMUSG00000031403	2706
ENSMUSG00000028741	728
ENSMUSG00000053559	350
ENSMUSG00000006724	12
ENSMUSG00000031239	89
ENSMUSG00000022636	1433
ENSMUSG00000065979	322
ENSMUSG00000028010	364
ENSMUSG00000049396	572
ENSMUSG00000083083	148
ENSMUSG00000051079	140
ENSMUSG00000020623	436
ENSMUSG00000002602	9309
ENSMUSG00000037922	49217
ENSMUSG00000099871	27
ENSMUSG00000100838	65
ENSMUSG00000028328	43
ENSMUSG00000033706	1316
ENSMUSG00000038482	1170
ENSMUSG00000022033	101
ENSMUSG00000024039	12
ENSMUSG00000041351	443
ENSMUSG00000003346	1479
ENSMUSG00000045007	97
ENSMUSG00000020706	3806
ENSMUSG00000067149	27332
ENSMUSG00000002897	8210
ENSMUSG00000040483	1371
ENSMUSG00000056492	142
ENSMUSG00000100254	0
ENSMUSG00000056673	3076
ENSMUSG00000032392	143
ENSMUSG00000057497	687
ENSMUSG00000099041	343
ENSMUSG00000038564	1840
ENSMUSG00000037921	1516
ENSMUSG00000028332	311
ENSMUSG00000030708	769
ENSMUSG00000031666	3906
ENSMUSG00000034786	1672
ENSMUSG00000055805	8967
ENSMUSG00000030079	1079
ENSMUSG00000051748	39
ENSMUSG00000067714	221
ENSMUSG00000020766	406
ENSMUSG00000020547	1370
ENSMUSG00000102566	0
ENSMUSG00000056209	721
ENSMUSG00000098557	9193
ENSMUSG00000078886	372
ENSMUSG00000093896	1213
ENSMUSG00000038510	649
ENSMUSG00000025726	1
ENSMUSG00000070960	0
ENSMUSG00000096150	1047
ENSMUSG00000028318	750
ENSMUSG00000035576	13
ENSMUSG00000030189	1197
ENSMUSG00000102418	392
ENSMUSG00000032554	10133
ENSMUSG00000015243	12209
ENSMUSG00000001576	1193
ENSMUSG00000058435	83
ENSMUSG00000025648	920
ENSMUSG00000038068	366
ENSMUSG00000024112	623
ENSMUSG00000097053	1323
ENSMUSG00000079641	10810
ENSMUSG00000005364	2511
ENSMUSG00000032796	33
ENSMUSG00000012443	766
ENSMUSG00000029246	1257
ENSMUSG00000037031	488
ENSMUSG00000063903	54
ENSMUSG00000062867	3223
ENSMUSG00000031861	773
ENSMUSG00000004552	968
ENSMUSG00000084235	52
ENSMUSG00000070390	446
ENSMUSG00000039005	2115
ENSMUSG00000043770	459
ENSMUSG00000002477	824
ENSMUSG00000079067	24
ENSMUSG00000091478	0
ENSMUSG00000043940	2730
ENSMUSG00000040249	8282
ENSMUSG00000105147	0
ENSMUSG00000015027	1193
ENSMUSG00000042978	7207
ENSMUSG00000091844	89
ENSMUSG00000089978	124
ENSMUSG00000024042	2044
ENSMUSG00000028756	2281
ENSMUSG00000024948	15440
ENSMUSG00000030268	75
ENSMUSG00000076709	206
ENSMUSG00000053398	2065
ENSMUSG00000026603	218
ENSMUSG00000059325	241
ENSMUSG00000033124	935
ENSMUSG00000029033	719
ENSMUSG00000024078	926
ENSMUSG00000028221	318
ENSMUSG00000041827	734
ENSMUSG00000039197	393
ENSMUSG00000046008	0
ENSMUSG00000029430	3866
ENSMUSG00000024939	412
ENSMUSG00000059409	1277
ENSMUSG00000021595	3661
ENSMUSG00000007655	29
ENSMUSG00000056749	60
ENSMUSG00000106627	0
ENSMUSG00000026814	92
ENSMUSG00000005413	8353
ENSMUSG00000019564	1599
ENSMUSG00000039239	50
ENSMUSG00000040618	1705
ENSMUSG00000073902	35914
ENSMUSG00000024966	2876
ENSMUSG00000002308	101
ENSMUSG00000022186	2620
ENSMUSG00000091618	481
ENSMUSG00000025473	201
ENSMUSG00000051154	1447
ENSMUSG00000046688	1129
ENSMUSG00000105244	1951
ENSMUSG00000066553	6
ENSMUSG00000095761	230
ENSMUSG00000028851	1440
ENSMUSG00000012428	101
ENSMUSG00000028744	1168
ENSMUSG00000058135	136
ENSMUSG00000031517	45
ENSMUSG00000039621	5770
ENSMUSG00000076540	397
ENSMUSG00000078713	595
ENSMUSG00000002504	39
ENSMUSG00000038550	93
ENSMUSG00000040564	65
ENSMUSG00000022325	567
ENSMUSG00000029672	2850
ENSMUSG00000026020	3394
ENSMUSG00000089929	1334
ENSMUSG00000074677	164
ENSMUSG00000051557	261
ENSMUSG00000039911	33
ENSMUSG00000053158	1296
ENSMUSG00000016495	2116
ENSMUSG00000050957	96
ENSMUSG00000107082	56
ENSMUSG00000095571	2037
ENSMUSG00000046861	1930
ENSMUSG00000029570	1834
ENSMUSG00000021306	3204
ENSMUSG00000021969	4474
ENSMUSG00000003380	1574
ENSMUSG00000038045	158
ENSMUSG00000025647	27931
ENSMUSG00000074896	1265
ENSMUSG00000090164	2005
ENSMUSG00000043243	4158
ENSMUSG00000053746	43
ENSMUSG00000006127	3403
ENSMUSG00000022270	3644
ENSMUSG00000044583	3960
ENSMUSG00000030510	4
ENSMUSG00000022126	29
ENSMUSG00000041237	40
ENSMUSG00000107968	0
ENSMUSG00000021069	616
ENSMUSG00000002668	4667
ENSMUSG00000062783	2248
ENSMUSG00000034926	285
ENSMUSG00000032120	572
ENSMUSG00000093894	1953
ENSMUSG00000025359	160
ENSMUSG00000083364	275
ENSMUSG00000003283	4843
ENSMUSG00000034881	260
ENSMUSG00000022074	1437
ENSMUSG00000045094	88
ENSMUSG00000089722	13
ENSMUSG00000067455	559
ENSMUSG00000094689	2610
ENSMUSG00000056214	51
ENSMUSG00000073008	5214
ENSMUSG00000016756	21275
ENSMUSG00000082633	50
ENSMUSG00000046841	854
ENSMUSG00000070044	62
ENSMUSG00000054999	16
ENSMUSG00000070298	26
ENSMUSG00000037685	10017
ENSMUSG00000048126	85
ENSMUSG00000042757	250
ENSMUSG00000025993	10383
ENSMUSG00000022057	958
ENSMUSG00000035459	1683
ENSMUSG00000069272	452
ENSMUSG00000031951	128
ENSMUSG00000024312	836
ENSMUSG00000084883	21
ENSMUSG00000024359	5083
ENSMUSG00000030159	405
ENSMUSG00000031503	165
ENSMUSG00000031004	6714
ENSMUSG00000023072	1562
ENSMUSG00000005686	1188
ENSMUSG00000033313	271
ENSMUSG00000044285	875
ENSMUSG00000003031	4872
ENSMUSG00000031709	1606
ENSMUSG00000069083	19
ENSMUSG00000041506	834
ENSMUSG00000024211	14
ENSMUSG00000032373	14
ENSMUSG00000064264	51
ENSMUSG00000026073	29
ENSMUSG00000040940	18823
ENSMUSG00000024675	6877
ENSMUSG00000083687	122
ENSMUSG00000070323	25
ENSMUSG00000094117	702
ENSMUSG00000049539	1511
ENSMUSG00000004207	38418
ENSMUSG00000049608	419
ENSMUSG00000019088	302
ENSMUSG00000037827	122
ENSMUSG00000107733	394
ENSMUSG00000039328	1586
ENSMUSG00000073676	1897
ENSMUSG00000034265	739
ENSMUSG00000054203	429
ENSMUSG00000045328	794
ENSMUSG00000056412	0
ENSMUSG00000058748	898
ENSMUSG00000026401	776
ENSMUSG00000037129	92
ENSMUSG00000040734	9
ENSMUSG00000034957	111
ENSMUSG00000001995	1621
ENSMUSG00000026395	91746
ENSMUSG00000056185	595
ENSMUSG00000036411	56
ENSMUSG00000035355	86
ENSMUSG00000071041	20
ENSMUSG00000026192	2405
ENSMUSG00000028654	86
ENSMUSG00000031995	1107
ENSMUSG00000103823	6
ENSMUSG00000046031	383
ENSMUSG00000068587	27
ENSMUSG00000075045	0
ENSMUSG00000015880	398
ENSMUSG00000031903	1918
ENSMUSG00000041797	587
ENSMUSG00000026420	158
ENSMUSG00000106668	144
ENSMUSG00000078812	4696
ENSMUSG00000035299	2013
ENSMUSG00000082287	93
ENSMUSG00000095567	4268
ENSMUSG00000031431	8790
ENSMUSG00000024193	2615
ENSMUSG00000022602	36
ENSMUSG00000057113	17311
ENSMUSG00000044453	2559
ENSMUSG00000031495	10
ENSMUSG00000042474	19673
ENSMUSG00000027078	1427
ENSMUSG00000021193	1819
ENSMUSG00000058325	214
ENSMUSG00000098428	161
ENSMUSG00000022842	169
ENSMUSG00000000776	648
ENSMUSG00000071497	550
ENSMUSG00000042729	781
ENSMUSG00000052160	6173
ENSMUSG00000095565	636
ENSMUSG00000093505	8
ENSMUSG00000035683	106
ENSMUSG00000036469	13417
ENSMUSG00000052776	884
ENSMUSG00000029162	312
ENSMUSG00000079884	382
ENSMUSG00000074480	153
ENSMUSG00000041360	1820
ENSMUSG00000002985	14775
ENSMUSG00000017760	6445
ENSMUSG00000008167	256
ENSMUSG00000062075	671
ENSMUSG00000026576	520
ENSMUSG00000003573	262
ENSMUSG00000005397	1322
ENSMUSG00000037416	23262
ENSMUSG00000005580	193
ENSMUSG00000061991	689
ENSMUSG00000027435	1247
ENSMUSG00000090509	18
ENSMUSG00000049551	3
ENSMUSG00000076570	43
ENSMUSG00000022043	4040
ENSMUSG00000030345	57
ENSMUSG00000079197	2342
ENSMUSG00000083161	432
ENSMUSG00000020018	552
ENSMUSG00000022797	2592
ENSMUSG00000094509	127
ENSMUSG00000033416	4779
ENSMUSG00000052825	45
ENSMUSG00000042066	1144
ENSMUSG00000021281	682
ENSMUSG00000003868	1387
ENSMUSG00000028906	5925
ENSMUSG00000011832	662
ENSMUSG00000042010	52
ENSMUSG00000025754	241
ENSMUSG00000023262	356
ENSMUSG00000025869	625
ENSMUSG00000032714	63
ENSMUSG00000096035	38
ENSMUSG00000027306	562
ENSMUSG00000093955	351
ENSMUSG00000078920	1969
ENSMUSG00000024776	1528
ENSMUSG00000072940	1587
ENSMUSG00000095612	2921
ENSMUSG00000021990	3900
ENSMUSG00000039168	515
ENSMUSG00000031360	2896
ENSMUSG00000076680	1776
ENSMUSG00000036256	260
ENSMUSG00000028175	147
ENSMUSG00000037894	1851
ENSMUSG00000073412	425
ENSMUSG00000027130	22187
ENSMUSG00000037762	671
ENSMUSG00000026355	2461
ENSMUSG00000060548	65
ENSMUSG00000058927	613
ENSMUSG00000020077	7011
ENSMUSG00000052040	8074
ENSMUSG00000081855	60
ENSMUSG00000094935	21
ENSMUSG00000025578	305
ENSMUSG00000033209	1149
ENSMUSG00000038481	3597
ENSMUSG00000094388	26
ENSMUSG00000096592	26
ENSMUSG00000030512	1022
ENSMUSG00000036777	265
ENSMUSG00000040010	540
ENSMUSG00000022814	1033
ENSMUSG00000002346	535
ENSMUSG00000005615	921
ENSMUSG00000079017	2945
ENSMUSG00000041889	9
ENSMUSG00000058743	0
ENSMUSG00000108086	0
ENSMUSG00000043931	2487
ENSMUSG00000026393	5522
ENSMUSG00000078566	242
ENSMUSG00000038843	2612
ENSMUSG00000028840	342
ENSMUSG00000045954	119
ENSMUSG00000043629	533
ENSMUSG00000040627	100
ENSMUSG00000027715	604
ENSMUSG00000058818	5438
ENSMUSG00000031954	1590
ENSMUSG00000001774	2161
ENSMUSG00000023456	1648
ENSMUSG00000024663	804
ENSMUSG00000025613	4399
ENSMUSG00000025500	288
ENSMUSG00000024942	2590
ENSMUSG00000026519	1298
ENSMUSG00000023267	28
ENSMUSG00000033855	85
ENSMUSG00000023990	2984
ENSMUSG00000027589	2440
ENSMUSG00000069206	729
ENSMUSG00000061852	171
ENSMUSG00000039530	910
ENSMUSG00000038763	30
ENSMUSG00000031402	2057
ENSMUSG00000024044	1351
ENSMUSG00000105906	11519
ENSMUSG00000089803	284
ENSMUSG00000103293	189
ENSMUSG00000036185	73
ENSMUSG00000025150	44
ENSMUSG00000030691	21783
ENSMUSG00000054766	8137
ENSMUSG00000033949	385
ENSMUSG00000110195	2444
ENSMUSG00000035186	212
ENSMUSG00000078154	14
ENSMUSG00000021640	41
ENSMUSG00000026605	759
ENSMUSG00000002107	14058
ENSMUSG00000024726	781
ENSMUSG00000024621	13848
ENSMUSG00000028860	64
ENSMUSG00000095442	500
ENSMUSG00000048949	248
ENSMUSG00000094502	557
ENSMUSG00000027878	31005
ENSMUSG00000027447	3855
ENSMUSG00000017002	1164
ENSMUSG00000029167	405
ENSMUSG00000094194	1129
ENSMUSG00000035208	6596
ENSMUSG00000096141	19
ENSMUSG00000027344	71
ENSMUSG00000000594	8110
ENSMUSG00000056737	5970
ENSMUSG00000032312	12290
ENSMUSG00000045799	33
ENSMUSG00000022403	3694
ENSMUSG00000054404	3867
ENSMUSG00000022596	218
ENSMUSG00000081953	158
ENSMUSG00000036594	77655
ENSMUSG00000052142	8518
ENSMUSG00000030725	61
ENSMUSG00000019820	11985
ENSMUSG00000024640	702
ENSMUSG00000038831	947
ENSMUSG00000042599	10295
ENSMUSG00000049950	190
ENSMUSG00000064147	32
ENSMUSG00000038214	466
ENSMUSG00000038587	1869
ENSMUSG00000019942	246
ENSMUSG00000038291	2802
ENSMUSG00000113640	476
ENSMUSG00000035164	1762
ENSMUSG00000032556	856
ENSMUSG00000009246	110
ENSMUSG00000022885	9104
ENSMUSG00000007817	4250
ENSMUSG00000031728	652
ENSMUSG00000022913	311
ENSMUSG00000034203	427
ENSMUSG00000024440	51
ENSMUSG00000106715	230
ENSMUSG00000034875	488
ENSMUSG00000067017	59
ENSMUSG00000036273	32079
ENSMUSG00000017466	703
ENSMUSG00000038141	484
ENSMUSG00000033826	2793
ENSMUSG00000026675	379
ENSMUSG00000080939	343
ENSMUSG00000027185	2308
ENSMUSG00000043008	5236
ENSMUSG00000031662	3868
ENSMUSG00000094248	0
ENSMUSG00000005846	2135
ENSMUSG00000021180	1763
ENSMUSG00000027111	1756
ENSMUSG00000082896	5
ENSMUSG00000056987	10
ENSMUSG00000053702	1330
ENSMUSG00000035891	8042
ENSMUSG00000081221	9
ENSMUSG00000013419	19
ENSMUSG00000041649	191
ENSMUSG00000105338	71
ENSMUSG00000022952	5522
ENSMUSG00000089945	351
ENSMUSG00000000244	7458
ENSMUSG00000078901	932
ENSMUSG00000031129	1219
ENSMUSG00000094076	114
ENSMUSG00000079681	17
ENSMUSG00000024340	278
ENSMUSG00000023942	834
ENSMUSG00000062585	7416
ENSMUSG00000026525	395
ENSMUSG00000028864	71
ENSMUSG00000023333	136
ENSMUSG00000044338	23
ENSMUSG00000027834	1112
ENSMUSG00000048445	42
ENSMUSG00000059714	515
ENSMUSG00000082475	22
ENSMUSG00000025656	85
ENSMUSG00000001901	77
ENSMUSG00000021830	8870
ENSMUSG00000040389	878
ENSMUSG00000017417	73
ENSMUSG00000026873	329
ENSMUSG00000076534	353
ENSMUSG00000005610	63463
ENSMUSG00000023216	325
ENSMUSG00000030088	71
ENSMUSG00000041378	24
ENSMUSG00000020307	1036
ENSMUSG00000021136	40
ENSMUSG00000027495	385
ENSMUSG00000020741	2426
ENSMUSG00000022231	822
ENSMUSG00000037032	194
ENSMUSG00000047649	512
ENSMUSG00000103105	117
ENSMUSG00000060098	1164
ENSMUSG00000016552	726
ENSMUSG00000079374	0
ENSMUSG00000025876	132
ENSMUSG00000069893	9053
ENSMUSG00000073879	24
ENSMUSG00000079635	62
ENSMUSG00000028459	9179
ENSMUSG00000071252	129
ENSMUSG00000021253	113
ENSMUSG00000044165	39
ENSMUSG00000021018	392
ENSMUSG00000044024	77
ENSMUSG00000031722	109
ENSMUSG00000036526	7834
ENSMUSG00000037493	72
ENSMUSG00000035754	1040
ENSMUSG00000024989	185
ENSMUSG00000026604	2256
ENSMUSG00000021646	532
ENSMUSG00000021823	1155
ENSMUSG00000003363	3191
ENSMUSG00000040663	2921
ENSMUSG00000020577	3540
ENSMUSG00000025804	404
ENSMUSG00000094505	26
ENSMUSG00000034595	5614
ENSMUSG00000094590	53
ENSMUSG00000042638	23
ENSMUSG00000059498	1639
ENSMUSG00000047511	1
ENSMUSG00000020022	605
ENSMUSG00000064246	50
ENSMUSG00000038665	618
ENSMUSG00000025995	1974
ENSMUSG00000024300	1883
ENSMUSG00000029610	466
ENSMUSG00000067219	20
ENSMUSG00000078942	1101
ENSMUSG00000079478	449
ENSMUSG00000036661	3962
ENSMUSG00000041329	33
ENSMUSG00000076665	380
ENSMUSG00000056413	561
ENSMUSG00000042215	79
ENSMUSG00000055430	118
ENSMUSG00000020857	2682
ENSMUSG00000022234	7302
ENSMUSG00000068349	38
ENSMUSG00000043832	645
ENSMUSG00000076549	515
ENSMUSG00000027230	18
ENSMUSG00000062248	218
ENSMUSG00000062646	3445
ENSMUSG00000039294	4829
ENSMUSG00000062638	42
ENSMUSG00000024789	4879
ENSMUSG00000022389	1756
ENSMUSG00000060032	1244
ENSMUSG00000026579	110
ENSMUSG00000075284	5747
ENSMUSG00000081534	1929
ENSMUSG00000005470	268
ENSMUSG00000068874	167
ENSMUSG00000059895	7206
ENSMUSG00000075706	2114
ENSMUSG00000033788	366
ENSMUSG00000029560	4891
ENSMUSG00000061024	707
ENSMUSG00000101135	51
ENSMUSG00000024855	2148
ENSMUSG00000035735	15
ENSMUSG00000033885	9267
ENSMUSG00000020075	6679
ENSMUSG00000019998	2982
ENSMUSG00000032018	717
ENSMUSG00000020570	3420
ENSMUSG00000044279	101
ENSMUSG00000006782	8097
ENSMUSG00000034855	48
ENSMUSG00000034845	165
ENSMUSG00000032231	672
ENSMUSG00000000120	272
ENSMUSG00000004730	5665
ENSMUSG00000027379	192
ENSMUSG00000100383	0
ENSMUSG00000018846	3757
ENSMUSG00000032113	196
ENSMUSG00000058420	145
ENSMUSG00000000278	1923
ENSMUSG00000040688	1399
ENSMUSG00000027405	5197
ENSMUSG00000020224	1105
ENSMUSG00000042284	130
ENSMUSG00000021263	1533
ENSMUSG00000038607	1309
ENSMUSG00000022881	267
ENSMUSG00000025010	1101
ENSMUSG00000048489	172
ENSMUSG00000038299	1996
ENSMUSG00000031948	2342
ENSMUSG00000030785	118
ENSMUSG00000003418	1879
ENSMUSG00000001029	1937
ENSMUSG00000023110	1374
ENSMUSG00000026548	126
ENSMUSG00000096100	23
ENSMUSG00000032218	202
ENSMUSG00000030521	1723
ENSMUSG00000045326	98
ENSMUSG00000024785	656
ENSMUSG00000083917	1
ENSMUSG00000018651	232
ENSMUSG00000032177	627
ENSMUSG00000030125	30
ENSMUSG00000020205	26
ENSMUSG00000094027	8
ENSMUSG00000082630	110
ENSMUSG00000081752	281
ENSMUSG00000038712	1489
ENSMUSG00000101236	87
ENSMUSG00000038644	3343
ENSMUSG00000020821	2150
ENSMUSG00000048249	7529
ENSMUSG00000096641	0
ENSMUSG00000027901	4506
ENSMUSG00000050410	237
ENSMUSG00000021891	1003
ENSMUSG00000037049	728
ENSMUSG00000035834	584
ENSMUSG00000006728	2397
ENSMUSG00000006411	133
ENSMUSG00000068551	335
ENSMUSG00000026615	6971
ENSMUSG00000051969	86
ENSMUSG00000002997	209
ENSMUSG00000051146	20
ENSMUSG00000035397	579
ENSMUSG00000027108	1305
ENSMUSG00000082321	37
ENSMUSG00000037275	1726
ENSMUSG00000037788	732
ENSMUSG00000070345	9
ENSMUSG00000023995	80
ENSMUSG00000029416	5984
ENSMUSG00000092072	21
ENSMUSG00000064262	12449
ENSMUSG00000029840	7881
ENSMUSG00000018378	128
ENSMUSG00000030759	9860
ENSMUSG00000096807	594
ENSMUSG00000050212	164
ENSMUSG00000074619	92
ENSMUSG00000041842	113
ENSMUSG00000008450	133
ENSMUSG00000024835	4843
ENSMUSG00000072568	952
ENSMUSG00000037095	29
ENSMUSG00000037851	3083
ENSMUSG00000085787	237
ENSMUSG00000041431	327
ENSMUSG00000022972	165
ENSMUSG00000024781	3718
ENSMUSG00000022469	325
ENSMUSG00000036480	0
ENSMUSG00000005410	1849
ENSMUSG00000054321	889
ENSMUSG00000025154	1152
ENSMUSG00000091831	792
ENSMUSG00000063229	4552
ENSMUSG00000027602	113
ENSMUSG00000052056	4445
ENSMUSG00000064354	17868
ENSMUSG00000062070	2571
ENSMUSG00000055884	1646
ENSMUSG00000095351	909
ENSMUSG00000018398	228
ENSMUSG00000041515	13216
ENSMUSG00000035199	1646
ENSMUSG00000050965	1755
ENSMUSG00000028249	6743
ENSMUSG00000076512	85
ENSMUSG00000022175	5063
ENSMUSG00000059970	165
ENSMUSG00000015501	10596
ENSMUSG00000073420	70
ENSMUSG00000048612	4244
ENSMUSG00000089728	46
ENSMUSG00000027784	930
ENSMUSG00000089942	2249
ENSMUSG00000074063	96
ENSMUSG00000067356	103
ENSMUSG00000083012	836
ENSMUSG00000046456	44
ENSMUSG00000039062	128
ENSMUSG00000056515	714
ENSMUSG00000093722	165
ENSMUSG00000063820	15
ENSMUSG00000005583	27637
ENSMUSG00000062014	5010
ENSMUSG00000096805	476
ENSMUSG00000031860	179
ENSMUSG00000071862	195
ENSMUSG00000050860	9
ENSMUSG00000087412	133
ENSMUSG00000046722	6240
ENSMUSG00000026915	10495
ENSMUSG00000005370	2284
ENSMUSG00000025358	1172
ENSMUSG00000028803	2723
ENSMUSG00000020527	449
ENSMUSG00000089735	145
ENSMUSG00000045886	62
ENSMUSG00000032741	999
ENSMUSG00000034311	336
ENSMUSG00000031984	847
ENSMUSG00000063568	186
ENSMUSG00000024037	905
ENSMUSG00000024732	572
ENSMUSG00000052837	1988
ENSMUSG00000021116	2546
ENSMUSG00000095307	140
ENSMUSG00000019737	68
ENSMUSG00000028995	2553
ENSMUSG00000079293	314
ENSMUSG00000073010	39
ENSMUSG00000041057	4191
ENSMUSG00000027459	165
ENSMUSG00000021559	82
ENSMUSG00000030214	4001
ENSMUSG00000043153	149
ENSMUSG00000094777	1764
ENSMUSG00000030683	108
ENSMUSG00000021453	208
ENSMUSG00000003341	2
ENSMUSG00000027227	269
ENSMUSG00000030560	12766
ENSMUSG00000034714	434
ENSMUSG00000062204	0
ENSMUSG00000026311	1156
ENSMUSG00000045136	278
ENSMUSG00000015854	4921
ENSMUSG00000000365	44
ENSMUSG00000029722	538
ENSMUSG00000027692	1817
ENSMUSG00000021892	5558
ENSMUSG00000024544	285
ENSMUSG00000030878	532
ENSMUSG00000037890	675
ENSMUSG00000016255	82
ENSMUSG00000028841	5
ENSMUSG00000026956	1269
ENSMUSG00000104217	0
ENSMUSG00000046168	176
ENSMUSG00000011148	209
ENSMUSG00000063447	78
ENSMUSG00000032251	81
ENSMUSG00000027322	1306
ENSMUSG00000048924	917
ENSMUSG00000036986	12340
ENSMUSG00000067575	3
ENSMUSG00000081214	3
ENSMUSG00000083424	3
ENSMUSG00000094664	3
ENSMUSG00000095526	3
ENSMUSG00000031637	130
ENSMUSG00000089715	819
ENSMUSG00000055760	216
ENSMUSG00000005973	340
ENSMUSG00000004032	39
ENSMUSG00000024397	708
ENSMUSG00000002343	246
ENSMUSG00000020777	1340
