Ensembl_gene_id	p53_IR_4
ENSMUSG00000029027	2464
ENSMUSG00000020806	3741
ENSMUSG00000051343	155
ENSMUSG00000054065	320
ENSMUSG00000025007	1622
ENSMUSG00000045362	1960
ENSMUSG00000071037	89
ENSMUSG00000044757	0
ENSMUSG00000018654	8798
ENSMUSG00000070522	159
ENSMUSG00000091199	63
ENSMUSG00000021880	1912
ENSMUSG00000017499	91
ENSMUSG00000022665	19
ENSMUSG00000055602	10
ENSMUSG00000039089	1031
ENSMUSG00000040061	2430
ENSMUSG00000026566	156
ENSMUSG00000051518	602
ENSMUSG00000005034	2387
ENSMUSG00000030629	1435
ENSMUSG00000074182	716
ENSMUSG00000029771	3181
ENSMUSG00000069301	249
ENSMUSG00000079084	665
ENSMUSG00000032959	3762
ENSMUSG00000037466	210
ENSMUSG00000026027	494
ENSMUSG00000018362	2018
ENSMUSG00000031093	6041
ENSMUSG00000040463	10707
ENSMUSG00000022876	7330
ENSMUSG00000006235	37
ENSMUSG00000083186	178
ENSMUSG00000042660	1090
ENSMUSG00000064299	38
ENSMUSG00000020253	1270
ENSMUSG00000020471	717
ENSMUSG00000021079	390
ENSMUSG00000013236	2101
ENSMUSG00000090394	5653
ENSMUSG00000045251	2314
ENSMUSG00000034445	3555
ENSMUSG00000021850	3
ENSMUSG00000031931	1180
ENSMUSG00000069515	13
ENSMUSG00000093769	66
ENSMUSG00000025978	331
ENSMUSG00000023004	8832
ENSMUSG00000082726	28
ENSMUSG00000062937	923
ENSMUSG00000064215	856
ENSMUSG00000024208	729
ENSMUSG00000031871	45
ENSMUSG00000023944	53798
ENSMUSG00000016344	1246
ENSMUSG00000021273	707
ENSMUSG00000046157	2288
ENSMUSG00000024376	80
ENSMUSG00000021643	28
ENSMUSG00000022565	5650
ENSMUSG00000024085	3380
ENSMUSG00000075184	3
ENSMUSG00000030516	50
ENSMUSG00000095061	213
ENSMUSG00000048852	291
ENSMUSG00000025212	765
ENSMUSG00000023277	932
ENSMUSG00000024301	382
ENSMUSG00000021238	178
ENSMUSG00000094124	263
ENSMUSG00000082928	13
ENSMUSG00000037124	8
ENSMUSG00000032215	2337
ENSMUSG00000069270	495
ENSMUSG00000067367	1285
ENSMUSG00000023951	341
ENSMUSG00000043445	202
ENSMUSG00000031706	689
ENSMUSG00000048015	12
ENSMUSG00000097586	102
ENSMUSG00000027488	22
ENSMUSG00000025213	81
ENSMUSG00000041202	312
ENSMUSG00000031877	37
ENSMUSG00000055980	13
ENSMUSG00000029149	163
ENSMUSG00000001627	1589
ENSMUSG00000038127	5976
ENSMUSG00000047414	2
ENSMUSG00000026213	1392
ENSMUSG00000031502	117
ENSMUSG00000073563	1468
ENSMUSG00000019478	13
ENSMUSG00000054008	2154
ENSMUSG00000038286	96
ENSMUSG00000058355	8694
ENSMUSG00000045232	11
ENSMUSG00000026829	33
ENSMUSG00000015396	13243
ENSMUSG00000033020	622
ENSMUSG00000031125	4
ENSMUSG00000109941	0
ENSMUSG00000026922	155
ENSMUSG00000031893	14
ENSMUSG00000040229	145
ENSMUSG00000033166	2142
ENSMUSG00000096188	107
ENSMUSG00000027854	1966
ENSMUSG00000050195	266
ENSMUSG00000024054	7529
ENSMUSG00000061981	180
ENSMUSG00000032076	575
ENSMUSG00000025239	4897
ENSMUSG00000074228	27
ENSMUSG00000023913	491
ENSMUSG00000034247	1795
ENSMUSG00000022940	245
ENSMUSG00000066363	142
ENSMUSG00000058587	4059
ENSMUSG00000044501	975
ENSMUSG00000008398	869
ENSMUSG00000024381	2917
ENSMUSG00000062373	452
ENSMUSG00000009566	971
ENSMUSG00000089865	0
ENSMUSG00000082367	55
ENSMUSG00000031904	1686
ENSMUSG00000032688	4269
ENSMUSG00000100937	26
ENSMUSG00000040253	917
ENSMUSG00000058486	5947
ENSMUSG00000057246	157
ENSMUSG00000102543	88
ENSMUSG00000027364	699
ENSMUSG00000076538	251
ENSMUSG00000029026	27
ENSMUSG00000040054	3239
ENSMUSG00000075297	551
ENSMUSG00000048696	141
ENSMUSG00000030403	3177
ENSMUSG00000092216	49
ENSMUSG00000067194	1823
ENSMUSG00000024985	153
ENSMUSG00000051397	109
ENSMUSG00000030792	99
ENSMUSG00000056665	836
ENSMUSG00000062661	29
ENSMUSG00000022571	465
ENSMUSG00000023979	269
ENSMUSG00000030060	314
ENSMUSG00000065987	3
ENSMUSG00000053617	2400
ENSMUSG00000018593	92
ENSMUSG00000040808	12
ENSMUSG00000051790	119
ENSMUSG00000015143	899
ENSMUSG00000056204	533
ENSMUSG00000036896	2281
ENSMUSG00000023249	1153
ENSMUSG00000041248	60
ENSMUSG00000075268	160
ENSMUSG00000046449	33
ENSMUSG00000040263	3437
ENSMUSG00000027624	95
ENSMUSG00000042460	2650
ENSMUSG00000022696	456
ENSMUSG00000020376	1291
ENSMUSG00000026622	85
ENSMUSG00000001707	492
ENSMUSG00000062210	2947
ENSMUSG00000021866	626
ENSMUSG00000027011	616
ENSMUSG00000007415	499
ENSMUSG00000029414	131
ENSMUSG00000000628	529
ENSMUSG00000022241	2437
ENSMUSG00000034659	285
ENSMUSG00000020180	2100
ENSMUSG00000083645	34
ENSMUSG00000106405	43
ENSMUSG00000029055	46
ENSMUSG00000029561	270
ENSMUSG00000018427	235
ENSMUSG00000076646	29
ENSMUSG00000040152	114
ENSMUSG00000032883	476
ENSMUSG00000072772	1332
ENSMUSG00000085978	1
ENSMUSG00000045038	3605
ENSMUSG00000074467	38
ENSMUSG00000094787	271
ENSMUSG00000002825	749
ENSMUSG00000037315	856
ENSMUSG00000039680	334
ENSMUSG00000030036	1684
ENSMUSG00000018548	2555
ENSMUSG00000099998	54
ENSMUSG00000095771	2073
ENSMUSG00000024614	1513
ENSMUSG00000022661	650
ENSMUSG00000050912	11911
ENSMUSG00000091367	0
ENSMUSG00000025375	49
ENSMUSG00000020601	5802
ENSMUSG00000022766	52
ENSMUSG00000037974	7
ENSMUSG00000070348	235
ENSMUSG00000021392	3998
ENSMUSG00000056656	16
ENSMUSG00000025134	3043
ENSMUSG00000032216	5151
ENSMUSG00000028228	1102
ENSMUSG00000028341	290
ENSMUSG00000068284	4108
ENSMUSG00000062127	76
ENSMUSG00000078995	4636
ENSMUSG00000020914	1773
ENSMUSG00000041481	1621
ENSMUSG00000096780	245
ENSMUSG00000034127	2
ENSMUSG00000056498	791
ENSMUSG00000002289	94
ENSMUSG00000020101	1255
ENSMUSG00000074886	6777
ENSMUSG00000048442	112
ENSMUSG00000055447	3059
ENSMUSG00000048218	181
ENSMUSG00000059552	4242
ENSMUSG00000006715	134
ENSMUSG00000019982	2133
ENSMUSG00000026974	570
ENSMUSG00000022496	49
ENSMUSG00000055108	65
ENSMUSG00000058099	669
ENSMUSG00000017412	101
ENSMUSG00000020653	434
ENSMUSG00000090231	139
ENSMUSG00000016194	694
ENSMUSG00000021493	247
ENSMUSG00000033987	881
ENSMUSG00000105462	35
ENSMUSG00000006057	2469
ENSMUSG00000031482	417
ENSMUSG00000022111	538
ENSMUSG00000027469	210
ENSMUSG00000003546	245
ENSMUSG00000048756	9356
ENSMUSG00000021596	65
ENSMUSG00000029836	1858
ENSMUSG00000038178	1924
ENSMUSG00000028943	150
ENSMUSG00000034057	8
ENSMUSG00000028649	59072
ENSMUSG00000060743	15130
ENSMUSG00000006494	990
ENSMUSG00000000631	2421
ENSMUSG00000039646	1866
ENSMUSG00000023019	84
ENSMUSG00000021957	11052
ENSMUSG00000095429	64
ENSMUSG00000019952	384
ENSMUSG00000027346	3631
ENSMUSG00000070394	220
ENSMUSG00000014686	171
ENSMUSG00000019838	288
ENSMUSG00000022704	1723
ENSMUSG00000030987	1354
ENSMUSG00000096606	20
ENSMUSG00000020272	5038
ENSMUSG00000021087	36
ENSMUSG00000044709	583
ENSMUSG00000039166	232
ENSMUSG00000071369	1738
ENSMUSG00000071866	29398
ENSMUSG00000070283	253
ENSMUSG00000063902	27
ENSMUSG00000043346	290
ENSMUSG00000037426	12808
ENSMUSG00000035493	412
ENSMUSG00000061897	83
ENSMUSG00000039497	464
ENSMUSG00000002870	1502
ENSMUSG00000095130	322
ENSMUSG00000068407	5
ENSMUSG00000046562	1047
ENSMUSG00000044934	379
ENSMUSG00000081375	42
ENSMUSG00000038650	1689
ENSMUSG00000001525	11198
ENSMUSG00000001674	3329
ENSMUSG00000078185	704
ENSMUSG00000069910	605
ENSMUSG00000050335	821
ENSMUSG00000106592	35
ENSMUSG00000004151	20
ENSMUSG00000024735	5887
ENSMUSG00000032570	2278
ENSMUSG00000035211	122
ENSMUSG00000070880	124
ENSMUSG00000031264	2590
ENSMUSG00000080912	7
ENSMUSG00000040078	691
ENSMUSG00000021032	31
ENSMUSG00000001604	8
ENSMUSG00000016356	442
ENSMUSG00000035704	582
ENSMUSG00000070493	2924
ENSMUSG00000060216	774
ENSMUSG00000062785	655
ENSMUSG00000024338	3088
ENSMUSG00000018697	2828
ENSMUSG00000018102	569
ENSMUSG00000069874	755
ENSMUSG00000021359	222
ENSMUSG00000024885	451
ENSMUSG00000024402	472
ENSMUSG00000031897	1620
ENSMUSG00000039985	1397
ENSMUSG00000073063	0
ENSMUSG00000057561	1842
ENSMUSG00000027133	1790
ENSMUSG00000030553	13
ENSMUSG00000014907	246
ENSMUSG00000067818	24
ENSMUSG00000082908	211
ENSMUSG00000034762	32
ENSMUSG00000046080	94
ENSMUSG00000021262	3795
ENSMUSG00000034227	33
ENSMUSG00000048498	312
ENSMUSG00000030844	233
ENSMUSG00000026856	288
ENSMUSG00000036931	3139
ENSMUSG00000035914	47
ENSMUSG00000025494	600
ENSMUSG00000046334	15
ENSMUSG00000044678	55
ENSMUSG00000078984	1097
ENSMUSG00000020610	443
ENSMUSG00000003355	35
ENSMUSG00000067212	5642
ENSMUSG00000054400	351
ENSMUSG00000031197	1135
ENSMUSG00000027560	18
ENSMUSG00000026360	773
ENSMUSG00000029366	764
ENSMUSG00000032624	5924
ENSMUSG00000026938	2296
ENSMUSG00000042700	1676
ENSMUSG00000025245	432
ENSMUSG00000028480	1573
ENSMUSG00000083396	328
ENSMUSG00000037419	523
ENSMUSG00000022508	1497
ENSMUSG00000095865	373
ENSMUSG00000037820	1370
ENSMUSG00000073434	317
ENSMUSG00000053477	4395
ENSMUSG00000097295	1455
ENSMUSG00000029581	50
ENSMUSG00000045374	1179
ENSMUSG00000107833	22
ENSMUSG00000050732	866
ENSMUSG00000035790	83
ENSMUSG00000064267	6759
ENSMUSG00000020010	51
ENSMUSG00000021670	2732
ENSMUSG00000031451	62
ENSMUSG00000087376	1
ENSMUSG00000095930	50
ENSMUSG00000103939	84
ENSMUSG00000041126	410
ENSMUSG00000040724	661
ENSMUSG00000051675	1015
ENSMUSG00000042064	117
ENSMUSG00000072680	90
ENSMUSG00000028161	4644
ENSMUSG00000027630	4254
ENSMUSG00000039007	140
ENSMUSG00000024999	2361
ENSMUSG00000031166	544
ENSMUSG00000031021	364
ENSMUSG00000051817	164
ENSMUSG00000025089	2
ENSMUSG00000032126	566
ENSMUSG00000005883	88
ENSMUSG00000032915	1334
ENSMUSG00000096020	256
ENSMUSG00000037905	1487
ENSMUSG00000028386	10
ENSMUSG00000018924	11
ENSMUSG00000078935	7
ENSMUSG00000040264	76
ENSMUSG00000026358	179
ENSMUSG00000040118	47
ENSMUSG00000062753	377
ENSMUSG00000024537	536
ENSMUSG00000028729	2874
ENSMUSG00000033972	670
ENSMUSG00000040354	3914
ENSMUSG00000021474	1920
ENSMUSG00000040818	2187
ENSMUSG00000030413	314
ENSMUSG00000040034	503
ENSMUSG00000053830	173
ENSMUSG00000045394	49
ENSMUSG00000032375	74
ENSMUSG00000030643	702
ENSMUSG00000029191	2595
ENSMUSG00000030431	208
ENSMUSG00000024750	1696
ENSMUSG00000092376	74
ENSMUSG00000098104	84
ENSMUSG00000010609	949
ENSMUSG00000001942	385
ENSMUSG00000020847	91
ENSMUSG00000019850	6505
ENSMUSG00000071014	883
ENSMUSG00000027984	352
ENSMUSG00000037149	4612
ENSMUSG00000039032	24
ENSMUSG00000106387	29
ENSMUSG00000090743	35
ENSMUSG00000030747	123
ENSMUSG00000101262	12
ENSMUSG00000033059	1353
ENSMUSG00000025915	1307
ENSMUSG00000031539	524
ENSMUSG00000029507	1225
ENSMUSG00000024436	1819
ENSMUSG00000032875	25
ENSMUSG00000021900	230
ENSMUSG00000024664	8
ENSMUSG00000086513	25
ENSMUSG00000049553	7515
ENSMUSG00000032733	362
ENSMUSG00000029415	4735
ENSMUSG00000030279	1357
ENSMUSG00000028634	785
ENSMUSG00000022682	7001
ENSMUSG00000029247	3134
ENSMUSG00000069114	2929
ENSMUSG00000018677	1587
ENSMUSG00000083929	22
ENSMUSG00000100309	0
ENSMUSG00000026837	40
ENSMUSG00000042810	908
ENSMUSG00000037185	23
ENSMUSG00000033149	28
ENSMUSG00000094682	34
ENSMUSG00000050232	54
ENSMUSG00000042724	2902
ENSMUSG00000076672	986
ENSMUSG00000024528	986
ENSMUSG00000020134	1156
ENSMUSG00000076934	3818
ENSMUSG00000015354	127
ENSMUSG00000074213	44
ENSMUSG00000063412	677
ENSMUSG00000004393	2220
ENSMUSG00000071076	1973
ENSMUSG00000039697	432
ENSMUSG00000058883	81
ENSMUSG00000025477	329
ENSMUSG00000083033	133
ENSMUSG00000022946	856
ENSMUSG00000027932	291
ENSMUSG00000079508	305
ENSMUSG00000036676	619
ENSMUSG00000025141	3
ENSMUSG00000032470	79
ENSMUSG00000050192	298
ENSMUSG00000073433	5
ENSMUSG00000001785	2755
ENSMUSG00000021733	2623
ENSMUSG00000106494	32
ENSMUSG00000095204	429
ENSMUSG00000076674	167
ENSMUSG00000020877	469
ENSMUSG00000048120	964
ENSMUSG00000039016	370
ENSMUSG00000026415	500
ENSMUSG00000028073	1153
ENSMUSG00000038055	1428
ENSMUSG00000110404	17
ENSMUSG00000039682	1270
ENSMUSG00000011154	7
ENSMUSG00000047454	2374
ENSMUSG00000053472	37
ENSMUSG00000030035	481
ENSMUSG00000024998	49
ENSMUSG00000040123	1576
ENSMUSG00000032562	4807
ENSMUSG00000033809	532
ENSMUSG00000037432	95
ENSMUSG00000033356	659
ENSMUSG00000015846	558
ENSMUSG00000049775	27912
ENSMUSG00000056895	55
ENSMUSG00000024666	197
ENSMUSG00000033629	1002
ENSMUSG00000032415	270
ENSMUSG00000108352	43
ENSMUSG00000026509	527
ENSMUSG00000104422	79
ENSMUSG00000058470	3240
ENSMUSG00000032359	4820
ENSMUSG00000028156	2360
ENSMUSG00000020908	7
ENSMUSG00000032437	2922
ENSMUSG00000026578	138
ENSMUSG00000062054	1020
ENSMUSG00000068523	1157
ENSMUSG00000034171	464
ENSMUSG00000102626	87
ENSMUSG00000039813	386
ENSMUSG00000049339	963
ENSMUSG00000029468	1181
ENSMUSG00000075289	532
ENSMUSG00000097064	532
ENSMUSG00000049409	9
ENSMUSG00000025776	12
ENSMUSG00000030505	4218
ENSMUSG00000001270	283
ENSMUSG00000083700	33
ENSMUSG00000025931	39
ENSMUSG00000036887	2393
ENSMUSG00000039358	3
ENSMUSG00000024053	57
ENSMUSG00000032766	10
ENSMUSG00000026972	1232
ENSMUSG00000028467	679
ENSMUSG00000028044	71
ENSMUSG00000014077	1053
ENSMUSG00000020315	7288
ENSMUSG00000024620	26
ENSMUSG00000024589	592
ENSMUSG00000001025	208
ENSMUSG00000025962	1360
ENSMUSG00000106610	20
ENSMUSG00000042487	2467
ENSMUSG00000070369	2231
ENSMUSG00000072437	976
ENSMUSG00000105547	5589
ENSMUSG00000043430	2
ENSMUSG00000044037	325
ENSMUSG00000005566	6793
ENSMUSG00000022125	595
ENSMUSG00000022272	3095
ENSMUSG00000026589	45
ENSMUSG00000074093	19
ENSMUSG00000042312	157
ENSMUSG00000021583	5647
ENSMUSG00000015342	195
ENSMUSG00000048327	102
ENSMUSG00000036442	439
ENSMUSG00000068417	8
ENSMUSG00000031732	494
ENSMUSG00000054161	48
ENSMUSG00000089838	105
ENSMUSG00000028381	2690
ENSMUSG00000019927	626
ENSMUSG00000041633	139
ENSMUSG00000027900	799
ENSMUSG00000069300	383
ENSMUSG00000067220	43
ENSMUSG00000027610	1772
ENSMUSG00000076606	118
ENSMUSG00000015340	7265
ENSMUSG00000023132	352
ENSMUSG00000036304	80
ENSMUSG00000000916	951
ENSMUSG00000051255	0
ENSMUSG00000046417	231
ENSMUSG00000022235	143
ENSMUSG00000024712	827
ENSMUSG00000096422	1092
ENSMUSG00000072596	260
ENSMUSG00000006641	723
ENSMUSG00000053063	714
ENSMUSG00000030717	32
ENSMUSG00000022634	222
ENSMUSG00000019066	125
ENSMUSG00000000386	3709
ENSMUSG00000055541	594
ENSMUSG00000004113	186
ENSMUSG00000046949	338
ENSMUSG00000002835	172
ENSMUSG00000038630	24
ENSMUSG00000030942	2539
ENSMUSG00000079445	337
ENSMUSG00000031097	51
ENSMUSG00000003824	371
ENSMUSG00000046961	40
ENSMUSG00000034771	34
ENSMUSG00000035953	1571
ENSMUSG00000102752	11
ENSMUSG00000038759	6269
ENSMUSG00000067482	9
ENSMUSG00000030263	6244
ENSMUSG00000113949	379
ENSMUSG00000042351	2258
ENSMUSG00000023952	2033
ENSMUSG00000037437	16
ENSMUSG00000036452	3167
ENSMUSG00000036905	2701
ENSMUSG00000022557	2630
ENSMUSG00000037720	1243
ENSMUSG00000022865	162
ENSMUSG00000064210	1672
ENSMUSG00000030680	177
ENSMUSG00000029311	685
ENSMUSG00000063556	29
ENSMUSG00000066800	1067
ENSMUSG00000055322	278
ENSMUSG00000021395	1803
ENSMUSG00000094134	34
ENSMUSG00000001054	786
ENSMUSG00000018900	348
ENSMUSG00000039410	42
ENSMUSG00000033355	289
ENSMUSG00000031119	10
ENSMUSG00000027221	94
ENSMUSG00000030220	9111
ENSMUSG00000040433	1350
ENSMUSG00000039599	1654
ENSMUSG00000066270	38
ENSMUSG00000020079	1809
ENSMUSG00000045636	41
ENSMUSG00000019960	1409
ENSMUSG00000030688	509
ENSMUSG00000043773	166
ENSMUSG00000003153	782
ENSMUSG00000054452	2402
ENSMUSG00000062098	21
ENSMUSG00000063856	3143
ENSMUSG00000094973	19
ENSMUSG00000046245	679
ENSMUSG00000032606	73
ENSMUSG00000016087	3616
ENSMUSG00000081343	107
ENSMUSG00000094446	0
ENSMUSG00000036641	144
ENSMUSG00000007891	5924
ENSMUSG00000019832	198
ENSMUSG00000089901	947
ENSMUSG00000028149	2055
ENSMUSG00000040405	388
ENSMUSG00000002984	1962
ENSMUSG00000014075	74
ENSMUSG00000042510	21
ENSMUSG00000028385	3948
ENSMUSG00000034640	842
ENSMUSG00000021149	3525
ENSMUSG00000039891	337
ENSMUSG00000044749	37
ENSMUSG00000038543	417
ENSMUSG00000025085	12348
ENSMUSG00000100033	14
ENSMUSG00000072693	28
ENSMUSG00000015305	581
ENSMUSG00000095683	40
ENSMUSG00000095976	40
ENSMUSG00000058290	63
ENSMUSG00000029059	199
ENSMUSG00000075229	1027
ENSMUSG00000026600	2030
ENSMUSG00000036585	68
ENSMUSG00000037012	583
ENSMUSG00000094410	1798
ENSMUSG00000036223	19
ENSMUSG00000059089	431
ENSMUSG00000101082	7
ENSMUSG00000059108	30
ENSMUSG00000030409	345
ENSMUSG00000082585	1254
ENSMUSG00000031976	1804
ENSMUSG00000003438	770
ENSMUSG00000015093	80
ENSMUSG00000023988	1130
ENSMUSG00000032254	196
ENSMUSG00000038437	3882
ENSMUSG00000028776	13
ENSMUSG00000027722	3558
ENSMUSG00000002847	17
ENSMUSG00000025817	5696
ENSMUSG00000013091	30
ENSMUSG00000001166	380
ENSMUSG00000027654	102
ENSMUSG00000082029	12
ENSMUSG00000026526	1739
ENSMUSG00000022878	20
ENSMUSG00000040181	2181
ENSMUSG00000067591	21
ENSMUSG00000082766	57
ENSMUSG00000000157	10
ENSMUSG00000028639	18999
ENSMUSG00000022790	557
ENSMUSG00000089669	60
ENSMUSG00000047867	8599
ENSMUSG00000028618	1151
ENSMUSG00000027203	1142
ENSMUSG00000032301	3717
ENSMUSG00000075232	1714
ENSMUSG00000047013	21
ENSMUSG00000021190	2665
ENSMUSG00000032278	356
ENSMUSG00000026435	266
ENSMUSG00000090996	33
ENSMUSG00000081272	17
ENSMUSG00000026197	331
ENSMUSG00000024673	37159
ENSMUSG00000060445	7
ENSMUSG00000002332	620
ENSMUSG00000028540	979
ENSMUSG00000066810	36
ENSMUSG00000000058	12
ENSMUSG00000109492	23
ENSMUSG00000027342	3698
ENSMUSG00000113373	1913
ENSMUSG00000051497	239
ENSMUSG00000027339	5265
ENSMUSG00000028979	142
ENSMUSG00000041084	1392
ENSMUSG00000095193	713
ENSMUSG00000022193	1269
ENSMUSG00000049988	226
ENSMUSG00000029713	2151
ENSMUSG00000026806	1405
ENSMUSG00000071072	3160
ENSMUSG00000052298	3125
ENSMUSG00000070923	1214
ENSMUSG00000031073	23
ENSMUSG00000028651	1462
ENSMUSG00000024309	1053
ENSMUSG00000052151	61
ENSMUSG00000032384	11385
ENSMUSG00000005483	1067
ENSMUSG00000050982	0
ENSMUSG00000031016	470
ENSMUSG00000019768	224
ENSMUSG00000030603	2841
ENSMUSG00000028465	9887
ENSMUSG00000062981	754
ENSMUSG00000026471	312
ENSMUSG00000052584	11
ENSMUSG00000014602	29
ENSMUSG00000018459	11
ENSMUSG00000028222	95
ENSMUSG00000027804	3038
ENSMUSG00000026456	274
ENSMUSG00000032411	831
ENSMUSG00000004791	34
ENSMUSG00000024493	4483
ENSMUSG00000046668	1178
ENSMUSG00000030766	5566
ENSMUSG00000018583	11380
ENSMUSG00000035585	264
ENSMUSG00000031939	3490
ENSMUSG00000028464	11
ENSMUSG00000039221	1401
ENSMUSG00000005640	186
ENSMUSG00000033278	323
ENSMUSG00000038545	183
ENSMUSG00000060803	1004
ENSMUSG00000028455	1256
ENSMUSG00000060063	82
ENSMUSG00000095788	110
ENSMUSG00000040363	2333
ENSMUSG00000081244	19
ENSMUSG00000000751	2112
ENSMUSG00000063802	1213
ENSMUSG00000000127	56
ENSMUSG00000020321	2547
ENSMUSG00000028173	522
ENSMUSG00000060419	3210
ENSMUSG00000022914	12775
ENSMUSG00000068749	1774
ENSMUSG00000018927	136
ENSMUSG00000061740	108
ENSMUSG00000022139	1582
ENSMUSG00000021607	772
ENSMUSG00000030067	12948
ENSMUSG00000071532	42
ENSMUSG00000029864	38
ENSMUSG00000028494	380
ENSMUSG00000026097	690
ENSMUSG00000027404	3559
ENSMUSG00000058740	4
ENSMUSG00000028496	539
ENSMUSG00000082838	980
ENSMUSG00000037649	3924
ENSMUSG00000041747	1879
ENSMUSG00000024194	303
ENSMUSG00000030247	12
ENSMUSG00000025480	7
ENSMUSG00000069237	510
ENSMUSG00000070436	20
ENSMUSG00000035472	6
ENSMUSG00000051444	151
ENSMUSG00000026023	256
ENSMUSG00000012483	217
ENSMUSG00000025153	6141
ENSMUSG00000061540	90
ENSMUSG00000080999	14
ENSMUSG00000020899	4769
ENSMUSG00000061833	43
ENSMUSG00000015766	569
ENSMUSG00000028132	13
ENSMUSG00000031825	8
ENSMUSG00000061724	0
ENSMUSG00000056529	142
ENSMUSG00000049091	1271
ENSMUSG00000039899	190
ENSMUSG00000000088	1108
ENSMUSG00000025785	909
ENSMUSG00000090247	530
ENSMUSG00000016554	5784
ENSMUSG00000027324	1308
ENSMUSG00000029461	2849
ENSMUSG00000087642	0
ENSMUSG00000035236	1644
ENSMUSG00000033685	7583
ENSMUSG00000072919	112
ENSMUSG00000070873	48
ENSMUSG00000040280	5
ENSMUSG00000020775	1220
ENSMUSG00000020738	5626
ENSMUSG00000022103	383
ENSMUSG00000044149	1147
ENSMUSG00000039234	217
ENSMUSG00000031765	77
ENSMUSG00000023968	95
ENSMUSG00000074625	6
ENSMUSG00000032340	35
ENSMUSG00000040430	1502
ENSMUSG00000014543	6
ENSMUSG00000030880	3034
ENSMUSG00000024516	1948
ENSMUSG00000026357	1348
ENSMUSG00000034614	557
ENSMUSG00000002058	589
ENSMUSG00000095794	591
ENSMUSG00000000171	1365
ENSMUSG00000045826	5323
ENSMUSG00000008206	6689
ENSMUSG00000004266	13332
ENSMUSG00000022856	161
ENSMUSG00000021591	262
ENSMUSG00000023505	143
ENSMUSG00000025393	16749
ENSMUSG00000028885	14
ENSMUSG00000063317	1864
ENSMUSG00000025498	926
ENSMUSG00000033852	341
ENSMUSG00000025133	2077
ENSMUSG00000054728	143
ENSMUSG00000105103	65
ENSMUSG00000031960	3565
ENSMUSG00000054079	2322
ENSMUSG00000025650	593
ENSMUSG00000044949	196
ENSMUSG00000042745	28
ENSMUSG00000022863	161
ENSMUSG00000011752	2701
ENSMUSG00000106256	11
ENSMUSG00000096459	1340
ENSMUSG00000073418	206
ENSMUSG00000029810	95
ENSMUSG00000024587	3440
ENSMUSG00000096452	107
ENSMUSG00000052681	3338
ENSMUSG00000034321	829
ENSMUSG00000029521	3889
ENSMUSG00000073684	250
ENSMUSG00000021280	10
ENSMUSG00000030124	116
ENSMUSG00000024072	527
ENSMUSG00000095649	64
ENSMUSG00000022673	1284
ENSMUSG00000020430	4070
ENSMUSG00000076539	40
ENSMUSG00000093384	97
ENSMUSG00000094561	452
ENSMUSG00000061360	773
ENSMUSG00000052656	496
ENSMUSG00000021697	9
ENSMUSG00000000732	4156
ENSMUSG00000102364	111
ENSMUSG00000030322	920
ENSMUSG00000066362	18
ENSMUSG00000024206	51
ENSMUSG00000046408	34
ENSMUSG00000068798	1546
ENSMUSG00000040824	1928
ENSMUSG00000030352	48
ENSMUSG00000076710	16
ENSMUSG00000013736	2145
ENSMUSG00000093838	105
ENSMUSG00000022453	316
ENSMUSG00000011034	20
ENSMUSG00000024533	121
ENSMUSG00000030007	5441
ENSMUSG00000030282	569
ENSMUSG00000023089	576
ENSMUSG00000099418	13
ENSMUSG00000067199	294
ENSMUSG00000004988	70
ENSMUSG00000095105	1632
ENSMUSG00000024360	3966
ENSMUSG00000019726	27350
ENSMUSG00000079018	76
ENSMUSG00000008855	1064
ENSMUSG00000057969	16
ENSMUSG00000024742	1211
ENSMUSG00000025001	821
ENSMUSG00000068735	5468
ENSMUSG00000084858	0
ENSMUSG00000057130	684
ENSMUSG00000071203	609
ENSMUSG00000075605	10
ENSMUSG00000025151	151
ENSMUSG00000060716	662
ENSMUSG00000043067	736
ENSMUSG00000051220	347
ENSMUSG00000040560	1285
ENSMUSG00000091058	178
ENSMUSG00000004187	95
ENSMUSG00000030127	1835
ENSMUSG00000031398	510
ENSMUSG00000106298	1
ENSMUSG00000083789	258
ENSMUSG00000049571	42
ENSMUSG00000028832	464
ENSMUSG00000027712	627
ENSMUSG00000085998	1194
ENSMUSG00000024829	912
ENSMUSG00000031216	102
ENSMUSG00000006241	32
ENSMUSG00000021852	15
ENSMUSG00000028015	2723
ENSMUSG00000056752	32
ENSMUSG00000014361	1113
ENSMUSG00000011257	5845
ENSMUSG00000074865	60
ENSMUSG00000031068	4505
ENSMUSG00000028059	2268
ENSMUSG00000092572	16
ENSMUSG00000057229	1525
ENSMUSG00000074506	421
ENSMUSG00000062309	3
ENSMUSG00000015355	2575
ENSMUSG00000061479	1861
ENSMUSG00000026315	97
ENSMUSG00000079657	125
ENSMUSG00000003033	1303
ENSMUSG00000018848	2450
ENSMUSG00000002109	706
ENSMUSG00000025964	221
ENSMUSG00000073982	872
ENSMUSG00000028953	3269
ENSMUSG00000046314	113
ENSMUSG00000039929	3045
ENSMUSG00000109511	1672
ENSMUSG00000029798	914
ENSMUSG00000090553	1555
ENSMUSG00000022037	50
ENSMUSG00000051851	12
ENSMUSG00000021895	5555
ENSMUSG00000031762	9
ENSMUSG00000003617	153
ENSMUSG00000035455	283
ENSMUSG00000039865	38
