Ensembl_gene_id	p53_IR_4
ENSMUSG00000032436	878
ENSMUSG00000067547	1006
ENSMUSG00000072235	641
ENSMUSG00000024246	1696
ENSMUSG00000054072	103
ENSMUSG00000006567	127
ENSMUSG00000057069	2605
ENSMUSG00000022468	80
ENSMUSG00000029338	449
ENSMUSG00000094338	290
ENSMUSG00000091095	79
ENSMUSG00000047139	9468
ENSMUSG00000039770	595
ENSMUSG00000029428	115
ENSMUSG00000072949	341
ENSMUSG00000054150	2206
ENSMUSG00000047180	1770
ENSMUSG00000026249	2943
ENSMUSG00000044156	247
ENSMUSG00000038335	5804
ENSMUSG00000052920	43
ENSMUSG00000073725	2236
ENSMUSG00000020573	1459
ENSMUSG00000084230	54
ENSMUSG00000069830	23
ENSMUSG00000062545	72
ENSMUSG00000024145	1615
ENSMUSG00000030246	62
ENSMUSG00000039997	7680
ENSMUSG00000026688	14
ENSMUSG00000063286	9743
ENSMUSG00000049871	606
ENSMUSG00000061615	290
ENSMUSG00000063065	251
ENSMUSG00000020520	504
ENSMUSG00000002319	3023
ENSMUSG00000039670	822
ENSMUSG00000032744	75
ENSMUSG00000003955	1362
ENSMUSG00000083745	65
ENSMUSG00000092367	29
ENSMUSG00000082873	10
ENSMUSG00000106327	41
ENSMUSG00000076615	1330
ENSMUSG00000020288	464
ENSMUSG00000108872	77
ENSMUSG00000081528	6
ENSMUSG00000031378	1096
ENSMUSG00000000184	10988
ENSMUSG00000022962	7378
ENSMUSG00000094993	78
ENSMUSG00000015599	42
ENSMUSG00000057193	2745
ENSMUSG00000021175	676
ENSMUSG00000021061	148
ENSMUSG00000070056	763
ENSMUSG00000028261	780
ENSMUSG00000042195	103
ENSMUSG00000039873	60
ENSMUSG00000047370	85
ENSMUSG00000033192	381
ENSMUSG00000020525	4890
ENSMUSG00000009108	51
ENSMUSG00000019796	345
ENSMUSG00000000248	2053
ENSMUSG00000026202	1477
ENSMUSG00000075031	786
ENSMUSG00000064109	85
ENSMUSG00000080896	75
ENSMUSG00000033227	63
ENSMUSG00000030068	1905
ENSMUSG00000020248	7005
ENSMUSG00000022519	318
ENSMUSG00000032892	173
ENSMUSG00000040296	1983
ENSMUSG00000069833	5828
ENSMUSG00000042514	917
ENSMUSG00000062038	127
ENSMUSG00000031246	1386
ENSMUSG00000033318	164
ENSMUSG00000054435	3124
ENSMUSG00000032193	772
ENSMUSG00000027293	4971
ENSMUSG00000014226	1717
ENSMUSG00000056888	10863
ENSMUSG00000047793	123
ENSMUSG00000017754	210
ENSMUSG00000019539	89
ENSMUSG00000027073	102
ENSMUSG00000040466	780
ENSMUSG00000040997	1224
ENSMUSG00000062312	18
ENSMUSG00000041779	317
ENSMUSG00000074420	27
ENSMUSG00000024891	161
ENSMUSG00000015745	1200
ENSMUSG00000101892	1955
ENSMUSG00000042331	191
ENSMUSG00000058392	2170
ENSMUSG00000083316	48
ENSMUSG00000043895	38
ENSMUSG00000046865	4900
ENSMUSG00000108226	18
ENSMUSG00000040699	5670
ENSMUSG00000039159	1294
ENSMUSG00000031428	211
ENSMUSG00000050822	14
ENSMUSG00000047415	863
ENSMUSG00000044330	62
ENSMUSG00000079543	409
ENSMUSG00000036718	116
ENSMUSG00000062028	74
ENSMUSG00000047861	9
ENSMUSG00000035722	1419
ENSMUSG00000095661	110
ENSMUSG00000042444	1855
ENSMUSG00000082463	58
ENSMUSG00000034858	2337
ENSMUSG00000042377	1048
ENSMUSG00000074628	3
ENSMUSG00000038845	3162
ENSMUSG00000050244	10538
ENSMUSG00000022181	411
ENSMUSG00000026377	2193
ENSMUSG00000057506	3437
ENSMUSG00000051615	1098
ENSMUSG00000028479	7569
ENSMUSG00000094652	178
ENSMUSG00000031328	13605
ENSMUSG00000049588	367
ENSMUSG00000022051	1659
ENSMUSG00000021200	797
ENSMUSG00000026770	1356
ENSMUSG00000022371	439
ENSMUSG00000058761	13443
ENSMUSG00000008540	139
ENSMUSG00000032489	169
ENSMUSG00000030357	4315
ENSMUSG00000024867	117
ENSMUSG00000095217	747
ENSMUSG00000028795	103
ENSMUSG00000066632	0
ENSMUSG00000000204	135
ENSMUSG00000007987	223
ENSMUSG00000029084	3616
ENSMUSG00000021573	90
ENSMUSG00000044424	125
ENSMUSG00000037405	9892
ENSMUSG00000067038	16514
ENSMUSG00000108823	191
ENSMUSG00000058773	535
ENSMUSG00000003379	12394
ENSMUSG00000001288	461
ENSMUSG00000025877	219
ENSMUSG00000079003	566
ENSMUSG00000000056	875
ENSMUSG00000099875	86
ENSMUSG00000026755	3584
ENSMUSG00000071379	914
ENSMUSG00000029449	1270
ENSMUSG00000082686	10
ENSMUSG00000089967	85
ENSMUSG00000005125	103
ENSMUSG00000064225	391
ENSMUSG00000087520	17
ENSMUSG00000012777	81
ENSMUSG00000004897	5210
ENSMUSG00000021037	2692
ENSMUSG00000062478	113
ENSMUSG00000027395	3198
ENSMUSG00000071068	2262
ENSMUSG00000026664	517
ENSMUSG00000045932	271
ENSMUSG00000107425	200
ENSMUSG00000056091	77
ENSMUSG00000052212	32
ENSMUSG00000001436	649
ENSMUSG00000004748	150
ENSMUSG00000030590	208
ENSMUSG00000056457	6
ENSMUSG00000032577	5277
ENSMUSG00000090946	640
ENSMUSG00000041429	246
ENSMUSG00000041954	1936
ENSMUSG00000030662	6808
ENSMUSG00000021879	73
ENSMUSG00000018008	1839
ENSMUSG00000045294	1367
ENSMUSG00000095071	65
ENSMUSG00000062611	97
ENSMUSG00000031403	3918
ENSMUSG00000028741	1536
ENSMUSG00000053559	98
ENSMUSG00000006724	43
ENSMUSG00000031239	425
ENSMUSG00000022636	440
ENSMUSG00000065979	1338
ENSMUSG00000028010	1119
ENSMUSG00000049396	1134
ENSMUSG00000083083	40
ENSMUSG00000051079	52
ENSMUSG00000020623	167
ENSMUSG00000002602	3254
ENSMUSG00000037922	19411
ENSMUSG00000099871	67
ENSMUSG00000100838	263
ENSMUSG00000028328	10
ENSMUSG00000033706	2873
ENSMUSG00000038482	2750
ENSMUSG00000022033	30
ENSMUSG00000024039	44
ENSMUSG00000041351	162
ENSMUSG00000003346	856
ENSMUSG00000045007	22
ENSMUSG00000020706	8829
ENSMUSG00000067149	11592
ENSMUSG00000002897	2642
ENSMUSG00000040483	612
ENSMUSG00000056492	39
ENSMUSG00000100254	0
ENSMUSG00000056673	7247
ENSMUSG00000032392	53
ENSMUSG00000057497	881
ENSMUSG00000099041	67
ENSMUSG00000038564	600
ENSMUSG00000037921	413
ENSMUSG00000028332	72
ENSMUSG00000030708	276
ENSMUSG00000031666	11888
ENSMUSG00000034786	621
ENSMUSG00000055805	2866
ENSMUSG00000030079	1917
ENSMUSG00000051748	10
ENSMUSG00000067714	69
ENSMUSG00000020766	476
ENSMUSG00000020547	2610
ENSMUSG00000102566	10
ENSMUSG00000056209	1470
ENSMUSG00000098557	3940
ENSMUSG00000078886	166
ENSMUSG00000093896	406
ENSMUSG00000038510	1127
ENSMUSG00000025726	11
ENSMUSG00000070960	0
ENSMUSG00000096150	215
ENSMUSG00000028318	1751
ENSMUSG00000035576	19
ENSMUSG00000030189	2475
ENSMUSG00000102418	109
ENSMUSG00000032554	3446
ENSMUSG00000015243	3222
ENSMUSG00000001576	4048
ENSMUSG00000058435	39
ENSMUSG00000025648	344
ENSMUSG00000038068	131
ENSMUSG00000024112	168
ENSMUSG00000097053	318
ENSMUSG00000079641	4030
ENSMUSG00000005364	913
ENSMUSG00000032796	6
ENSMUSG00000012443	250
ENSMUSG00000029246	1477
ENSMUSG00000037031	137
ENSMUSG00000063903	8
ENSMUSG00000062867	7120
ENSMUSG00000031861	345
ENSMUSG00000004552	499
ENSMUSG00000084235	241
ENSMUSG00000070390	167
ENSMUSG00000039005	757
ENSMUSG00000043770	524
ENSMUSG00000002477	1446
ENSMUSG00000079067	141
ENSMUSG00000091478	62
ENSMUSG00000043940	674
ENSMUSG00000040249	2887
ENSMUSG00000105147	26
ENSMUSG00000015027	352
ENSMUSG00000042978	4445
ENSMUSG00000091844	197
ENSMUSG00000089978	60
ENSMUSG00000024042	7204
ENSMUSG00000028756	827
ENSMUSG00000024948	6791
ENSMUSG00000030268	124
ENSMUSG00000076709	87
ENSMUSG00000053398	3163
ENSMUSG00000026603	498
ENSMUSG00000059325	77
ENSMUSG00000033124	299
ENSMUSG00000029033	210
ENSMUSG00000024078	2202
ENSMUSG00000028221	107
ENSMUSG00000041827	263
ENSMUSG00000039197	531
ENSMUSG00000046008	0
ENSMUSG00000029430	5837
ENSMUSG00000024939	166
ENSMUSG00000059409	5938
ENSMUSG00000021595	7079
ENSMUSG00000007655	4
ENSMUSG00000056749	173
ENSMUSG00000106627	6
ENSMUSG00000026814	428
ENSMUSG00000005413	7829
ENSMUSG00000019564	619
ENSMUSG00000039239	54
ENSMUSG00000040618	613
ENSMUSG00000073902	13557
ENSMUSG00000024966	3617
ENSMUSG00000002308	258
ENSMUSG00000022186	847
ENSMUSG00000091618	140
ENSMUSG00000025473	998
ENSMUSG00000051154	6589
ENSMUSG00000046688	462
ENSMUSG00000105244	822
ENSMUSG00000066553	80
ENSMUSG00000095761	28
ENSMUSG00000028851	2238
ENSMUSG00000012428	18
ENSMUSG00000028744	457
ENSMUSG00000058135	60
ENSMUSG00000031517	8
ENSMUSG00000039621	1731
ENSMUSG00000076540	120
ENSMUSG00000078713	755
ENSMUSG00000002504	15
ENSMUSG00000038550	156
ENSMUSG00000040564	19
ENSMUSG00000022325	1631
ENSMUSG00000029672	1043
ENSMUSG00000026020	5282
ENSMUSG00000089929	3628
ENSMUSG00000074677	28
ENSMUSG00000051557	351
ENSMUSG00000039911	123
ENSMUSG00000053158	388
ENSMUSG00000016495	750
ENSMUSG00000050957	20
ENSMUSG00000107082	14
ENSMUSG00000095571	626
ENSMUSG00000046861	725
ENSMUSG00000029570	618
ENSMUSG00000021306	958
ENSMUSG00000021969	1332
ENSMUSG00000003380	650
ENSMUSG00000038045	42
ENSMUSG00000025647	12437
ENSMUSG00000074896	419
ENSMUSG00000090164	8513
ENSMUSG00000043243	17216
ENSMUSG00000053746	144
ENSMUSG00000006127	1480
ENSMUSG00000022270	1629
ENSMUSG00000044583	1230
ENSMUSG00000030510	6
ENSMUSG00000022126	8
ENSMUSG00000041237	15
ENSMUSG00000107968	67
ENSMUSG00000021069	170
ENSMUSG00000002668	1624
ENSMUSG00000062783	654
ENSMUSG00000034926	518
ENSMUSG00000032120	189
ENSMUSG00000093894	1104
ENSMUSG00000025359	42
ENSMUSG00000083364	1220
ENSMUSG00000003283	2039
ENSMUSG00000034881	393
ENSMUSG00000022074	5014
ENSMUSG00000045094	24
ENSMUSG00000089722	0
ENSMUSG00000067455	282
ENSMUSG00000094689	352
ENSMUSG00000056214	293
ENSMUSG00000073008	1975
ENSMUSG00000016756	6404
ENSMUSG00000082633	13
ENSMUSG00000046841	216
ENSMUSG00000070044	13
ENSMUSG00000054999	109
ENSMUSG00000070298	59
ENSMUSG00000037685	3033
ENSMUSG00000048126	35
ENSMUSG00000042757	369
ENSMUSG00000025993	5753
ENSMUSG00000022057	272
ENSMUSG00000035459	613
ENSMUSG00000069272	169
ENSMUSG00000031951	23
ENSMUSG00000024312	2369
ENSMUSG00000084883	45
ENSMUSG00000024359	10376
ENSMUSG00000030159	168
ENSMUSG00000031503	81
ENSMUSG00000031004	2282
ENSMUSG00000023072	610
ENSMUSG00000005686	402
ENSMUSG00000033313	112
ENSMUSG00000044285	4225
ENSMUSG00000003031	1754
ENSMUSG00000031709	349
ENSMUSG00000069083	0
ENSMUSG00000041506	1511
ENSMUSG00000024211	13
ENSMUSG00000032373	41
ENSMUSG00000064264	243
ENSMUSG00000026073	18
ENSMUSG00000040940	6900
ENSMUSG00000024675	3061
ENSMUSG00000083687	27
ENSMUSG00000070323	3
ENSMUSG00000094117	260
ENSMUSG00000049539	736
ENSMUSG00000004207	15075
ENSMUSG00000049608	798
ENSMUSG00000019088	128
ENSMUSG00000037827	93
ENSMUSG00000107733	1618
ENSMUSG00000039328	503
ENSMUSG00000073676	3781
ENSMUSG00000034265	223
ENSMUSG00000054203	126
ENSMUSG00000045328	225
ENSMUSG00000056412	67
ENSMUSG00000058748	3653
ENSMUSG00000026401	300
ENSMUSG00000037129	15
ENSMUSG00000040734	70
ENSMUSG00000034957	27
ENSMUSG00000001995	774
ENSMUSG00000026395	35179
ENSMUSG00000056185	187
ENSMUSG00000036411	19
ENSMUSG00000035355	182
ENSMUSG00000071041	48
ENSMUSG00000026192	3851
ENSMUSG00000028654	26
ENSMUSG00000031995	4218
ENSMUSG00000103823	0
ENSMUSG00000046031	146
ENSMUSG00000068587	6
ENSMUSG00000075045	10
ENSMUSG00000015880	180
ENSMUSG00000031903	723
ENSMUSG00000041797	88
ENSMUSG00000026420	67
ENSMUSG00000106668	158
ENSMUSG00000078812	10623
ENSMUSG00000035299	8131
ENSMUSG00000082287	18
ENSMUSG00000095567	9083
ENSMUSG00000031431	1658
ENSMUSG00000024193	1048
ENSMUSG00000022602	195
ENSMUSG00000057113	30504
ENSMUSG00000044453	819
ENSMUSG00000031495	6
ENSMUSG00000042474	8585
ENSMUSG00000027078	759
ENSMUSG00000021193	3224
ENSMUSG00000058325	64
ENSMUSG00000098428	107
ENSMUSG00000022842	275
ENSMUSG00000000776	1700
ENSMUSG00000071497	1136
ENSMUSG00000042729	1746
ENSMUSG00000052160	3144
ENSMUSG00000095565	247
ENSMUSG00000093505	64
ENSMUSG00000035683	170
ENSMUSG00000036469	5490
ENSMUSG00000052776	288
ENSMUSG00000029162	123
ENSMUSG00000079884	524
ENSMUSG00000074480	209
ENSMUSG00000041360	3988
ENSMUSG00000002985	4067
ENSMUSG00000017760	2112
ENSMUSG00000008167	1172
ENSMUSG00000062075	1557
ENSMUSG00000026576	222
ENSMUSG00000003573	1130
ENSMUSG00000005397	363
ENSMUSG00000037416	9311
ENSMUSG00000005580	38
ENSMUSG00000061991	426
ENSMUSG00000027435	1020
ENSMUSG00000090509	6
ENSMUSG00000049551	19
ENSMUSG00000076570	34
ENSMUSG00000022043	1682
ENSMUSG00000030345	10
ENSMUSG00000079197	5839
ENSMUSG00000083161	939
ENSMUSG00000020018	1138
ENSMUSG00000022797	1525
ENSMUSG00000094509	80
ENSMUSG00000033416	1497
ENSMUSG00000052825	326
ENSMUSG00000042066	293
ENSMUSG00000021281	331
ENSMUSG00000003868	2339
ENSMUSG00000028906	2245
ENSMUSG00000011832	276
ENSMUSG00000042010	54
ENSMUSG00000025754	84
ENSMUSG00000023262	802
ENSMUSG00000025869	1106
ENSMUSG00000032714	28
ENSMUSG00000096035	6
ENSMUSG00000027306	227
ENSMUSG00000093955	335
ENSMUSG00000078920	1218
ENSMUSG00000024776	601
ENSMUSG00000072940	3216
ENSMUSG00000095612	512
ENSMUSG00000021990	1238
ENSMUSG00000039168	163
ENSMUSG00000031360	1141
ENSMUSG00000076680	515
ENSMUSG00000036256	91
ENSMUSG00000028175	68
ENSMUSG00000037894	1850
ENSMUSG00000073412	168
ENSMUSG00000027130	9324
ENSMUSG00000037762	229
ENSMUSG00000026355	1617
ENSMUSG00000060548	141
ENSMUSG00000058927	1175
ENSMUSG00000020077	2377
ENSMUSG00000052040	3441
ENSMUSG00000081855	246
ENSMUSG00000094935	30
ENSMUSG00000025578	183
ENSMUSG00000033209	1393
ENSMUSG00000038481	1632
ENSMUSG00000094388	207
ENSMUSG00000096592	207
ENSMUSG00000030512	1580
ENSMUSG00000036777	67
ENSMUSG00000040010	899
ENSMUSG00000022814	1261
ENSMUSG00000002346	1940
ENSMUSG00000005615	308
ENSMUSG00000079017	1504
ENSMUSG00000041889	10
ENSMUSG00000058743	11
ENSMUSG00000108086	28
ENSMUSG00000043931	993
ENSMUSG00000026393	1890
ENSMUSG00000078566	95
ENSMUSG00000038843	946
ENSMUSG00000028840	593
ENSMUSG00000045954	32
ENSMUSG00000043629	156
ENSMUSG00000040627	36
ENSMUSG00000027715	212
ENSMUSG00000058818	1763
ENSMUSG00000031954	2835
ENSMUSG00000001774	1720
ENSMUSG00000023456	1793
ENSMUSG00000024663	297
ENSMUSG00000025613	6786
ENSMUSG00000025500	143
ENSMUSG00000024942	1020
ENSMUSG00000026519	491
ENSMUSG00000023267	40
ENSMUSG00000033855	104
ENSMUSG00000023990	1292
ENSMUSG00000027589	1006
ENSMUSG00000069206	2899
ENSMUSG00000061852	52
ENSMUSG00000039530	289
ENSMUSG00000038763	68
ENSMUSG00000031402	987
ENSMUSG00000024044	609
ENSMUSG00000105906	4909
ENSMUSG00000089803	358
ENSMUSG00000103293	61
ENSMUSG00000036185	50
ENSMUSG00000025150	24
ENSMUSG00000030691	7234
ENSMUSG00000054766	12021
ENSMUSG00000033949	121
ENSMUSG00000110195	1438
ENSMUSG00000035186	89
ENSMUSG00000078154	65
ENSMUSG00000021640	3
ENSMUSG00000026605	243
ENSMUSG00000002107	4853
ENSMUSG00000024726	472
ENSMUSG00000024621	4320
ENSMUSG00000028860	219
ENSMUSG00000095442	204
ENSMUSG00000048949	211
ENSMUSG00000094502	247
ENSMUSG00000027878	9029
ENSMUSG00000027447	1521
ENSMUSG00000017002	752
ENSMUSG00000029167	119
ENSMUSG00000094194	236
ENSMUSG00000035208	2361
ENSMUSG00000096141	33
ENSMUSG00000027344	35
ENSMUSG00000000594	3461
ENSMUSG00000056737	8450
ENSMUSG00000032312	5572
ENSMUSG00000045799	309
ENSMUSG00000022403	5257
ENSMUSG00000054404	1110
ENSMUSG00000022596	201
ENSMUSG00000081953	672
ENSMUSG00000036594	32837
ENSMUSG00000052142	2850
ENSMUSG00000030725	102
ENSMUSG00000019820	13117
ENSMUSG00000024640	893
ENSMUSG00000038831	406
ENSMUSG00000042599	3442
ENSMUSG00000049950	332
ENSMUSG00000064147	130
ENSMUSG00000038214	715
ENSMUSG00000038587	2222
ENSMUSG00000019942	79
ENSMUSG00000038291	1178
ENSMUSG00000113640	207
ENSMUSG00000035164	1639
ENSMUSG00000032556	2106
ENSMUSG00000009246	460
ENSMUSG00000022885	3537
ENSMUSG00000007817	1447
ENSMUSG00000031728	249
ENSMUSG00000022913	556
ENSMUSG00000034203	641
ENSMUSG00000024440	11
ENSMUSG00000106715	128
ENSMUSG00000034875	366
ENSMUSG00000067017	14
ENSMUSG00000036273	15204
ENSMUSG00000017466	270
ENSMUSG00000038141	235
ENSMUSG00000033826	931
ENSMUSG00000026675	462
ENSMUSG00000080939	108
ENSMUSG00000027185	5325
ENSMUSG00000043008	2138
ENSMUSG00000031662	14737
ENSMUSG00000094248	58
ENSMUSG00000005846	3188
ENSMUSG00000021180	809
ENSMUSG00000027111	808
ENSMUSG00000082896	16
ENSMUSG00000056987	19
ENSMUSG00000053702	271
ENSMUSG00000035891	4341
ENSMUSG00000081221	80
ENSMUSG00000013419	98
ENSMUSG00000041649	43
ENSMUSG00000105338	70
ENSMUSG00000022952	2238
ENSMUSG00000089945	757
ENSMUSG00000000244	3047
ENSMUSG00000078901	438
ENSMUSG00000031129	392
ENSMUSG00000094076	59
ENSMUSG00000079681	44
ENSMUSG00000024340	131
ENSMUSG00000023942	984
ENSMUSG00000062585	3580
ENSMUSG00000026525	149
ENSMUSG00000028864	10
ENSMUSG00000023333	153
ENSMUSG00000044338	2
ENSMUSG00000027834	333
ENSMUSG00000048445	81
ENSMUSG00000059714	181
ENSMUSG00000082475	0
ENSMUSG00000025656	219
ENSMUSG00000001901	46
ENSMUSG00000021830	3139
ENSMUSG00000040389	319
ENSMUSG00000017417	27
ENSMUSG00000026873	133
ENSMUSG00000076534	454
ENSMUSG00000005610	31205
ENSMUSG00000023216	113
ENSMUSG00000030088	18
ENSMUSG00000041378	5
ENSMUSG00000020307	4036
ENSMUSG00000021136	27
ENSMUSG00000027495	181
ENSMUSG00000020741	5426
ENSMUSG00000022231	159
ENSMUSG00000037032	46
ENSMUSG00000047649	781
ENSMUSG00000103105	42
ENSMUSG00000060098	2444
ENSMUSG00000016552	1100
ENSMUSG00000079374	0
ENSMUSG00000025876	29
ENSMUSG00000069893	4287
ENSMUSG00000073879	18
ENSMUSG00000079635	5
ENSMUSG00000028459	4005
ENSMUSG00000071252	68
ENSMUSG00000021253	34
ENSMUSG00000044165	111
ENSMUSG00000021018	1029
ENSMUSG00000044024	230
ENSMUSG00000031722	64
ENSMUSG00000036526	3104
ENSMUSG00000037493	24
ENSMUSG00000035754	1931
ENSMUSG00000024989	92
ENSMUSG00000026604	3108
ENSMUSG00000021646	210
ENSMUSG00000021823	360
ENSMUSG00000003363	955
ENSMUSG00000040663	1247
ENSMUSG00000020577	1464
ENSMUSG00000025804	111
ENSMUSG00000094505	12
ENSMUSG00000034595	1717
ENSMUSG00000094590	26
ENSMUSG00000042638	81
ENSMUSG00000059498	435
ENSMUSG00000047511	4
ENSMUSG00000020022	1267
ENSMUSG00000064246	17
ENSMUSG00000038665	350
ENSMUSG00000025995	3147
ENSMUSG00000024300	652
ENSMUSG00000029610	707
ENSMUSG00000067219	35
ENSMUSG00000078942	286
ENSMUSG00000079478	807
ENSMUSG00000036661	1469
ENSMUSG00000041329	5
ENSMUSG00000076665	199
ENSMUSG00000056413	444
ENSMUSG00000042215	56
ENSMUSG00000055430	50
ENSMUSG00000020857	6182
ENSMUSG00000022234	11223
ENSMUSG00000068349	4
ENSMUSG00000043832	189
ENSMUSG00000076549	377
ENSMUSG00000027230	44
ENSMUSG00000062248	162
ENSMUSG00000062646	1303
ENSMUSG00000039294	2430
ENSMUSG00000062638	14
ENSMUSG00000024789	1498
ENSMUSG00000022389	7525
ENSMUSG00000060032	5965
ENSMUSG00000026579	28
ENSMUSG00000075284	2373
ENSMUSG00000081534	946
ENSMUSG00000005470	134
ENSMUSG00000068874	64
ENSMUSG00000059895	18964
ENSMUSG00000075706	995
ENSMUSG00000033788	104
ENSMUSG00000029560	2050
ENSMUSG00000061024	1439
ENSMUSG00000101135	155
ENSMUSG00000024855	814
ENSMUSG00000035735	52
ENSMUSG00000033885	4174
ENSMUSG00000020075	13170
ENSMUSG00000019998	1278
ENSMUSG00000032018	468
ENSMUSG00000020570	1325
ENSMUSG00000044279	37
ENSMUSG00000006782	4340
ENSMUSG00000034855	27
ENSMUSG00000034845	60
ENSMUSG00000032231	249
ENSMUSG00000000120	130
ENSMUSG00000004730	2096
ENSMUSG00000027379	86
ENSMUSG00000100383	25
ENSMUSG00000018846	3079
ENSMUSG00000032113	137
ENSMUSG00000058420	183
ENSMUSG00000000278	750
ENSMUSG00000040688	2519
ENSMUSG00000027405	8458
ENSMUSG00000020224	2964
ENSMUSG00000042284	36
ENSMUSG00000021263	545
ENSMUSG00000038607	1151
ENSMUSG00000022881	214
ENSMUSG00000025010	454
ENSMUSG00000048489	48
ENSMUSG00000038299	3637
ENSMUSG00000031948	3706
ENSMUSG00000030785	21
ENSMUSG00000003418	2729
ENSMUSG00000001029	923
ENSMUSG00000023110	2362
ENSMUSG00000026548	115
ENSMUSG00000096100	0
ENSMUSG00000032218	49
ENSMUSG00000030521	3301
ENSMUSG00000045326	28
ENSMUSG00000024785	1222
ENSMUSG00000083917	29
ENSMUSG00000018651	428
ENSMUSG00000032177	169
ENSMUSG00000030125	3
ENSMUSG00000020205	159
ENSMUSG00000094027	0
ENSMUSG00000082630	37
ENSMUSG00000081752	331
ENSMUSG00000038712	495
ENSMUSG00000101236	392
ENSMUSG00000038644	1480
ENSMUSG00000020821	8195
ENSMUSG00000048249	3041
ENSMUSG00000096641	1
ENSMUSG00000027901	1473
ENSMUSG00000050410	100
ENSMUSG00000021891	3817
ENSMUSG00000037049	375
ENSMUSG00000035834	687
ENSMUSG00000006728	3015
ENSMUSG00000006411	577
ENSMUSG00000068551	87
ENSMUSG00000026615	11781
ENSMUSG00000051969	20
ENSMUSG00000002997	58
ENSMUSG00000051146	30
ENSMUSG00000035397	269
ENSMUSG00000027108	2744
ENSMUSG00000082321	149
ENSMUSG00000037275	2544
ENSMUSG00000037788	2247
ENSMUSG00000070345	22
ENSMUSG00000023995	24
ENSMUSG00000029416	2729
ENSMUSG00000092072	9
ENSMUSG00000064262	5168
ENSMUSG00000029840	4278
ENSMUSG00000018378	522
ENSMUSG00000030759	4843
ENSMUSG00000096807	405
ENSMUSG00000050212	39
ENSMUSG00000074619	23
ENSMUSG00000041842	25
ENSMUSG00000008450	277
ENSMUSG00000024835	2034
ENSMUSG00000072568	362
ENSMUSG00000037095	19
ENSMUSG00000037851	6246
ENSMUSG00000085787	602
ENSMUSG00000041431	148
ENSMUSG00000022972	205
ENSMUSG00000024781	2060
ENSMUSG00000022469	620
ENSMUSG00000036480	22
ENSMUSG00000005410	1999
ENSMUSG00000054321	2097
ENSMUSG00000025154	453
ENSMUSG00000091831	313
ENSMUSG00000063229	5056
ENSMUSG00000027602	39
ENSMUSG00000052056	1663
ENSMUSG00000064354	16312
ENSMUSG00000062070	2770
ENSMUSG00000055884	672
ENSMUSG00000095351	421
ENSMUSG00000018398	86
ENSMUSG00000041515	5855
ENSMUSG00000035199	665
ENSMUSG00000050965	635
ENSMUSG00000028249	2858
ENSMUSG00000076512	228
ENSMUSG00000022175	2189
ENSMUSG00000059970	777
ENSMUSG00000015501	3911
ENSMUSG00000073420	24
ENSMUSG00000048612	1206
ENSMUSG00000089728	121
ENSMUSG00000027784	452
ENSMUSG00000089942	790
ENSMUSG00000074063	27
ENSMUSG00000067356	143
ENSMUSG00000083012	731
ENSMUSG00000046456	13
ENSMUSG00000039062	39
ENSMUSG00000056515	365
ENSMUSG00000093722	51
ENSMUSG00000063820	45
ENSMUSG00000005583	12483
ENSMUSG00000062014	2600
ENSMUSG00000096805	126
ENSMUSG00000031860	56
ENSMUSG00000071862	57
ENSMUSG00000050860	0
ENSMUSG00000087412	429
ENSMUSG00000046722	2996
ENSMUSG00000026915	4787
ENSMUSG00000005370	9727
ENSMUSG00000025358	564
ENSMUSG00000028803	1223
ENSMUSG00000020527	1164
ENSMUSG00000089735	74
ENSMUSG00000045886	78
ENSMUSG00000032741	398
ENSMUSG00000034311	117
ENSMUSG00000031984	1489
ENSMUSG00000063568	72
ENSMUSG00000024037	1776
ENSMUSG00000024732	1485
ENSMUSG00000052837	6570
ENSMUSG00000021116	4173
ENSMUSG00000095307	53
ENSMUSG00000019737	175
ENSMUSG00000028995	1027
ENSMUSG00000079293	257
ENSMUSG00000073010	14
ENSMUSG00000041057	6501
ENSMUSG00000027459	458
ENSMUSG00000021559	130
ENSMUSG00000030214	1435
ENSMUSG00000043153	50
ENSMUSG00000094777	841
ENSMUSG00000030683	175
ENSMUSG00000021453	492
ENSMUSG00000003341	11
ENSMUSG00000027227	228
ENSMUSG00000030560	4825
ENSMUSG00000034714	148
ENSMUSG00000062204	7
ENSMUSG00000026311	478
ENSMUSG00000045136	135
ENSMUSG00000015854	2116
ENSMUSG00000000365	37
ENSMUSG00000029722	246
ENSMUSG00000027692	549
ENSMUSG00000021892	1963
ENSMUSG00000024544	86
ENSMUSG00000030878	270
ENSMUSG00000037890	204
ENSMUSG00000016255	38
ENSMUSG00000028841	7
ENSMUSG00000026956	572
ENSMUSG00000104217	29
ENSMUSG00000046168	47
ENSMUSG00000011148	106
ENSMUSG00000063447	26
ENSMUSG00000032251	329
ENSMUSG00000027322	341
ENSMUSG00000048924	345
ENSMUSG00000036986	7028
ENSMUSG00000067575	61
ENSMUSG00000081214	61
ENSMUSG00000083424	61
ENSMUSG00000094664	61
ENSMUSG00000095526	61
ENSMUSG00000031637	36
ENSMUSG00000089715	520
ENSMUSG00000055760	383
ENSMUSG00000005973	470
ENSMUSG00000004032	4
ENSMUSG00000024397	347
ENSMUSG00000002343	307
ENSMUSG00000020777	502
ENSMUSG00000082186	30
ENSMUSG00000092029	28
ENSMUSG00000051124	1063
ENSMUSG00000083179	297
